 	io	non	ho	cosa	da	mangiare	</S>
e	0.791818025	0.200553615	0.0072586965	0.000344435815	1.56417915e-05	6.39655825e-06	3.2127439e-06
v	0.590733444333	0.178680755	0.224389334167	0.00607654839833	9.72454061667e-05	8.94318091667e-06	1.37632354333e-05
ò	0.232221965444	0.406050891667	0.346941281389	0.0141972157994	0.000511009512056	4.65361393056e-05	3.11149941444e-05
e	0.110922154481	0.463602873889	0.395534713796	0.0290298135998	0.000754103917352	0.000108264266435	4.80547613815e-05
n	0.075238867827	0.268204765963	0.619866704599	0.0357260948666	0.000731659602451	0.000129450692145	0.000102424647127
è	0.0611004419423	0.154101159988	0.608588694866	0.163589550289	0.00879938155082	0.00293115970072	0.000889625362376
c	0.0859961549808	0.0873402066627	0.537316224955	0.260056156763	0.0196011111836	0.00594388390024	0.00374629092079
h	0.0968309449936	0.0473770715542	0.547537098318	0.261431742254	0.0322662970612	0.00740197530008	0.00715490280693
o	0.0587768396645	0.0221109899514	0.372773267439	0.417851620751	0.0670403290204	0.0422103484334	0.0192366696023
t	0.0315427758315	0.00838106275047	0.15451448548	0.625323206917	0.0951280396735	0.0558423278111	0.0292681468674
i	0.0306238158872	0.00432871935016	0.06790072296	0.484806262639	0.281887896558	0.0886581196037	0.0417944636225
è	0.0321713984624	0.00249061425672	0.0232385524867	0.170782340546	0.504162832186	0.171939063201	0.0952151945408
n	0.0127974999515	0.00098728154824	0.00797551610557	0.0726374328487	0.524868567395	0.207953797734	0.172779921514
a	0.00513623948117	0.000758523805413	0.00281654566352	0.0390082973162	0.396016739132	0.326090142578	0.230173543838
f	0.00272646368039	0.000771308448471	0.00115172167284	0.0140558342721	0.270375223044	0.400634000859	0.310285451279
à	0.00236773911346	0.00125145906282	0.00060144697428	0.00571396296737	0.176826766348	0.47751983362	0.335718790426
o	0.00233521950449	0.00164521638761	0.000304055221427	0.00203769953579	0.071763366116	0.551098487873	0.370815976809
</S>	0.00152948910224	0.00131482184381	0.000254571430714	0.0011337034729	0.045471236058	0.509672458937	0.440623738405
