 	hai	già	mangiato	</S>
ì	0.73853991	0.257339174	0.0036296495	0.00049130015
s	0.70920536	0.276629523333	0.00691922496667	0.00724592467
e	0.57308967	0.403968789778	0.0123153546556	0.0106261967567
g	0.23175853	0.684431729926	0.0538328558852	0.0299768847856
i	0.084011588	0.734558233309	0.137259611962	0.0441705865952
à	0.0298800147333	0.52279305777	0.345245587321	0.102081333865
f	0.0110158477611	0.209442481757	0.544566639107	0.234975017955
a	0.0256373013704	0.077137643419	0.618713656369	0.278511412652
m	0.0323127061235	0.0285339775397	0.515911862123	0.423241437551
è	0.183373267708	0.0146948449132	0.290361084041	0.511570779184
n	0.232136167169	0.00983883223773	0.29804305468	0.459981926395
a	0.149747310323	0.00608466867924	0.264734993893	0.579433008798
</S>	0.182926395161	0.00707979483962	0.138759700446	0.671234104399
