 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.4979649585	0.4033233645	0.0922915702	0.00574239404	0.00039667282	0.0002696043765	7.68537544e-06	3.277152893e-06	1.759424375e-07	2.620268985e-07
i	0.234826285167	0.658058374833	0.0959457960667	0.00651548408	0.00429469924	0.000345128892167	8.74460998e-06	4.64568589767e-06	4.309214525e-07	3.71992606167e-07
n	0.145179102636	0.517986618278	0.301226298022	0.01737159376	0.0176868007467	0.000473437507389	6.35766888267e-05	8.98878196589e-06	9.49862464167e-07	2.59357142206e-06
d	0.055050296792	0.280160406093	0.554795866007	0.0394345615867	0.0688372045822	0.0013927285458	0.000294320789609	2.51736309886e-05	2.54764568806e-06	6.85479397402e-06
è	0.026346307264	0.245952108698	0.539390032002	0.105130109529	0.0797041015274	0.0019600068486	0.00140694624654	9.89350309962e-05	4.02767469602e-06	7.39533265801e-06
l	0.010921499788	0.221242159566	0.394486140667	0.13428178651	0.228554027176	0.0041264125162	0.00220641414885	0.00205143415033	0.00114568305137	0.000984405030219
a	0.00466292302933	0.140498119855	0.383943816889	0.172071515503	0.284046297059	0.00679442217207	0.00240875908295	0.00273050634344	0.00152903286979	0.00131455725341
à	0.00211218802044	0.0612704697517	0.400287022296	0.172157273501	0.354774640353	0.00546196045736	0.00190304099432	0.00104598919115	0.00052479981593	0.000462576183137
l	0.000739238760813	0.0219226470172	0.226481047432	0.1220399795	0.609725113451	0.00950172355245	0.00185250643144	0.00389468118038	0.00202215287864	0.00182088818305
l	0.000282965046938	0.0077290773424	0.111764064811	0.300886279833	0.518851497817	0.0442134438508	0.00401340081048	0.00624908072679	0.00342449549288	0.00258567559435
e	0.00148478133231	0.00802115281747	0.0617659172703	0.546736739944	0.295410622606	0.0721843812836	0.00709970693683	0.00389938260893	0.00212586789763	0.00127140852478
s	0.0018682382286	0.00809857102416	0.0782962857568	0.620673726648	0.186671820869	0.0885161670945	0.0112019273123	0.00256465496964	0.00093110128921	0.00117748336826
è	0.00338037752737	0.00374894509305	0.0734222934856	0.426674273883	0.316334043623	0.156049049031	0.0151019867708	0.00309822105655	0.000741226319737	0.00144957368942
t	0.00388094175147	0.00228471608802	0.0268530706285	0.247763696294	0.538400234541	0.155916994344	0.0129069862569	0.00604689401885	0.00189323887325	0.00405320639647
t	0.00129931489683	0.000768506184273	0.00997291087617	0.219681438765	0.407121041514	0.297286736115	0.0400426217523	0.010541843173	0.00445886895775	0.00882668396549
e	0.00157949913628	0.000802014559358	0.00381628170872	0.124247578255	0.165700332505	0.600307578705	0.0716285025841	0.017784888891	0.00497875208592	0.00915451262183
k	0.00168010197543	0.000852504264453	0.00427126188624	0.0760713814183	0.0930451795017	0.694397049568	0.0773284528614	0.0275391009637	0.0104719511286	0.0143429623406
a	0.0166547784885	0.000662898332818	0.00423203493541	0.0589375404161	0.0505587978339	0.709851549856	0.0942752129538	0.0345970579879	0.0131997183095	0.0170303924469
v	0.0216459134062	0.000610163907606	0.00430557261847	0.033868196082	0.0222110256113	0.673342839952	0.123073174318	0.0513128103293	0.0283446573698	0.0412856218156
ò	0.132883083045	0.0058192161992	0.00455403290616	0.0260978224273	0.0178513118704	0.500237013317	0.140558684773	0.0753122414431	0.0421672857899	0.0545192639385
e	0.170968171348	0.0075922854864	0.00178974498339	0.0094501760791	0.0121340891235	0.364245164439	0.148054901591	0.194704221814	0.0381830705966	0.0528781259795
n	0.058008416531	0.0026191036945	0.00061777425313	0.00326166501637	0.0042864207745	0.30541468148	0.160592483864	0.285573090605	0.0790589888655	0.10056732666
ì	0.0731640879253	0.0014558917772	0.00023954557371	0.00126706949879	0.0015679753915	0.201147918827	0.150347471288	0.320336250202	0.122413529622	0.12806022222
m	0.0782159227981	0.00110100579907	0.000185808269903	0.0011797641396	0.00256382256383	0.107762124609	0.0991381787627	0.360854823401	0.168630326541	0.18036820074
e	0.0343115934223	0.00107390660636	0.000196576423301	0.00117326799653	0.00314596215461	0.0714425365363	0.0474340585876	0.264754741134	0.296217935514	0.280249406913
p	0.0197069862008	0.00106778480879	0.000284938074434	0.00155077991551	0.0015038411882	0.0362009151788	0.0217845900959	0.125294083711	0.358383631838	0.434222428971
r	0.0066018697927	0.00039385214883	0.000270337753145	0.00158711773017	0.000694330016067	0.0145909323263	0.00888997469863	0.0481668261703	0.430152587279	0.488652139657
ò	0.0236481115967	0.00340314155551	0.000417065829382	0.00167009163506	0.00862960792202	0.0273636467088	0.00710132899954	0.0231660593234	0.469207642426	0.435393273219
n	0.0293303473923	0.00441528421184	0.000464877962461	0.00167936387169	0.0111961617473	0.0314641467263	0.00605925370651	0.0175550471078	0.457304180809	0.440531341073
t	0.00978504163287	0.00148361190438	0.00016134020582	0.00057784994923	0.0037702438651	0.0109033788854	0.0034910962755	0.0149293220359	0.57125378027	0.383644360358
a	0.011571647853	0.00211143230856	0.000239355964273	0.00086842024841	0.0025391272977	0.0281694251151	0.0099619217585	0.0179588836786	0.52688142009	0.399698366786
</S>	0.0182417364265	0.00347874645428	0.000393478552136	0.0014327517242	0.00318813039885	0.0504655175576	0.0160521698793	0.0222068643393	0.412098300045	0.472442283393
