 	qui	dentro	vuole	un	tappeto	</S>
e	0.70263197	0.295354208	0.001942599545	6.3522279e-05	4.2330053e-06	3.46690995e-06
t	0.61983749	0.375064102667	0.004994680515	9.29628163333e-05	5.66830953333e-06	5.08732188333e-06
t	0.729107063333	0.244955065556	0.0244771823383	0.00123199891544	0.000157219714511	7.14720505278e-05
ù	0.523783564111	0.440960769852	0.0332736754461	0.00167235293848	0.000207031798504	0.000102643036843
m	0.200737399037	0.639347389951	0.126437566482	0.0247680919462	0.0037718939065	0.00493770484228
è	0.0984161983457	0.600837029984	0.255886462161	0.0332842495154	0.00500028110883	0.00657576456076
s	0.0562846374486	0.582918536661	0.33721889072	0.0175482687051	0.00304052217628	0.00298911233359
a	0.0343173605162	0.398855738887	0.539751486907	0.0218323779017	0.00302342142543	0.00221964717786
t	0.0125793495721	0.185365401629	0.762943795636	0.0318242403006	0.00450734317514	0.00277993159262
è	0.00721348422403	0.0728064707763	0.791306665212	0.1131428361	0.00876436439171	0.00676617253087
l	0.00512536409468	0.0317695004921	0.747229108404	0.185668832033	0.0165981597972	0.013609022177
i	0.00572855838489	0.0186631279307	0.563020909468	0.349486330678	0.0334813735991	0.029619703059
è	0.00663550626163	0.0071793612769	0.255112910823	0.623461376893	0.044922719533	0.062688142353
n	0.00297138242788	0.0025316399343	0.115338906274	0.704209412298	0.0863330681777	0.0886156507843
a	0.00186730454996	0.000892459406767	0.065278673548	0.649985624099	0.136096822726	0.145879150261
t	0.00151167145665	0.000334532903789	0.023106680306	0.5710218147	0.194976950909	0.209048326754
a	0.00142952992555	0.00013933047113	0.008855012552	0.431028811567	0.207076880303	0.351470398918
p	0.00144563409518	7.64212330433e-05	0.00323392317733	0.262119790522	0.273950673434	0.459173566306
p	0.00054224702676	3.76352880144e-05	0.00134191192911	0.122624848441	0.329900844478	0.545552555435
è	0.00808365858395	0.000222668138671	0.00109025920304	0.0421028223137	0.476599441493	0.471901188478
t	0.0106165141327	0.000290027636224	0.00103315907635	0.0197945473379	0.736230063831	0.232035687493
o	0.00542040988223	0.000320661772075	0.000529683140783	0.0138346232126	0.587738351277	0.392156250498
</S>	0.00550300829112	0.000476432421037	0.000482453080392	0.0096475747563	0.375553345639	0.608337175249
