 	ora	che	loro	non	vengono	più	</S>
à	0.99257665	0.00621262365	0.000905785865	0.00022429172	5.13081755e-05	2.501895865e-05	4.369055115e-06
r	0.677416224667	0.249972781983	0.0521598690983	0.0145334177533	0.0023832501805	0.00132727613798	0.00220723175878
t	0.446274716222	0.451451627328	0.0734212913661	0.0208076397844	0.00328674576017	0.00179594054933	0.00296209481959
e	0.363404416741	0.505605162443	0.071967582122	0.0552969651281	0.00196875355339	0.000721064099777	0.0010361098532
k	0.13004300758	0.682822287481	0.117409547374	0.0675205967094	0.00146901422446	0.000337841308592	0.000397772711067
a	0.04429064266	0.53640432716	0.107362855791	0.308498823903	0.00304676191482	0.000220938498197	0.000175699969022
c	0.0152580121367	0.28852642372	0.30046975193	0.391870828968	0.00358370996827	0.000181114562732	0.000110187603674
ì	0.00528251303557	0.17766917374	0.349574714643	0.462837353989	0.00431069148609	0.000216763697577	0.000108787054891
n	0.00259680568519	0.22034561708	0.249394308881	0.503664814663	0.015818673162	0.00283908334586	0.0053407317433
i	0.00168975146506	0.234222138493	0.216906225294	0.509021978221	0.0251628147207	0.00532044728195	0.00767670634777
e	0.00078477942502	0.0788452216977	0.125385327431	0.747260459407	0.0343486102402	0.00805770092732	0.00531793064926
n	0.000483144084007	0.0278892003659	0.293753999144	0.564103356469	0.0739830267467	0.0183759033091	0.0214113746498
è	0.000254720910336	0.0102416854416	0.300545741168	0.37080313549	0.215280392249	0.0720742994364	0.0308000052166
r	0.000268990373445	0.00368591716687	0.219958411843	0.29741162183	0.313707504083	0.0964598888121	0.0685076470722
k	0.00108187795448	0.00166745289896	0.193377927681	0.147858274277	0.306187868028	0.148636815271	0.201189769024
o	0.00267405418483	0.000788593329653	0.0648890489237	0.0526681920923	0.278222159343	0.326206761757	0.274551183008
t	0.00232890341428	0.000364186106551	0.0226442586046	0.0210182366974	0.253617876448	0.360938713919	0.339087811003
t	0.00078402945586	0.000162760690284	0.0085175280002	0.00912721599913	0.246728318816	0.302439031306	0.432241100334
e	0.000395218840387	6.6143231528e-05	0.00288703189073	0.00374512747971	0.158712942605	0.417279577102	0.416913946778
p	0.000298888306796	9.0529317176e-05	0.00118642430891	0.00167515820657	0.060142555535	0.449480859034	0.487125582259
l	0.000135290480765	8.82593425587e-05	0.00058927913097	0.000710933048857	0.0233912891983	0.495024733011	0.48006022742
è	0.000850373468755	5.60031843529e-05	0.00024399968499	0.00160253749629	0.00896591735277	0.67611605767	0.312165115807
o	0.00117680058292	5.38634121176e-05	0.000333117741663	0.00313350366543	0.00553477038426	0.63036388589	0.359404058602
</S>	0.00072323458146	4.17627070588e-05	0.000476837340831	0.00344623683271	0.00524983919213	0.521303792945	0.468758299301
