 	il	morto	vuole	pianto	</S>
t	0.98819387	0.0116210955	0.000128829305	4.5120929e-05	1.10162115e-05
o	0.98031966	0.0194835775	0.000147163385	3.63687433333e-05	1.31822715e-05
n	0.952089233333	0.0472118395	0.000594928241667	6.89322771111e-05	3.50436615e-05
a	0.921971744444	0.0754246331667	0.00231315631389	0.000141243545704	0.000149263363833
p	0.633659901481	0.360933114389	0.00467582323796	0.000418315635235	0.000312893487944
e	0.24696140716	0.72082025813	0.030559895746	0.00122212664508	0.000436318069315
s	0.109250719053	0.82886910271	0.055807052582	0.00313440421503	0.00293870754311
a	0.072647006351	0.79731843757	0.111192791527	0.0122475597383	0.0065941738477
m	0.0501193977837	0.75661169919	0.160133910509	0.0231478455794	0.00998711078257
m	0.0220268042279	0.521004416063	0.27433485017	0.0313331225265	0.151300772428
è	0.0100542618093	0.190916251688	0.497205816723	0.0943820965088	0.207441539476
n	0.0056715439031	0.384616757229	0.416243218908	0.108364994836	0.0851034573253
o	0.00333829183437	0.43750735541	0.310872852969	0.167290250945	0.0809912546084
t	0.00203161872979	0.147930668603	0.473232184323	0.271875370315	0.104930184869
è	0.00231548302826	0.0501333453343	0.597173828108	0.229496386772	0.120881001623
l	0.00239974224409	0.0174418645114	0.622091076036	0.223013598924	0.135053763874
i	0.0018647949827	0.00614739212047	0.416287918679	0.302622426308	0.273077497958
g	0.0016908416209	0.00224358442349	0.15915032756	0.506901308769	0.330013959319
l	0.000575273678633	0.00086223587183	0.0623358767867	0.700833402923	0.23539321644
e	0.00313385707121	0.000487614187943	0.0225227488622	0.720655534308	0.25320024548
m	0.00399331888607	0.000368431492648	0.0107954481874	0.596429234769	0.388413571827
m	0.00136651095102	0.000148985302216	0.00631698686247	0.325276211123	0.666891303942
è	0.114485187777	0.0194706271421	0.0141229368542	0.203301179908	0.648620047981
n	0.152195797189	0.0259259658427	0.0161324871381	0.455618109969	0.350127639327
o	0.0601359216597	0.0102675975096	0.033336518566	0.456584782323	0.439675193109
</S>	0.0441302228298	0.0075452604048	0.058316959283	0.242091584661	0.647915981555
