 	ho	finito	di	scrivere	</S>
s	0.92677805	0.07207380265	0.001026926185	3.90801315e-05	8.21144905e-05
p	0.784813716667	0.20548586755	0.009286229695	0.000112549026167	0.000301637870167
ì	0.455125094556	0.525990302517	0.0182130548983	0.000298325188722	0.000373227120056
c	0.154735593985	0.815408854172	0.0207862396328	0.00141884717624	0.00765047845335
c	0.0653216591283	0.720319648057	0.183142111211	0.00597289062541	0.0252437234845
e	0.0348999505761	0.564812126019	0.364704590404	0.0096480685418	0.0259353094948
t	0.011718695492	0.63580047534	0.325298626801	0.00837463651393	0.0188076178316
s	0.00435882859733	0.48129226178	0.4031847856	0.0277234271713	0.0834407349439
a	0.00262514056578	0.17911414176	0.6083530852	0.0689069590571	0.141000681648
à	0.00295175288859	0.06810624742	0.619188785067	0.115822857686	0.193930320549
t	0.00230130078753	0.0285948880067	0.476039585022	0.148823969229	0.34424024685
s	0.000781780547843	0.0115128935675	0.279819475007	0.25283294641	0.45505294895
e	0.0265535886433	0.0050086645544	0.116345643336	0.306032182137	0.54605994965
g	0.0351779584211	0.0033531412848	0.046955525112	0.241771050712	0.67274230655
r	0.011788303352	0.0016431432816	0.0211897561373	0.177737036904	0.787641705517
à	0.0157958104557	0.00130197348053	0.00805232274577	0.105112215635	0.869737625172
t	0.0171214149502	0.00137339644684	0.00405968424859	0.098436088545	0.879009385057
s	0.00583752887507	0.000658590391947	0.0020151950662	0.164196739515	0.827291911686
i	0.175639848052	0.00173975822032	0.00280524473873	0.141501368172	0.678313743895
</S>	0.348175374026	0.00314465636016	0.00442019856936	0.074935581586	0.569324156948
