 	perché	aveva	lavorato	molto	</S>
j	0.9782063	0.0215437	0.000230658555	1.71695776e-05	2.14399857e-06
a	0.926850633333	0.0717902883333	0.001349301975	7.78657793333e-06	1.98787773667e-06
t	0.625525514444	0.366687692778	0.00757839085833	8.65699223111e-05	0.000121817907979
ì	0.248438971148	0.740647844259	0.0106212714861	0.000119609447437	0.00017231862266
ì	0.0861735450793	0.861055014753	0.0517425070287	0.000606235042479	0.000422729280887
c	0.0320800867231	0.858001568251	0.0965004423429	0.0111080189475	0.0023098640603
h	0.0349564355744	0.724825016084	0.194877307448	0.0359574899825	0.00938373568677
e	0.0329785050915	0.434797972028	0.484389802483	0.0354092947942	0.0124244252289
p	0.0129596217972	0.219163184009	0.685510844161	0.0363794930647	0.045986859743
o	0.00909402079907	0.128338640003	0.751460158054	0.0412252010216	0.069881964581
l	0.00639396452302	0.0644833055677	0.748286619351	0.0888682536739	0.0919678261937
e	0.00976749209767	0.0309734827559	0.741161873117	0.110047760225	0.108049392065
m	0.0108621441526	0.0188941349186	0.723652524372	0.139427015742	0.107164207355
ì	0.0502823051709	0.0118719669729	0.556296441457	0.202768355247	0.178780925785
s	0.0633950636036	0.00890358544097	0.481118413819	0.275636601749	0.170946306262
o	0.0226831390812	0.00452070326366	0.340783130606	0.466471033916	0.165541969754
n	0.0089572300024	0.00298116084122	0.125335335535	0.667059027972	0.195667203251
t	0.0029928819568	0.00103333973734	0.047660128645	0.743674975991	0.204638621084
a	0.00147166036627	0.00062403274938	0.0162011897483	0.656817358664	0.324885717028
p	0.000990397590423	0.000642906293127	0.00569730182943	0.558791642888	0.433877725676
o	0.0151650145985	0.000573349607709	0.00208334127648	0.569165904296	0.413012365225
d	0.0198789654735	0.000513736469236	0.000914248278827	0.618827368099	0.359865661742
d	0.00665760487683	0.000383010499745	0.000872548326276	0.501503199366	0.490583647247
h	0.00223894282094	0.000290899076582	0.00112605344209	0.305103943122	0.691240182416
ì	0.121300776357	0.0368879185922	0.00175804791403	0.181178221041	0.658875040805
</S>	0.241471718178	0.0735237542961	0.00226855690702	0.118269920521	0.564466040403
