 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.97715703	0.0205363625	0.0019641933225	0.000314680378	2.37022765e-05	2.34584595e-06	9.342512e-07	7.6238404e-07
n	0.928961163333	0.0647508418333	0.00557494698917	0.000614992164667	4.48886945e-05	8.87028521667e-06	1.9690336e-06	4.23591927733e-05
a	0.741953331111	0.243302103944	0.0132913039964	0.00124491772156	0.000118053828167	2.17775440722e-05	5.64457003333e-06	6.28509805911e-05
v	0.40454840267	0.510518434648	0.0800364443321	0.00450610090719	0.000296960669389	3.32202723574e-05	6.15055134444e-06	5.42473198637e-05
o	0.138584003857	0.696863864883	0.157747858111	0.00633893516906	0.000378879659796	3.60408607858e-05	4.85748511481e-06	4.55459937212e-05
r	0.0495449299857	0.725821708294	0.21110446937	0.0127205485897	0.000659158509932	4.54015482619e-05	5.7817694716e-06	9.80169783404e-05
à	0.0183545078286	0.535346099431	0.36709127979	0.0700132451966	0.00820762046998	0.000746788366087	7.88638122572e-05	0.000161649656113
s	0.00798558272953	0.480595563144	0.412695916597	0.0864030240655	0.01068623439	0.00102677546536	0.000107942806086	0.000498995375371
o	0.00780413922984	0.405159477048	0.444682362199	0.124425697022	0.0151355663633	0.00172757633179	0.000214369217362	0.000850835458457
o	0.0156970404099	0.149294242016	0.425563724066	0.326209239007	0.0734963947878	0.00756857244393	0.000823309372454	0.00134749925282
t	0.0133754241216	0.0550893605053	0.257975851355	0.534865133002	0.118738681596	0.0131469518146	0.00151955615748	0.00528902175094
s	0.00448154983387	0.0188775120928	0.145290269785	0.628684774334	0.153761927199	0.0208025676049	0.00520891208583	0.022892450917
o	0.00213103745296	0.00635586350527	0.0530585861617	0.601679568111	0.267509335733	0.033374974535	0.00760479019528	0.028285844639
m	0.00637215818432	0.00768764921842	0.0258699946206	0.61956308937	0.279279291911	0.0312811905117	0.00528607643176	0.0246605818797
ì	0.0142805197281	0.00812748535614	0.0159115945869	0.48626148479	0.382269357304	0.0580135238372	0.00930032767725	0.0258357212932
k	0.0119008124337	0.00279011305005	0.0060791010423	0.299604433263	0.483369442435	0.102130524612	0.0133348685591	0.0807906977644
u	0.00426084700223	0.000971612719683	0.00260697231743	0.206204993588	0.428597124145	0.220803441537	0.0268427045197	0.109712305921
à	0.00182549736074	0.000328131005394	0.000887365076477	0.0706282495293	0.364049411382	0.424907023846	0.0594089715066	0.0779653569737
i	0.00107277488025	0.000116692170631	0.000308984500826	0.0238310720131	0.208510137127	0.561919051282	0.118663403836	0.0855778739912
k	0.00075126501675	7.04553685437e-05	0.000266986681609	0.00839081494103	0.090590647709	0.468708583761	0.161095137945	0.27012609133
u	0.000625625528917	5.61409508479e-05	0.000263969136203	0.00319924805834	0.0365845727363	0.303698231254	0.335863072648	0.319709113777
à	0.000682735362972	3.00286809493e-05	0.000118805420068	0.00119362853078	0.0162238490788	0.280474663751	0.527121557549	0.174154724592
i	0.00220031957432	6.62001829831e-05	0.000132209469023	0.000748409833593	0.00963535302627	0.222091009917	0.631215072516	0.133911441531
m	0.00271606213811	0.000102782127661	0.000169531253008	0.000564683224531	0.00464372450876	0.113833977639	0.547257674172	0.330711563844
è	0.0055766501927	0.000312316922554	0.000904787591003	0.00287169373151	0.0112109800029	0.0675170215463	0.492075804724	0.419530724615
r	0.00771942029757	0.000949602354185	0.001988118597	0.00413536987717	0.0133995200676	0.0491357061821	0.546202731575	0.376469514872
i	0.0291503789992	0.00329850768473	0.00814122216567	0.0176437985924	0.0534126217559	0.057908234394	0.442859957192	0.387585294957
</S>	0.0524170244996	0.00522755069236	0.0139655425828	0.0323946477962	0.0996299858779	0.082097007197	0.400775428596	0.313492847479
