 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.823278735	0.172950769	0.00206163385	0.00123904969	0.000432360075	2.1482555e-05	1.52655682e-06	7.14397735e-06	5.3572557e-06	1.119871765e-06	1.3233745e-07	7.50884755e-08	1.909026445e-07	4.480953202e-07	1.56678139e-08	5.65831135e-09	4.63014465e-09	1.0438992e-08
m	0.625338191667	0.359525243	0.01317453905	0.00148119039	0.000396308155	4.2161702e-05	1.47466460533e-05	1.44073306833e-05	9.49364823333e-06	1.023534165e-06	4.6192164e-07	3.39234498833e-07	1.5551797945e-06	2.15070316867e-07	8.88244259e-08	6.43576601667e-09	2.47609548333e-09	2.30427436667e-08
e	0.365191920556	0.607260194333	0.0251986780167	0.00185521826333	0.000396993428333	4.86688746e-05	1.93481707178e-05	1.66793693511e-05	8.08140589778e-06	9.31492340667e-07	5.58876614367e-07	4.20636997168e-07	2.0019165799e-06	1.35805489756e-07	1.10975462537e-07	5.79919526722e-09	1.33953851931e-09	2.30377226152e-08
s	0.170925351852	0.781821944778	0.0406316250056	0.00434488218778	0.00173045157278	0.0002988087508	8.09849942726e-05	0.000100487806907	3.17353911193e-05	7.76044403256e-06	4.75035473916e-06	3.25115605328e-06	1.57885280417e-05	1.25923468405e-06	6.54484174749e-07	4.85136566841e-08	1.63018200313e-08	2.22275015598e-07
s	0.0892720206173	0.748165648259	0.0867661350019	0.0516231022293	0.0203399306243	0.0022138006836	0.000342701458091	0.000872512868969	0.00020564362704	6.97360100109e-05	2.72350789131e-05	1.54929813511e-05	6.82213576806e-05	1.4987558428e-05	2.15015642492e-06	1.80486022228e-07	6.81938423438e-08	4.64222771866e-07
è	0.0438354522058	0.726076936086	0.124444278334	0.0749908434098	0.0261282056414	0.00265633613453	0.000370147199364	0.00104039194299	0.000235965702013	8.3142026337e-05	3.02087097277e-05	1.64790143804e-05	7.06385419535e-05	1.8369402616e-05	2.03322209464e-06	1.78027351859e-07	6.97824122079e-08	3.30757639955e-07
r	0.0225571897353	0.746517765362	0.146232679445	0.0573973571366	0.0176786343138	0.00431277205151	0.000521199693121	0.00145139353433	0.003090880347	9.05395784457e-05	6.35049399992e-05	3.07295577235e-05	3.27130430445e-05	1.12061613453e-05	2.97625041788e-06	1.68881041174e-06	9.42061465496e-07	5.81775846265e-06
e	0.0112809973451	0.520991828454	0.370467016482	0.0635950823789	0.0210558157713	0.0057690541505	0.000848855544374	0.00167031925144	0.00406350954033	9.92834901486e-05	7.60847429997e-05	3.60523806412e-05	2.24656820148e-05	9.15636474843e-06	3.35797891596e-06	2.19563308225e-06	1.2346279616e-06	7.66625957088e-06
m	0.00580247604837	0.237654621151	0.590309558827	0.100112440793	0.0466979319238	0.0106696831835	0.00236472312812	0.00351182802381	0.00220351357144	0.000181844387383	0.000130872024	7.58139149471e-05	0.000233351798672	2.97655198828e-05	1.14480669153e-05	2.05701363908e-06	9.90514693633e-07	7.05368227363e-06
u	0.00687134618279	0.105776445717	0.504209486276	0.261878063598	0.0982057439746	0.0134923340612	0.00296889477604	0.00420760460794	0.00158093046848	0.000210202383128	0.0001482874361	8.8615337129e-05	0.000301776930657	3.64057003943e-05	1.40947463998e-05	2.00811014589e-06	9.07920403978e-07	6.83754004388e-06
p	0.00592100276426	0.036943401339	0.389476395425	0.368159564533	0.160162407992	0.0242847620204	0.00448540982535	0.00741271246931	0.00193141423416	0.000373018115043	0.000237863593467	0.000139303717856	0.000342888531319	7.02241072314e-05	2.64352888946e-05	5.81071844816e-06	3.75640897409e-06	2.36071263006e-05
e	0.00906258395809	0.0142359292463	0.363452065142	0.372822198178	0.192651292664	0.0301096986735	0.00555540874178	0.0086647929231	0.00207149702472	0.000436063684014	0.000269839379489	0.000156672747752	0.000358554545106	8.17754937105e-05	3.05900194115e-05	7.08040218239e-06	4.70777493503e-06	2.92059440679e-05
n	0.0100348023767	0.00571171075877	0.263095047047	0.410125132726	0.245643187555	0.0394779842245	0.00742613238059	0.0130020930744	0.00287206772157	0.000779816407005	0.00063017359483	0.000323928637717	0.000565383469702	0.000172994152537	6.16720845838e-05	1.36514090938e-05	9.30668792201e-06	5.49061199903e-05
