 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.712307725	0.260726788	0.0267961788	0.000152652715	1.35816147e-05	2.432823575e-06	3.094519e-07	4.706805165e-08	1.2583387e-08	5.373338e-09	1.1422107175e-07	4.83167395e-08
n	0.412513368333	0.551022062667	0.0360885976	0.000308904351667	5.20514287e-05	1.1430794575e-05	2.9154384e-06	2.8672854665e-07	9.12542086667e-08	2.44200824667e-08	1.28614098417e-07	6.54673445e-08
è	0.171310237444	0.790731187556	0.0374823988667	0.000384827260556	7.22481445667e-05	1.4592228645e-05	3.78781703e-06	3.72909124883e-07	1.17002903722e-07	2.97888570222e-08	1.34830116472e-07	4.88397598333e-08
n	0.076592435148	0.842608045852	0.0801714929556	0.000512583046852	9.05443398556e-05	1.72116876683e-05	6.55681724e-06	4.86100174294e-07	2.33464508741e-07	6.36483352074e-08	1.02846305824e-07	2.69683024944e-07
a	0.0411741963827	0.584712388617	0.366476700985	0.00696782938228	0.000597173533285	5.46976568894e-05	1.33679974133e-05	2.4046016581e-06	4.86000002914e-07	1.07828628402e-07	1.62196085275e-07	5.23969558315e-07
l	0.0180769371276	0.291012036206	0.643598283662	0.0389913544608	0.00505753367776	0.00232186928896	0.000848702799138	4.56054033527e-05	1.68951290343e-05	9.9065396928e-06	1.35701086884e-05	7.32447570277e-06
l	0.0089594262092	0.158527030835	0.541748544554	0.189174109487	0.0686679218926	0.022471995663	0.00693817979971	0.00165559343445	0.000469138108678	0.000252094027231	0.000996975137229	0.000139001251901
i	0.00467766386973	0.0542891522783	0.446220484851	0.366834769829	0.0877747883975	0.0274545029543	0.00817384854657	0.00215703928382	0.000605030748893	0.000323116004577	0.00131264088921	0.000176998037767
m	0.00570172258991	0.0282049996594	0.56438001495	0.33918909661	0.0423622572325	0.0144221087181	0.00406245492886	0.000802797160273	0.000232682478964	0.000115955916359	0.000450378891203	7.5575946389e-05
o	0.00612573119664	0.0193940547531	0.514402048317	0.415796432203	0.0305289677442	0.010314202306	0.00271305432962	0.000362786862758	0.000110106872321	4.69746072197e-05	0.000163574615734	4.20652865963e-05
n	0.00258337368888	0.00788075208437	0.395393766106	0.512040127401	0.0545274812481	0.021474975502	0.00534360132987	0.000401119993586	0.000139776920107	3.91024798399e-05	6.65185252447e-05	0.000109358806665
ì	0.00951167485296	0.00579554119479	0.283439397369	0.4104398158	0.242669467083	0.0368605871673	0.00877032210996	0.0018699555212	0.000340750873369	5.49545316133e-05	7.84444077482e-05	0.000169073330222
s	0.0117845022753	0.0041706498416	0.185507691123	0.3920605886	0.335658292361	0.0496208463891	0.0162754717033	0.00311182150707	0.000852710924456	0.000250089297204	0.000414990249249	0.000292349341407
u	0.00503224774943	0.00345093002387	0.143280119141	0.315256662867	0.438634590787	0.066097282463	0.0203627915678	0.00559725696902	0.00112761470815	0.000317211029068	0.00051340566975	0.000329901463802
m	0.00287612654314	0.00364125637462	0.0504961346137	0.190862324289	0.561756996929	0.142568789154	0.0387515025226	0.00664038188967	0.00117604173605	0.000310466116356	0.000413294076583	0.000506719514601
e	0.0663758874744	0.00237502125821	0.0190250860579	0.11461247643	0.540065375643	0.203961686385	0.0453234608409	0.00572786352989	0.00115796671202	0.000298788780452	0.000479746525528	0.000596651304867
m	0.0875785792915	0.00183643428607	0.00691584207263	0.04872595381	0.542177635214	0.251432078795	0.0524214936136	0.0057122638433	0.00135474010401	0.000330062668484	0.000478936041843	0.00103600336829
a	0.0522673798972	0.00150965742869	0.00283189868321	0.0237728496033	0.570044011738	0.279004239598	0.0583323622045	0.00854477344777	0.00163944740134	0.000352878912828	0.000505993390614	0.0011945172561
i	0.0415454614991	0.00120156857623	0.000983035543403	0.00950764261443	0.463534503913	0.305730659866	0.0732423284015	0.0886426139826	0.0129919701671	0.000724408317609	0.000963683806871	0.000932105852033
t	0.0150424065484	0.00064505084351	0.000353795582134	0.00335405016481	0.236944857971	0.418621773289	0.157664149467	0.125677821328	0.023390207389	0.0044629022392	0.00954288296896	0.00430010235068
u	0.00578360463147	0.000258472142603	0.000123531031378	0.00119360382994	0.143492902657	0.410738221096	0.214434029822	0.169057623776	0.028342396463	0.00637103541307	0.0143999179897	0.00580468028356
s	0.00269063009282	0.000128842590001	4.36032592593e-05	0.000446879641647	0.102336950886	0.406546883699	0.241701426607	0.185042443925	0.0314828071543	0.00732410447102	0.0141090159966	0.00814643726119
t	0.00089966667754	4.3517303807e-05	1.55598113831e-05	0.000184689161882	0.0663523502953	0.457942834566	0.279725892202	0.107430045642	0.0342882227181	0.012704577157	0.0239709119989	0.0164417450871
a	0.00037772295678	1.89302899423e-05	5.8029455577e-06	9.83982486273e-05	0.0387854797651	0.360534638189	0.277645917401	0.227443210214	0.043239320906	0.0119436533857	0.0250805546663	0.0148263777957
c	0.000219361638927	1.51263356474e-05	4.6764917859e-06	9.02514115424e-05	0.0225350725884	0.293479706063	0.323323009134	0.262295931738	0.0439070379687	0.0124734671286	0.0250859842221	0.0165703860319
i	0.013031885833	0.000122655503549	9.22873292863e-06	0.000213059662514	0.0123574798628	0.228168668688	0.294657973045	0.304952272246	0.0784391203229	0.0147863577095	0.0352292354074	0.0180320675773
ù	0.0174376452777	0.00020590470785	1.16473683095e-05	0.000231983444171	0.00583673172093	0.124448228229	0.249868121015	0.435953500749	0.111573686774	0.0124653849032	0.0305604244691	0.0114067167591
r	0.0059654074629	0.00014370357595	2.49048067698e-05	0.00062733859139	0.00356184290698	0.134806908076	0.398199273672	0.30618192125	0.0827993509247	0.0192332039677	0.031386304823	0.017069795253
i	0.0021805378913	0.00011513603865	3.26713029233e-05	0.00077294220713	0.00181817728233	0.108576288692	0.352064295891	0.32544418475	0.114349795642	0.0274899449892	0.0449820862743	0.0221738870843
a	0.0015370876971	0.000160678616217	2.61445133078e-05	0.00034072043571	0.000693764390777	0.0381258022973	0.14250013263	0.47827297825	0.232923285214	0.0375254339964	0.0481382240914	0.0197557123614
m	0.00115033066903	0.000138166902406	2.04686631026e-05	0.000220212325237	0.000407290146926	0.0203645908324	0.115243853543	0.366537268083	0.248180841738	0.0717955946655	0.0957757833638	0.0801655597871
a	0.00133023912634	0.000109594691135	2.21491183675e-05	0.000209871605079	0.000322637265642	0.0143557182775	0.102572380848	0.256218258028	0.261335827246	0.0972404915552	0.161979167788	0.104303626596
t	0.00137816665145	9.7038931545e-05	2.20268184558e-05	0.00018514647836	0.000170406765214	0.00776386475917	0.0825833899493	0.230728452676	0.292618302415	0.120729180518	0.170188579263	0.093535415532
e	0.00114825579315	0.000144726821682	3.85452131519e-05	0.000305254929453	0.000178920361738	0.00555310368639	0.0744486391498	0.179389120892	0.321741080805	0.150414603506	0.175486286421	0.0911514431773
s	0.00106766146755	0.000158894289561	4.30401380506e-05	0.000337373964818	0.000174887356246	0.00270442486213	0.0362302098833	0.140532350297	0.331467973602	0.186828694502	0.218993828807	0.0814606490591
m	0.000434858969017	5.95581448537e-05	1.67517958169e-05	0.000149796747606	9.0425771082e-05	0.00176188448738	0.0230015386278	0.0822929497657	0.212107634534	0.182331509834	0.225318506269	0.27243459302
à	0.00133339026634	0.000208389827618	6.91915514056e-05	0.000285656433535	0.000937967320361	0.00390044449579	0.0117827735426	0.0481600962552	0.114101103845	0.126654036278	0.36335852209	0.329208437673
n	0.00155682314745	0.000254480031006	8.63225229685e-05	0.000315116898178	0.00119657640479	0.0047225408986	0.0108957531809	0.0393964954184	0.089422043615	0.122341233426	0.559275040697	0.170537557891
e	0.00510380090782	0.00285905861214	0.000830941780156	0.000845254439726	0.0013431795996	0.0035720844662	0.00982052972697	0.0386499444728	0.0905507125383	0.143324771142	0.577014013566	0.12608571463
</S>	0.00942805995391	0.00558864430607	0.00161761019008	0.00153043646986	0.0020816622498	0.0040823628831	0.00861437936348	0.0451705112364	0.0894378532691	0.147703185571	0.559004656783	0.125740662315
