 	vuole	vuole	mangiato	caldo	</S>
t	0.983646125	0.01600945935	0.00026875811	6.2601293e-05	1.30227365e-05
è	0.950021298333	0.0496238161167	0.00030986079	3.1279277e-05	1.36943698333e-05
l	0.792717846111	0.178786140039	0.0166860443833	0.00619050225833	0.00561943228894
i	0.496125808704	0.463437390013	0.0246523417944	0.00827981688611	0.00750462573631
t	0.238074314568	0.739727730004	0.0161285685981	0.00317002386204	0.0028993070521
è	0.0995542796893	0.876364826668	0.0210083041994	0.00160173045401	0.00147078711737
l	0.0387587893964	0.892048258889	0.0563087850665	0.009254525218	0.00362959797246
i	0.0182369664655	0.774081952963	0.186665811689	0.0150251010727	0.00599015632415
f	0.0080565728885	0.480925744321	0.430023843896	0.0562030583576	0.0247907614414
a	0.0109542423628	0.20387479044	0.657376214632	0.0886765544525	0.0391181521471
m	0.0118638300876	0.0888277970133	0.698785204877	0.115922686484	0.0846004657157
è	0.0148497013292	0.0354222715378	0.622425668292	0.196187352161	0.131115025239
n	0.0154536776764	0.0172293751793	0.587094456097	0.263058784054	0.11716374308
o	0.0064228444588	0.00764592531643	0.397308328699	0.461749288018	0.126873635693
t	0.00302520600027	0.00278253985881	0.191051669566	0.622110812673	0.181029768564
r	0.00101792068609	0.000986517866003	0.116007868422	0.535902904224	0.346084779521
e	0.000770402500697	0.000356204790068	0.0395674373407	0.531116481408	0.428189446507
m	0.000759838743566	0.000186695961689	0.0143468448469	0.565767047136	0.418939575502
m	0.000338019943522	0.000111277850563	0.0058658447023	0.375307044379	0.618377831834
ò	0.0268334095335	0.0193808118669	0.00349432232077	0.27692280346	0.673368653945
</S>	0.0534791397667	0.0386946744334	0.00390334731038	0.33557815173	0.568344691973
