 	è	possibile	che	è	entrato	da	qui	</S>
i	0.96514246	0.0293084255	0.004148284525	0.000563870185	0.00082754316	6.07575225e-06	1.68276395e-06	1.59204887e-06
s	0.92687454	0.0502744761667	0.020710020175	0.001107529545	0.00101363745333	1.35476204167e-05	3.25961121667e-06	2.92605849e-06
o	0.688227673333	0.234563262056	0.0716953700583	0.004200296515	0.00128600991778	1.84427548056e-05	4.54717307222e-06	4.34244149667e-06
g	0.327664598111	0.506980787352	0.156137283353	0.00708105967167	0.00207701127259	3.82222282685e-05	9.78633369074e-06	1.12377705989e-05
g	0.123339663037	0.434031632451	0.267596374451	0.100982429391	0.0729084115909	0.000905561126089	5.37773848969e-05	0.0001821713462
è	0.0479285194123	0.18531104915	0.518640884817	0.146890004797	0.097428876197	0.0032572949087	0.000186842198299	0.000356546298733
s	0.0166627916874	0.330978331383	0.543230134939	0.0702852277657	0.0347201723657	0.00327432833623	0.000443453399433	0.000405564666244
t	0.00581390517913	0.450342417128	0.395611431646	0.109135340422	0.0336792687552	0.00295425047874	0.00112443819981	0.00133894105541
e	0.00328101229304	0.238989855709	0.518819457215	0.185215950141	0.0458297829184	0.00439058182625	0.00158795229994	0.00188543818514
k	0.00273433146435	0.140321855236	0.627268105738	0.180300226714	0.0374454553061	0.00661906660875	0.00315396259998	0.00215701622838
a	0.00321178685478	0.103297967212	0.506846348579	0.288100505571	0.0703428227687	0.0177808528696	0.00579816153333	0.00462151654279
m	0.00573685171826	0.037843558204	0.317502229526	0.436363568524	0.15330306759	0.0292982276232	0.00953604751111	0.0104163935143
b	0.00519083863942	0.0156000100527	0.166450384242	0.392730739508	0.37290739253	0.0268758752077	0.0084049499037	0.0118397761714
ì	0.0745627032798	0.0101272256689	0.0604355554807	0.263523989836	0.395045780843	0.113765767736	0.0495984050346	0.0329405553905
k	0.0972568731914	0.00832414456297	0.0261257490936	0.190404319945	0.306210476948	0.208051955912	0.106142985012	0.0574835207968
e	0.226858993162	0.00458071286099	0.0129166136312	0.119932109315	0.250245964649	0.187391265304	0.135216851671	0.0628575572656
a	0.274239645054	0.003335780567	0.00726436442373	0.0431781139383	0.0938056502163	0.324535028435	0.15998561389	0.0936558404219
p	0.0957712568713	0.001251821149	0.00257241243124	0.0151094573894	0.0391844773054	0.365377079478	0.273330051297	0.207403470141
ò	0.0434802201438	0.00135808862967	0.00116526662041	0.00590501530647	0.0153668718018	0.194108376493	0.446312023766	0.29230416338
t	0.0258739630292	0.00128475965756	0.00058534705847	0.00266736114216	0.00719596683393	0.152202832164	0.535593294589	0.27459650446
t	0.0086278419733	0.000432801206053	0.00020717603649	0.000979764079387	0.00379271896464	0.140111164055	0.55074095153	0.295107638153
u	0.0035616318401	0.000194864767884	0.000175262027497	0.000999087251796	0.00239903330821	0.0875617663517	0.473527317177	0.431581079384
</S>	0.00280683572005	0.000172197773942	0.000246195188748	0.0014939885759	0.00248291375411	0.0568460406759	0.403609458588	0.532342389692
