 	avete	cucinato	le	verdure	</S>
è	0.987007855	0.01241426235	0.00045517838	9.9733618713e-05	2.2954977e-05
c	0.947101511667	0.0438984450167	0.00761896310333	9.0976108713e-05	0.001290127755
h	0.851828217222	0.135314018339	0.0110374455678	9.12911229043e-05	0.001729104645
e	0.632568645741	0.286420296113	0.0798753497226	5.13891426348e-05	0.00108438530833
t	0.320163557914	0.549378358704	0.128669526574	0.000646603782545	0.00114198024944
e	0.120670708638	0.738147269568	0.139163755525	0.000830078483848	0.00118821152981
m	0.0474338888793	0.666595723189	0.280614271842	0.00402496185095	0.00133116054327
a	0.0289306592931	0.433846874396	0.519744077281	0.00515365866365	0.0123247502811
r	0.0188199231177	0.293554208132	0.662925612427	0.00437434336788	0.020325970427
à	0.0096429627259	0.198076292711	0.674038887476	0.00412597114596	0.114115916142
t	0.00643815265197	0.087185375237	0.730406759159	0.0213119013053	0.154657830047
a	0.00387961972732	0.0483184104123	0.60457771972	0.0278038624351	0.315420398016
t	0.00298938912544	0.0172300189708	0.439729859907	0.169406431812	0.370644278005
a	0.0160730078248	0.00612030985693	0.307383528302	0.221629757937	0.448793384668
l	0.0204421695296	0.00233009262898	0.125585517101	0.376641176646	0.475001058223
à	0.0087090644312	0.000888332252993	0.0624000633503	0.422927191015	0.505075366074
c	0.0047882433915	0.000320938460998	0.0235171984334	0.459403582472	0.511970035358
h	0.00159844791024	0.000124723850966	0.0105154713328	0.794551547491	0.193209776453
a	0.0246723831687	0.00123559160429	0.00408707089927	0.606666432497	0.363338503484
n	0.0323742024562	0.0016178724441	0.00193224298742	0.550007414166	0.414068260161
a	0.308057275552	0.00649461145737	0.00140523105014	0.528239338055	0.15580354072
</S>	0.599911437776	0.0121614027287	0.00183390297507	0.287318339027	0.09877492786
