 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
t	0.97938202	0.019363651	0.00078264302	0.000416164065	5.07956338e-05	4.30702385e-06	2.44727955e-07	1.009377815e-07	6.2633035e-08
ù	0.78189822	0.217537992667	0.000390586506667	0.000148247213833	2.24634428e-05	1.83183187667e-06	4.30947165e-07	1.21979358167e-07	9.80093083333e-08
t	0.564865136667	0.431677444222	0.00153741218889	0.000971691986778	0.0007283590566	0.000137683429986	3.49688007883e-05	1.56395907127e-05	3.16183472994e-05
t	0.678261148889	0.316497886741	0.00265557026296	0.00132304689226	0.0009697780522	0.000183571790795	4.61677007994e-05	2.07390146629e-05	4.20703392331e-05
o	0.558191644963	0.42852295758	0.0122902202877	0.00054224817742	0.000354281354067	6.20310530583e-05	1.55824032231e-05	6.99975159963e-06	1.40884383177e-05
t	0.404093956988	0.54075523586	0.0345570344292	0.0164662791758	0.00334169378802	0.000735560639679	2.48087844944e-05	5.55867348654e-06	1.99571645459e-05
r	0.666518785663	0.274224080287	0.0319335369097	0.0219518542153	0.00434779035934	0.000969216760893	2.78227835315e-05	5.01745507351e-06	2.19700993353e-05
a	0.568016058554	0.400701968429	0.0217295524032	0.00768566684177	0.00151437454978	0.000333734547964	9.51393018717e-06	1.7067856425e-06	7.45553607843e-06
v	0.212507770518	0.453635246143	0.102640212134	0.208977934561	0.0161840815166	0.00580722292932	9.99109547057e-05	2.98633625875e-05	0.000117733141839
ù	0.0774940128393	0.473882138714	0.140675157378	0.27872484352	0.0212467753722	0.00765193463311	0.000131065868135	3.93510096358e-05	0.000154688376366
d	0.0288729707131	0.483756422905	0.140429449126	0.272181596507	0.0495590633241	0.0188138568677	0.00377108643928	0.00125721061532	0.00135831876454
i	0.010527965471	0.215296544302	0.348911409709	0.327700098836	0.065704606108	0.0233902692226	0.00502881142309	0.00167118900311	0.00176907057485
e	0.00550695329033	0.106628917934	0.59298209657	0.191752289612	0.087694567036	0.0120611280075	0.00214661308436	0.000590551145703	0.000636826530283
e	0.00569898776344	0.036580635978	0.500784158857	0.094980144204	0.344456879012	0.0131663033358	0.00358631336145	0.000331626281901	0.000414894005428
t	0.00444198684448	0.0124801388773	0.232192324619	0.163428525735	0.507339879671	0.0709473571119	0.00626266245382	0.0010392063473	0.00186790421181
o	0.00246454800483	0.0042763429671	0.0890476835397	0.201887853578	0.58679052989	0.104529944704	0.00725551915127	0.00134961187243	0.00239797240394
n	0.00179948973794	0.00154022015677	0.0339248659466	0.141449856193	0.683068983297	0.122691930568	0.00877023338376	0.00186696461414	0.00488745860131
è	0.00126413784898	0.00068962842999	0.0130855736489	0.103248488064	0.717580117766	0.138745778189	0.0159155767946	0.00285324377138	0.00661750143377
g	0.00108094763266	0.000446671326663	0.00543832738297	0.0845976953547	0.646925172589	0.150868574063	0.0666283935982	0.0211726935905	0.0228416173779
r	0.000366432089887	0.000193012007554	0.00237016823766	0.101904748452	0.359011314196	0.382379431354	0.0823651678661	0.0306988685302	0.0407109074593
a	0.000331948305962	0.000147098277851	0.00103756757589	0.064957696284	0.148935646065	0.614849727118	0.103120885955	0.0251926235101	0.0414267928198
t	0.000326592138654	0.000129850068384	0.000594935375297	0.0230434056613	0.0729568410217	0.607972275706	0.160982051985	0.0531819278367	0.0808120896066
s	0.000120806796218	4.4459155718e-05	0.000235334404432	0.0084859094671	0.0428390840072	0.403609268569	0.232138953995	0.125526962612	0.186999189869
e	0.000165145405406	4.72848570627e-05	0.000153666670811	0.00346354626903	0.0235254683357	0.198117530856	0.354235951332	0.185176880871	0.235114519956
è	0.000247926061802	0.000198205633688	0.00014715122027	0.00164679183301	0.0131656889452	0.102891707552	0.433186550444	0.237773413624	0.210742583319
n	0.000153991507601	0.000218117140996	7.46932734233e-05	0.00064338806767	0.00561609406173	0.0404765584507	0.400166873481	0.299129397875	0.253520901106
a	0.0001727158862	0.000224409643432	0.000133889614474	0.000576141069223	0.00437590993391	0.0195999408836	0.25309389116	0.428666899292	0.293156200369
p	0.000217950268733	0.000228692057144	0.000155783090158	0.000589109499741	0.0038087064113	0.00820135139453	0.113518930387	0.463839833097	0.40943961679
o	0.000707047752911	0.000271055411715	0.000199200275386	0.00123266404325	0.00191071967043	0.00419966689818	0.054951786129	0.543620544366	0.392907233597
è	0.00113670165097	0.00100740744724	0.000306253711795	0.00166441316108	0.00260380899014	0.00266457306606	0.0495726613763	0.688783404789	0.252260699199
t	0.00069336034199	0.00106645454108	0.000198920170398	0.00081458980236	0.00228744720271	0.00143694546202	0.0502185737921	0.649910568263	0.293373133066
a	0.003853268339	0.00584169523903	0.00270981976327	0.00799648096945	0.0129560279402	0.00316422456067	0.0391530519307	0.623676299421	0.300649151022
</S>	0.0073500931695	0.0111437326195	0.00531978663163	0.0155842864847	0.0247507439701	0.00553460578034	0.0350498219653	0.62816914971	0.267097800511
