 	Marika	tu	hai	mangiato	</S>
M	0.902629465	0.0876585025	0.0070520671	0.00167605225	0.00098402705
a	0.870455031667	0.109631042167	0.0156139027	0.00302718075	0.00127296778333
r	0.611201972556	0.351876185389	0.0275947315667	0.00607514791667	0.00325206752778
ì	0.229614193919	0.623696008463	0.132946352189	0.00784618997222	0.00589727850926
k	0.0850499640397	0.494583936154	0.203135324063	0.120850604991	0.0963801655031
a	0.0375462053466	0.335365432051	0.331692381354	0.167417421664	0.127978565501
e	0.0162943067822	0.318622850684	0.461182370451	0.144469430555	0.059431034167
s	0.00856854470407	0.300733556895	0.378420813484	0.176386263518	0.135890806722
ù	0.00337926089136	0.189226695032	0.237906807828	0.373199311173	0.196287908907
è	0.00220922284379	0.063828204744	0.101519376376	0.657907350391	0.174535822969
f	0.00165045528126	0.0216151807347	0.0359475111253	0.646742363464	0.294044457656
e	0.00991536542709	0.00847663123157	0.0144698781418	0.449959821155	0.517178285885
</S>	0.0188359612135	0.00586229886578	0.0081779978709	0.341261560578	0.625862177942
