 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
n	0.97664055	0.021671017	0.001538874825	0.0001258590125	2.18490954e-05	1.7096335e-06	1.24010531e-07	6.0130892e-08	2.35625765e-08
d	0.952755283333	0.0459268873333	0.00120877875833	8.79649438333e-05	1.91707487333e-05	1.74853446667e-06	1.23638477667e-07	3.5094238e-08	1.78080575e-08
ì	0.805049944444	0.193754709111	0.00108800205278	8.70887606111e-05	1.81353200778e-05	1.92424474556e-06	1.53007394222e-07	2.53925209e-08	2.12456551667e-08
s	0.625531631481	0.365310859704	0.00781328318426	0.00094970161487	0.000317895712193	5.62997520719e-05	5.12498111974e-06	9.64485467753e-06	5.59792889006e-06
o	0.388823441827	0.598441396568	0.0108895923281	0.00132014469829	0.000421587776731	7.66750403573e-05	6.86764119991e-06	1.28589388435e-05	7.47278742169e-06
n	0.156667350276	0.769173465523	0.0632234337094	0.00733071229276	0.00326790306491	0.000293241109786	2.46851202266e-05	1.09454475655e-05	8.34098093223e-06
t	0.0968191767587	0.702987288508	0.17962552457	0.0149415110976	0.00514755035497	0.000425088653262	3.36883430755e-05	1.09465248552e-05	9.29963304408e-06
a	0.0575916579196	0.699444146169	0.225583831523	0.0143907096992	0.00272752537499	0.000238624214421	1.52559752585e-05	4.34181788507e-06	3.94295394803e-06
t	0.0215338678065	0.55793596539	0.375108817174	0.0323881435664	0.012085061715	0.000845350071474	6.76001729862e-05	1.5813401895e-05	1.9400184516e-05
i	0.0144503577688	0.304260601797	0.611002615725	0.0529892611888	0.0158844295717	0.00127659414716	9.10624346621e-05	1.98722580217e-05	2.52038306053e-05
k	0.0137417474896	0.169593077266	0.699445481908	0.0917685770629	0.0227776321906	0.00221272607239	0.000238390668554	0.000138694086731	8.36706839684e-05
i	0.0101385743965	0.093774742422	0.757800870636	0.110646442354	0.0247453859635	0.00233192691746	0.000281401405451	0.00017807131742	0.000102546227613
a	0.00935248779883	0.059390051474	0.729798490212	0.159097994118	0.0311473572212	0.0105483615325	0.000525903331084	6.68268693167e-05	7.24735854943e-05
t	0.00625931487294	0.0229772576213	0.552137136737	0.261034168039	0.132152559074	0.0225787818442	0.00202098164369	0.000442992321439	0.000396762635165
è	0.031223945231	0.0100805733371	0.371334932246	0.38192751268	0.178850626358	0.0231738482814	0.00230843296456	0.000591087843813	0.000509034555055
r	0.0394591144437	0.00595925597903	0.350650090749	0.430174484227	0.150702625453	0.0200211934271	0.00174885993819	0.000806887951271	0.000477510328352
a	0.0146205864146	0.00247619640968	0.275999479916	0.523741614742	0.142030705151	0.037799287809	0.00192882191273	0.00087409520709	0.000529215522784
t	0.00630375310353	0.00108041463923	0.115377484972	0.592807268247	0.225007038384	0.0535647342697	0.00361602657091	0.00138326769236	0.000859989454261
i	0.00394810743318	0.00041994018241	0.0548733152373	0.382516276082	0.423361902795	0.12360970309	0.00816862052364	0.00160832683412	0.00149375251809
n	0.00316401005523	0.00019509537937	0.0195379873924	0.199205948694	0.598430657598	0.159301519363	0.0135900171745	0.00333952868137	0.00323519400603
ì	0.0130762532626	0.00062028116169	0.00790755069747	0.122556297565	0.711840319199	0.120094671454	0.0155525970582	0.00422785862712	0.00412415203534
c	0.0163777077351	0.00077249032123	0.00387123186582	0.117753880522	0.6743536064	0.137413857151	0.0289221843527	0.0139726212757	0.00656240281178
h	0.00546304711107	0.00027491820641	0.00229118175527	0.114097324174	0.5193012688	0.232125515717	0.0715511481176	0.0329929664252	0.0219026216039
a	0.00208063312216	0.00012252562747	0.000998281928423	0.0500100850913	0.3195282296	0.482808595239	0.0899709427059	0.0276353525751	0.0268454012013
p	0.00108904158405	7.864227149e-05	0.00141264175281	0.0191786423971	0.2250592032	0.587282288413	0.089885998902	0.034158708625	0.0418548844004
à	0.0167393182047	0.000544789459497	0.0016059823676	0.00862889799903	0.171025875067	0.568284786138	0.136754657634	0.0386028655417	0.0578128514668
r	0.0218256323222	0.000725215314832	0.000923559085867	0.00709564619968	0.127358899022	0.586154712046	0.150445377545	0.0530242545139	0.0524467171556
o	0.00783426112807	0.000561419283277	0.000670415868622	0.00648576379989	0.110963740674	0.483168720682	0.235558484182	0.068898082838	0.0858590890519
n	0.00316840976102	0.000470691322592	0.000291938948541	0.00234948251996	0.0471473392247	0.300958695561	0.360900344727	0.153688732279	0.131024319684
t	0.00106248388881	0.000158441251797	0.000106845487847	0.00082613142332	0.0257429521749	0.129948704854	0.376414898242	0.283506837426	0.182232663228
a	0.000503443759737	0.000150666896699	8.42557086157e-05	0.00056973750444	0.0143717606583	0.0801673592847	0.414135322747	0.238018499142	0.251998914409
s	0.000322000693246	0.000148987903166	7.77747245386e-05	0.000479561628147	0.00925169675277	0.0611239119616	0.390524184249	0.268913176381	0.269158688136
t	0.000113084180615	5.10398618787e-05	2.96188132795e-05	0.000179828291716	0.00455354340759	0.0231754700205	0.270835271416	0.44165539546	0.259406759379
i	0.000145062083072	0.000125376950516	7.76972011932e-05	0.000431732152905	0.00495854292586	0.0147109611735	0.218126910472	0.39330203182	0.36812168646
n	0.000157376486357	0.000150450671605	9.38342538977e-05	0.000513014700635	0.00506285307529	0.0116089049812	0.182944536824	0.393196117273	0.406272885487
a	0.000800489487452	0.000837309451968	0.000271617574799	0.00119479818321	0.00321329075843	0.00593169878373	0.115433592275	0.532644135758	0.339673041829
g	0.00102278514048	0.00106753937012	0.000332323550266	0.00142148145807	0.00251825241948	0.00411699642791	0.0693851407583	0.575556555253	0.344578943943
l	0.000351225057593	0.000358471727173	0.000115135852289	0.000483957292357	0.00106697188649	0.0020749613093	0.0377016292528	0.540857441751	0.416990207981
i	0.00312326965196	0.000911959893391	0.000293099194296	0.000478620006786	0.0025882831755	0.00266618143643	0.0293002910843	0.385564190584	0.57507407266
s	0.00404720644563	0.00109586700533	0.000353105268099	0.000479363262929	0.0031260206585	0.00298257664548	0.0267764056948	0.338719323528	0.622420107553
ì	0.0161092473769	0.00888080110931	0.00413527636937	0.00567166394831	0.0300392021528	0.0175645762485	0.0823593748983	0.309464937843	0.525774935851
a	0.0233193837923	0.0147004507031	0.00734586212312	0.0116627566494	0.0617771840509	0.0270194667495	0.157806254966	0.203525355948	0.49284331195
</S>	0.0164442218961	0.0121875728516	0.00660139006156	0.0122338728247	0.0651515020255	0.0210481053747	0.169619527483	0.183811807974	0.512902005975
