 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.9856573	0.012378985	0.00069383719	0.000757219075	0.000420305586355	6.4417693288e-05	2.01636130043e-05	4.8750858352e-06	6.643138147e-07	1.6282070465e-07	1.31515313948e-06	1.96005730325e-07	1.60217073772e-07	1.7274560689e-07	4.726797691e-08	1.49592877985e-07	2.9621667695e-08	1.5461881478e-08	2.80212400425e-08	1.2813742475e-08
M	0.71827975	0.277047716	0.00355596582333	0.000774989075	0.000245426453022	5.54593966213e-05	2.65715293376e-05	3.8782858352e-06	2.3218507147e-06	1.64368214798e-06	4.37060640615e-06	6.54953446992e-07	3.01809427105e-07	1.24992863557e-07	2.76618090243e-07	4.85782461318e-07	1.95601820283e-08	1.11072998113e-08	1.04857623758e-08	2.38072851417e-08
a	0.492541	0.500145038667	0.00518570684111	0.00184280935833	0.000188008566874	5.25030755304e-05	2.87101531062e-05	3.5460980119e-06	2.87447220193e-06	2.13747228824e-06	5.38900886492e-06	8.07860505754e-07	3.49012163788e-07	1.09050675337e-07	3.53082469478e-07	5.97818855339e-07	1.61972219416e-08	9.65811030243e-09	4.6360780438e-09	2.74646959146e-08
r	0.39779902	0.541079879556	0.0288801861804	0.0302430792861	0.00137272647149	0.000340178411833	0.000215571226029	2.35044485708e-05	1.2422969531e-05	6.85646400166e-06	1.70274866845e-05	3.17184545867e-06	1.88516950935e-06	1.13973666926e-06	1.23719024256e-06	1.71315328668e-06	1.09145914246e-07	6.02817547995e-08	3.58721519331e-08	1.91992900839e-07
ì	0.174132995667	0.723584493185	0.0566625493935	0.042850689262	0.0019514776905	0.000452044837944	0.00027839266301	3.03483261903e-05	1.56473616437e-05	8.47993733389e-06	2.09251182538e-05	3.96554673556e-06	2.40044138928e-06	1.48525347095e-06	1.53787637685e-06	2.08722550079e-06	1.40340557249e-07	7.74763009665e-08	4.6323680671e-08	2.47157448213e-07
a	0.0636047045557	0.872084554395	0.0439677051312	0.0191895745207	0.000859446530167	0.000170980904148	9.35885147367e-05	1.03460239668e-05	5.27085234223e-06	2.89576014796e-06	7.00030553827e-06	1.32985854319e-06	8.0496279406e-07	4.97799883317e-07	5.20861167417e-07	6.99581219297e-07	4.70945365163e-08	2.62357976955e-08	1.5510640445e-08	8.30239018543e-08
p	0.0242464366086	0.713226924798	0.181078304377	0.0233230584402	0.0438173581101	0.00750462982555	0.00585485407765	0.000333599723226	0.000167328336442	6.77441644193e-05	0.000219841241941	4.38787165631e-05	2.87706000428e-05	3.59427448062e-05	1.07396521016e-05	2.59239157202e-05	3.25420119377e-06	1.80985344724e-06	4.12615451701e-06	5.5227359718e-06
e	0.0131596772929	0.635389058266	0.248078629792	0.0258053957134	0.0585322328034	0.0100014893419	0.00777792948872	0.000441825689109	0.000221442465837	8.94796134231e-05	0.000290827627017	5.8070354992e-05	3.81000382859e-05	4.77609389311e-05	1.41560136005e-05	3.43365188591e-05	4.32347955799e-06	2.40469644481e-06	5.49645457126e-06	7.3372362624e-06
r	0.0095009891643	0.687514366089	0.222828568264	0.0392424464711	0.0294012917011	0.00575906838063	0.00476348395907	0.000339971377736	0.000177332758969	9.11267997577e-05	0.000230712088709	4.5637671135e-05	2.71547257003e-05	2.78938946394e-05	1.37410211002e-05	2.3692651572e-05	2.53152924606e-06	1.39206697734e-06	2.46362635601e-06	6.12694985927e-06
ò	0.0170954947881	0.498676468696	0.388487696088	0.0664115488237	0.0202627163337	0.00439931699354	0.00376480137902	0.000306533667645	0.000162741451543	9.17029942059e-05	0.00021073517802	4.15096351517e-05	2.35196131134e-05	2.12898210965e-05	1.36062816547e-05	2.01497909667e-05	1.93481203135e-06	1.05509368665e-06	1.4537663408e-06	5.72562498209e-06
s	0.0195030990727	0.357142989565	0.518136542029	0.0729882349412	0.0216491188779	0.00521901666451	0.00440770001901	0.000345185017615	0.000165662209068	6.28439423553e-05	0.000250218974457	5.04599011572e-05	2.18644989178e-05	2.11152739155e-05	8.03334983957e-06	1.91467374316e-05	2.12369752645e-06	8.50712023083e-07	1.38587563573e-06	4.3822006897e-06
t	0.00661779152757	0.226296850855	0.59076205401	0.0737734269804	0.0668322812926	0.0172553112215	0.014724468173	0.00140143779254	0.000661827579689	0.000246810540785	0.000935878204819	0.000175238018386	0.000102667916306	7.56694879718e-05	3.61128716132e-05	7.63707524772e-05	7.66511330882e-06	3.77341540769e-06	3.48243627858e-06	1.08498467299e-05
è	0.00756021020252	0.090180751285	0.65398239467	0.10780724566	0.0972586737642	0.0235113197405	0.015525716191	0.00159207757751	0.00074141711323	0.000291669668262	0.00100622149161	0.000185434425129	0.000118919935102	8.15697728906e-05	4.43054801044e-05	8.55633328257e-05	8.18735763627e-06	4.32291661923e-06	3.31645729619e-06	1.06906773033e-05
i	0.0257959150675	0.035965720295	0.492926411557	0.23409675522	0.141062637921	0.0549560892468	0.00979348686367	0.0019276804725	0.00091734452441	0.000570837477421	0.00113315752054	0.00028789848071	0.000157435778034	7.30105411969e-05	0.000136592750935	0.000176733512942	9.31143641209e-06	4.10129435641e-06	1.45019411873e-06	7.46098682777e-06
à	0.0269799411892	0.0137896777603	0.212337501852	0.539411675073	0.129816007974	0.0626752297489	0.00817213212122	0.0022709711075	0.00110056734147	0.00068341604914	0.00154784240685	0.000489233760237	0.000187663552678	8.59364427323e-05	0.000172901945645	0.000249966914314	1.48430394707e-05	4.60002558547e-06	1.21379648958e-06	8.66745647592e-06
r	0.00938936390273	0.0046821979321	0.149807278617	0.528347821691	0.208078541325	0.061034766583	0.0286608182071	0.0032586591525	0.00141944144716	0.000461127039713	0.00272391120228	0.000941634753412	0.000229087690893	0.000309091946577	9.3341082215e-05	0.000334482774771	6.50217898236e-05	1.43484976618e-05	6.10013697965e-05	8.80452933586e-05
t	0.00314399020391	0.00165158520837	0.152380009539	0.204363298064	0.436193150442	0.107273478861	0.0736634127357	0.00746261088417	0.00335932448239	0.0011642763799	0.00546975090076	0.00144832315114	0.000618749930298	0.000612102262192	0.000199011269072	0.000583933034924	0.000118201379941	4.37442375539e-05	9.99619132655e-05	0.00015109808912
e	0.0160569499646	0.00071999730379	0.0768301639463	0.109139306855	0.506846493481	0.191371426287	0.0750046665786	0.00952194996139	0.00397710732746	0.00167133202663	0.00532041480025	0.00121184538371	0.000719371536766	0.000510688137397	0.000270687656357	0.000548381534975	8.78768483137e-05	4.36563781846e-05	5.34015668218e-05	9.425921504e-05
n	0.0203507166093	0.000394436694663	0.0315683677488	0.0807726366183	0.505672987827	0.244054338762	0.0901522678595	0.0108886286538	0.00450327827582	0.00192773230888	0.00585755960008	0.00128041786124	0.000742237472255	0.000621565095799	0.000279346102119	0.000584062224992	9.22003311046e-05	4.56504650615e-05	7.04455013406e-05	0.00014105556568
a	0.00820445139087	0.000139414680621	0.0147667450796	0.0436033358728	0.457311015942	0.336979642921	0.10353237262	0.0149046182179	0.00594243622527	0.00241496726963	0.00749529186669	0.00161797345375	0.000923512634085	0.0007391598886	0.000325901557373	0.000707491321664	0.000104971342368	5.01192850205e-05	7.70838226135e-05	0.000159438182227
s	0.00415608288839	5.36572051403e-05	0.00510966195653	0.0267350691243	0.393801551981	0.397846080974	0.116549400873	0.021254215406	0.00945334854176	0.00441922618988	0.0121004379556	0.00264906388458	0.00172329132136	0.00127081685287	0.000716160099124	0.00129523497389	0.000242854029456	0.000148305385007	0.000157661246371	0.000317874054409
t	0.00138605069216	1.83522995834e-05	0.00185020290884	0.0122005843748	0.36692731066	0.358393210325	0.157919976958	0.0312494744687	0.0171400271806	0.00966942506329	0.0236920739852	0.00540803886153	0.00389629920712	0.00275722965096	0.00198084226637	0.0029961193913	0.000772979693152	0.000544242638336	0.00042485824879	0.00077269295147
è	0.000594571435317	8.22754433113e-06	0.00063738216228	0.0068957390916	0.28892579022	0.458855963442	0.142681367653	0.0327438961562	0.0170210145602	0.00968547035443	0.0229910399951	0.00529922488718	0.00382003335571	0.00252945107699	0.00199804712212	0.0029023367471	0.000785570097717	0.000560406705445	0.000387308532597	0.00067714115549
i	0.000620424235106	7.26565231038e-06	0.000230891247427	0.0058793249972	0.174111638407	0.592554831147	0.117973401218	0.0464499287187	0.0179410453534	0.00768431345148	0.0218581253317	0.00530173556239	0.0030589895719	0.00176886078566	0.00124111447404	0.00226764599903	0.000397623105906	0.000228893136482	0.000140938765199	0.000283000700163
k	0.000497962339369	8.51440410346e-06	0.000223741446476	0.00401681891573	0.175532827802	0.495484660382	0.184225180406	0.0583516762396	0.0218148377845	0.00859989958383	0.0261273231106	0.00734651818746	0.00479480112397	0.00409084272855	0.00169937979135	0.00372752779968	0.000837684708635	0.000523153020827	0.000925321159733	0.00117128517672
a	0.000649558684123	9.66549170115e-06	0.000221611397492	0.00187144455524	0.174339364934	0.483183060127	0.209889880135	0.0563270220799	0.0195308042615	0.00829726229461	0.0214985363702	0.00613151072915	0.00449277017466	0.00437617804285	0.00157131176378	0.00344694773323	0.000927316389545	0.000606863204276	0.00118580341758	0.00144301974891
m	0.000699899728541	8.10886573372e-06	0.000172885251164	0.00107452067841	0.128776767311	0.488253526709	0.255305696712	0.0541440066933	0.0195244787538	0.0091826850982	0.0212954194567	0.00553326010972	0.00392964992489	0.00380845001428	0.00150401162126	0.00297234894441	0.000798378049848	0.000523433932092	0.00103002650353	0.00146241653964
