 	forse	stanno	ancora	svegli	</S>
f	0.9969898	0.0029016858	8.8156075e-05	1.9656537e-05	7.1625095e-07
ò	0.722681983333	0.276725889667	0.000499654671667	3.62677053333e-05	5.61980838167e-05
r	0.335084044444	0.614669476556	0.0142410286239	0.00269979352178	0.0333056436113
s	0.339434928148	0.589452438852	0.0226471685413	0.00404678374059	0.0444186403038
i	0.307197576383	0.664081739617	0.0119636390038	0.00185951840686	0.0148974824749
s	0.118327449128	0.866901573206	0.00840901465793	0.00135094382895	0.00501100285863
t	0.0774277380427	0.870104171069	0.043083114386	0.00725929904298	0.00212566241288
è	0.0512336996809	0.866286110356	0.067627866462	0.0132702970143	0.00158203943763
o	0.0255485385603	0.818416623452	0.131125680487	0.0222097880048	0.00269940831254
n	0.0157184369201	0.537298201151	0.393335540162	0.0474460246683	0.00620181267085
e	0.00792597554003	0.226045293384	0.641701360054	0.112572711556	0.0117546512236
a	0.01883051268	0.101930830795	0.613476743351	0.218907953852	0.0468539600745
n	0.0201129683467	0.0581778107983	0.627259137784	0.229981894617	0.0644682080248
k	0.0068121147699	0.0197842039861	0.515901242595	0.175454798206	0.282047660675
ò	0.00228151723063	0.00665192600003	0.307925744198	0.230092216069	0.453048596892
r	0.00111480328321	0.00243891327134	0.395667448066	0.333297645356	0.267481186297
a	0.0012364130944	0.00104340891045	0.322214785355	0.553665055119	0.121840316099
a	0.00444392693147	0.000590222023483	0.111806261918	0.61326457504	0.2698949987
t	0.00507381137716	0.000399736569161	0.0680676947727	0.510502938347	0.415955839567
s	0.00178528443905	0.00014097421792	0.0574208362576	0.393847729449	0.546805203189
ù	0.011142748393	0.00024460201284	0.0275066622192	0.288722089816	0.67238391773
n	0.0142674456643	0.000334874517613	0.0184926655397	0.408745663272	0.558159349243
n	0.00484638012477	0.000169813228204	0.0192067945132	0.429104891091	0.546672106414
i	0.00556810707826	0.000262264551735	0.0131390282377	0.244732450364	0.736298148805
t	0.00683195989275	0.000327514337245	0.0330436461459	0.128563506788	0.831233382935
i	0.102530272498	0.00405934078575	0.0407430246153	0.0906268569293	0.762040527645
</S>	0.200001236249	0.00790067839287	0.0235934411577	0.0555743204647	0.712930363822
