 	voglio	che	Maria	che	venga	domani	</S>
i	0.86561655	0.1292865845	0.0050009844	7.7120817e-05	4.49689025e-06	9.9632946e-06	4.235784575e-06
t	0.71047195	0.284806988167	0.00439933116667	0.000277114203667	3.24979831167e-05	5.03881153333e-06	7.013439475e-06
è	0.442029423333	0.539132819389	0.0182936083222	0.000453299897889	4.67917590389e-05	3.43831557778e-05	9.62322549167e-06
l	0.279597664444	0.692844306463	0.0256256947741	0.00109458687596	9.13698043463e-05	0.000694401741926	5.19037051639e-05
o	0.196517041815	0.758656845488	0.041638341258	0.00201799735865	0.000202740981449	0.000890112751975	7.68639307213e-05
k	0.070588305705	0.730485131829	0.092914877086	0.0904029474529	0.0125945814938	0.000779995255325	0.00223415217591
a	0.0275808506683	0.540252017276	0.213865715695	0.183168465818	0.0307406528313	0.000985731898442	0.00340655595864
i	0.0124157530561	0.300703529425	0.475760168565	0.169683801939	0.0380480542771	0.000765615112814	0.00262302418621
M	0.00555423075203	0.117525336142	0.502846412855	0.306072487313	0.0569364264257	0.000912158770938	0.0101529267621
a	0.00388602415068	0.0611189873807	0.356621910952	0.497195315771	0.0568382884752	0.0106092702903	0.0137301985874
r	0.00272843909023	0.0277231203269	0.284229530317	0.581745325257	0.0612619974917	0.0155017184301	0.0268098215291
ì	0.00446412140341	0.0115429370756	0.146037772106	0.626958675086	0.134439302497	0.0314484864767	0.0451086531764
a	0.0414568088011	0.00763574655853	0.050513565202	0.463851585029	0.287385730832	0.0582386888256	0.0909178190588
n	0.0502854231327	0.00423969989818	0.017564989844	0.315564131676	0.406340876944	0.0535937462752	0.15241107302
a	0.0248792725766	0.00152962155139	0.00617083088133	0.221405523559	0.386400435648	0.174308195425	0.18530609434
r	0.0164133800652	0.00064311271713	0.00215055677378	0.0835854775197	0.297434418549	0.220431022475	0.379342008113
t	0.0054815117944	0.00023602828221	0.00076392898426	0.0350445669066	0.192976396183	0.163278901492	0.602218636038
i	0.0231124724978	0.00026272942057	0.000278958007753	0.0121166765455	0.104793192061	0.362649217164	0.496786778679
à	0.0296373860326	0.000294126836857	0.000115885777584	0.004131682109	0.0464203893203	0.686993672388	0.232406904693
v	0.0105294765567	0.000132485865619	8.0445477528e-05	0.0013925063735	0.0158664148568	0.888466690796	0.083531988031
v	0.0041558090647	0.00191246768854	0.000945459812509	0.000818381711167	0.00794003290227	0.898004850265	0.0862229940103
r	0.0024750604549	0.00259157029618	0.00137039637084	0.00130911183706	0.00707877130076	0.645507906755	0.339667198003
i	0.246932976718	0.0323084438321	0.00400971845695	0.00426603954569	0.0191642859336	0.301924167918	0.391394359334
</S>	0.491962013359	0.0631753219161	0.00707564622848	0.00683796227284	0.0318402829668	0.172248927459	0.226859804667
