 	non	mi	aspetti	che	non	vengo	</S>
m	0.48857042175	0.0500136865	0.421036304515	0.0398799386975	0.00044375906295	3.0868311025e-05	2.510289217e-05
ì	0.494399155083	0.0437406305	0.421403168438	0.0399433483658	0.000456226304317	3.14474420083e-05	2.60855206567e-05
m	0.499359667361	0.231721345167	0.229093169746	0.0372127849219	0.00187851921811	6.91156023361e-05	0.000665465724819
e	0.416350251454	0.353050288389	0.185174004915	0.0391120683073	0.00522954460604	0.000168380027445	0.00091553469494
m	0.385500220321	0.18242194113	0.363239516638	0.0626172694358	0.00569967790201	0.000156004730148	0.000365379338313
ì	0.13349203461	0.08349087471	0.446116252213	0.127430669812	0.207607147334	0.00141566899105	0.000447341546104
n	0.0497276486033	0.32525674757	0.227487168738	0.120680849937	0.274279190745	0.00186720493702	0.000701194362035
e	0.0169784359011	0.387792998773	0.174316807579	0.269657736646	0.148278345215	0.00182128678567	0.00115437525401
k	0.0057752181537	0.135576394841	0.21967243586	0.517226012215	0.117296266405	0.00238231266189	0.00207130325134
a	0.00309523260457	0.0514388710713	0.172005240187	0.437261980738	0.330453970135	0.0031600457873	0.00258461535045
e	0.00221264902486	0.0171771794188	0.0609167011957	0.427740436913	0.480280820045	0.00664196976243	0.00503021678348
n	0.000770962516487	0.00588306378693	0.0315766619652	0.581615912304	0.335255476682	0.0206514042541	0.0242464935945
è	0.11941468319	0.00224327267231	0.0192802234151	0.401693545601	0.390263468894	0.0311110980847	0.0359937055315
r	0.1589610937	0.000934675647437	0.0100340362317	0.423686340034	0.334529746965	0.0238165593616	0.0480375185105
k	0.0529964747481	0.000633803815812	0.0071743694339	0.447017706678	0.170273909655	0.145913193121	0.175990509504
u	0.024793949127	0.000974380415271	0.0030266314013	0.168233103459	0.196865366552	0.30834098104	0.297765583168
m	0.0158530034423	0.00153921097176	0.0072261063671	0.0853916843863	0.173610128851	0.265119075347	0.451260794389
e	0.312295634881	0.00172934179059	0.0082673995857	0.0567377725751	0.0798688579503	0.133053331449	0.408047691463
</S>	0.61596203744	0.00159761574529	0.00418851998785	0.0283835149571	0.0492602014752	0.0783522777245	0.222255885732
