 	tutto	il	cibo	vuole	girato	</S>
ò	0.9818696	0.016674862	0.00118449718	0.000133207255	0.0001302165838	7.63695465e-06
l	0.9334137	0.0599753583333	0.00391737588	0.00145633343167	0.000378941407133	0.000858282294883
o	0.737852973333	0.247885696111	0.0106661587933	0.00196845171056	0.000473871991378	0.00115279779496
o	0.398140881111	0.542400782037	0.0576374309311	0.00105507683685	0.000341566586126	0.000424244434987
m	0.14614295337	0.730665614012	0.121511796977	0.00115800527895	0.000306009880042	0.000215616918329
a	0.0572031791567	0.717891611337	0.219708792326	0.00485542272632	0.000191295134681	0.000149697674443
r	0.0204420171856	0.687670890446	0.281859224109	0.00895897574211	0.000257686618227	0.000811252526481
ì	0.00787621446187	0.502748303482	0.413740234703	0.0731854872474	0.000707518422742	0.00174228570883
o	0.00417752172062	0.210649560161	0.643731824901	0.129143745749	0.00908069754091	0.00321667596961
t	0.00246453184354	0.0936664717203	0.754250404967	0.125501871916	0.0167849065136	0.00733180948987
è	0.000931506084513	0.0401633604101	0.588978594989	0.343532507305	0.0159303388379	0.0104636584966
l	0.000414235468171	0.0182736259734	0.39081386833	0.513068402435	0.0445729426126	0.0328569111655
i	0.00141272612939	0.0110370243511	0.265137738777	0.559959747478	0.106916559538	0.0555361837218
v	0.00186429947646	0.00445549041037	0.114075210926	0.641827262493	0.147693109846	0.0900845845739
o	0.00514470192549	0.00221157641679	0.0564259378753	0.662170944164	0.160476233282	0.113570574858
t	0.0061100288025	0.00079959135793	0.0215317835918	0.662274538055	0.142472917761	0.166811121619
i	0.00245089569483	0.00029246318031	0.00955415869727	0.533872232685	0.168265339254	0.285564893873
m	0.00127610776161	0.000152354292103	0.00439332359909	0.324098950895	0.285733126418	0.384346127958
m	0.000484834512537	8.9305026101e-05	0.0026122856497	0.142915531298	0.368180488806	0.485717545986
è	0.0330594458328	0.00609670556077	0.00638877973323	0.0535953119327	0.481219129602	0.419640615329
n	0.0439330376853	0.00810673402059	0.00759068045441	0.0296813851442	0.695736743201	0.214951418443
o	0.0161502624028	0.00303106639386	0.00396825702814	0.0226464917147	0.593154817734	0.361049099481
</S>	0.0103056373514	0.00199602602693	0.00402633101407	0.0203065298574	0.375185063867	0.58818039974
