 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a	0.508989735	0.157369726	0.333587667565	3.6911573e-05	1.326318e-05	1.9139359e-06	4.4174397e-07	1.29774335e-07	6.5697122e-08	3.11014245e-08	2.3256587e-08	1.178342485e-08	1.0429274e-08	1.08100877e-08	4.50022535e-09	4.27592725e-09	2.6377428e-09	1.66419772e-09	1.03519966e-09	5.9499399e-10	8.80584528e-09
l	0.349984965	0.307062872	0.337013569188	0.00532415925133	0.000374353102667	0.0001428335755	5.951208596e-05	1.11102083683e-05	1.42933451487e-05	3.57248795383e-06	3.60728458033e-06	1.01146648762e-06	1.62191146967e-06	7.78104921233e-07	6.38016519783e-07	4.6503316825e-07	3.64846171033e-07	9.77637193067e-08	3.58731279533e-08	2.384965593e-08	1.23437638427e-07
l	0.507275941667	0.361634137333	0.122160645063	0.00776796535044	0.000769712600889	0.0002351270885	9.81649986533e-05	1.88641942894e-05	2.10138253829e-05	5.34622685128e-06	5.54427466011e-06	1.48156390921e-06	2.47325252322e-06	1.08849309374e-06	9.00269533261e-07	6.78795056083e-07	5.28790063678e-07	1.51572903102e-07	5.51032856511e-08	3.755719531e-08	1.66578878142e-07
ò	0.389595146822	0.555370469111	0.050519896021	0.00366199381681	0.000632665900296	0.000139204854833	5.24281697178e-05	1.08315904631e-05	9.1756911943e-06	2.40725387376e-06	2.59952577004e-06	6.40051938737e-07	1.14193676787e-06	4.23992019513e-07	3.5376335622e-07	2.88949447161e-07	2.21200987759e-07	7.3406514684e-08	2.65820351787e-08	1.87883317933e-08	6.6294990034e-08
r	0.256384121874	0.684800739704	0.0396886563403	0.0180580043723	0.000859425900099	0.000160660653611	3.17177217393e-05	5.90680845437e-06	5.84634146477e-06	1.45038731459e-06	1.58876340668e-06	3.98531368579e-07	6.63055939423e-07	2.92149881438e-07	2.33619893873e-07	1.47086610854e-07	1.0266416912e-07	3.05363175447e-08	1.30966916879e-08	1.10792792878e-08	8.65319453313e-08
a	0.211827089825	0.716194646568	0.0462223374468	0.0241979342241	0.00126814813337	0.00024014670787	3.30270475798e-05	7.22923658479e-06	5.21678392159e-06	1.28381480486e-06	1.33088874223e-06	3.36834146193e-07	5.31511563141e-07	2.51887549813e-07	1.97981536958e-07	1.02444011618e-07	6.59195863733e-08	1.73434808482e-08	8.76142716263e-09	8.65900552927e-09	9.51695031104e-08
e	0.077969153475	0.814378932189	0.0966734258156	0.00988213468803	0.000895552921123	0.000169877614623	2.04413017933e-05	6.11660419493e-06	2.46760718386e-06	6.3734346962e-07	5.50554926077e-07	1.44605661064e-07	2.1951418638e-07	9.2261944271e-08	7.42028796527e-08	4.13975633727e-08	2.93610651244e-08	8.57906251607e-09	3.28221468754e-09	3.15537918976e-09	3.50468478701e-08
v	0.0356117144917	0.61102655073	0.144732498605	0.187023277409	0.0115378796504	0.00553041984021	0.0029862494012	0.000439300936398	0.000480002435838	0.000139684431958	0.000213844754281	4.7369651076e-05	9.82072016008e-05	3.57441557264e-05	2.96691252449e-05	2.59871213393e-05	1.8160708908e-05	7.12311936707e-06	4.00088598026e-06	3.11890522998e-06	9.16079434146e-06
ò	0.0146466075139	0.369059123577	0.308434682868	0.273232559136	0.0206374785501	0.0079090025134	0.0040055920304	0.000589554239466	0.000641735547279	0.000186517012219	0.000285619291627	6.32065584753e-05	0.0001310610288	4.76448401255e-05	3.95540683903e-05	3.46434496111e-05	2.4210692536e-05	9.49647200689e-06	5.33407345749e-06	4.15915901509e-06	1.22177708362e-05
à	0.00548115848797	0.216140862859	0.634380750956	0.123858687712	0.0146358271834	0.00340464317113	0.00138253478013	0.000209133733489	0.000219449754093	6.39963106397e-05	9.70764600423e-05	2.15841095751e-05	4.44384124333e-05	1.61392503585e-05	1.33910149188e-05	1.1663913615e-05	8.149454852e-06	3.18946476683e-06	1.7851307249e-06	1.3929594958e-06	4.19547954773e-06
