 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.98002163	0.0150823115	0.0042429738175	0.0006158605245	2.905151615e-05	3.73528968e-06	3.827421707e-06	4.0687574335e-07	1.771571703e-07	1.115283006e-07
t	0.91618073	0.0681729305	0.0119065221508	0.00318826005783	0.000402602631817	8.96152383467e-05	4.44304611403e-05	8.79722572335e-06	2.62436719697e-06	3.57105684727e-06
s	0.877685456667	0.102733398833	0.0147941248169	0.00406365559261	0.000527367951572	0.000118320100416	5.79723540434e-05	1.15950866761e-05	3.44012985852e-06	4.72441121956e-06
e	0.774538898889	0.210533054944	0.012455392039	0.00219946417087	0.000203479188157	4.18419224387e-05	2.10221436778e-05	3.97936307037e-06	1.17272417237e-06	1.68238745365e-06
r	0.43752190863	0.462070168315	0.078878886013	0.017997877457	0.00245628235939	0.000812264942146	0.000236828073226	1.89069627668e-05	1.76529431746e-06	5.08570959455e-06
e	0.161776642877	0.698799549438	0.111368316671	0.0234156908857	0.00322116799313	0.00107790974305	0.000308780614575	2.38447697156e-05	1.94036487582e-06	6.12473769685e-06
k	0.0608410847923	0.702164719813	0.193149380224	0.0390089686952	0.00349557183771	0.00100757391002	0.000290585071692	2.85354220319e-05	4.60063589527e-06	8.98209839762e-06
a	0.0259594944308	0.676563753271	0.247179360075	0.0451108568984	0.00371826120257	0.00113112320334	0.000291290258231	3.04456585773e-05	5.49892384176e-06	9.97921731587e-06
k	0.0142121956769	0.583471034424	0.323902233358	0.0721000296328	0.00474310839086	0.00116780566778	0.000336936287077	4.27475040924e-05	8.84869849059e-06	1.51288089553e-05
à	0.010364773759	0.329936034808	0.543476191119	0.105322646544	0.00691330596362	0.00347400255593	0.000429778862359	5.48586430308e-05	1.03350033302e-05	1.80683626518e-05
n	0.00892336595633	0.240768798269	0.635141513706	0.105656302181	0.00547109372121	0.00366432137531	0.00030888127412	3.72802913436e-05	1.02146412767e-05	1.81644398839e-05
n	0.00304467285644	0.153022594756	0.687390921235	0.14705279406	0.00673540330707	0.00221762864844	0.000401189344707	5.92451691145e-05	2.62346084256e-05	4.92869149613e-05
