 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.816697735	0.1819760545	0.00107622315	0.0002327945	1.372995e-05	3.0068138e-06	2.8451117e-07	9.7316735e-08	1.18171275e-07
g	0.730652588333	0.2360693415	0.02537239375	0.00628118402	0.00153779969667	7.7211261e-05	5.90110483667e-06	7.48465545e-07	2.87296157833e-06
e	0.539031202778	0.414114737167	0.0364504345833	0.00824665346333	0.00204324614356	0.000101321646807	7.76261780689e-06	9.26916108867e-07	3.72864240074e-06
n	0.406315130926	0.559146225722	0.0273953701944	0.00576203227778	0.00128585802585	8.4765395409e-05	6.5105446303e-06	6.41407596822e-07	3.46946954155e-06
i	0.313559367975	0.646649788574	0.0334975153981	0.00516053247259	0.00104298905528	7.97724161363e-05	6.10776500577e-06	5.49323815441e-07	3.38658409985e-06
t	0.118332704325	0.801007662858	0.0602505897994	0.0171202098709	0.00296088159843	0.000286928203045	2.73920489643e-05	2.52378765498e-06	1.11039757526e-05
ò	0.0516797712417	0.679649514286	0.2356084646	0.0286641756236	0.00397176856614	0.000373823422015	3.53011041214e-05	3.32933094499e-06	1.38363432375e-05
r	0.0257542978806	0.651386511429	0.279219803533	0.0319112508745	0.0106355520554	0.000946399528338	9.96209538405e-05	1.05828757083e-05	3.59605960658e-05
u	0.0166148584602	0.524799325143	0.375223383178	0.0632665769582	0.0182997720185	0.00160013000945	0.00013586547928	1.41686340361e-05	4.59171840219e-05
e	0.0112024409867	0.226804145048	0.575869204393	0.159893445653	0.0238327373395	0.00226607013648	9.83201494267e-05	9.00511181203e-06	2.46406650073e-05
n	0.00880191038557	0.103665397016	0.412107106464	0.354499178551	0.0962246757798	0.0196283408455	0.00426751773148	0.000314100854604	0.000491758916669
è	0.00421094895186	0.0399507491053	0.242485737155	0.518037166184	0.16016391526	0.0281811212818	0.00585089069716	0.000440469444868	0.000678978592223
n	0.00259494984029	0.0238686331351	0.164751463052	0.542249092061	0.229017461753	0.0321139257606	0.00297251535239	0.000606797091623	0.00182514998407
u	0.00124763076976	0.0173088164117	0.0738915230173	0.450847047354	0.385864843918	0.0644498829202	0.00317091111746	0.000750532247208	0.00246882909469
s	0.00079111771692	0.0062567448939	0.0364464089058	0.349330705785	0.505028481306	0.0908582843067	0.00779001237249	0.000872604432403	0.00262567403156
a	0.000569587515973	0.0021774968513	0.0144872521353	0.226803972595	0.551995627102	0.185417498102	0.0137697047908	0.0012599801108	0.00351890974385
l	0.000503660698658	0.000858327973767	0.0058919752451	0.0997354371983	0.543760275701	0.294972892701	0.0410808959303	0.00427653093693	0.00892001474795
l	0.000178662332219	0.000380377081922	0.0027887421817	0.0494519313994	0.385797478567	0.392591564234	0.114578443977	0.0233644203123	0.0308683742493
i	0.00996461823341	0.00118918112464	0.00348250846057	0.0204983723331	0.223893046189	0.525977688078	0.146033632659	0.0297564224374	0.0392045344164
m	0.0132321464341	0.00146942064388	0.00342331142019	0.0112055159777	0.220273115396	0.543309362693	0.154596088886	0.0197622201458	0.0327288094721
o	0.015690077501	0.00102526115029	0.00168406114006	0.00759529571257	0.166996042799	0.553028187564	0.197420856295	0.0201905040486	0.036369693824
n	0.0165123627417	0.00086663529343	0.000953901524687	0.00311062632419	0.0894910285997	0.564186429188	0.202300815432	0.0294250903495	0.0931531069413
ì	0.0063322923219	0.000333974141143	0.000395314026229	0.00158827647473	0.0596919604332	0.487029263063	0.262146308477	0.0497079771165	0.132774654314
s	0.00293103924093	0.000157392570048	0.000194461678076	0.000799897721577	0.0296540880444	0.501983954354	0.260770016159	0.0678743607055	0.135634846771
o	0.00140998358061	0.000130290593016	0.000123751988692	0.000608415520526	0.0185175386815	0.390923533118	0.26908185872	0.128058633569	0.19114603559
m	0.00097415669687	0.000135071478339	0.000116553026231	0.000559620550175	0.00755625939383	0.158366903373	0.341490259573	0.181335717856	0.30946546853
e	0.00217919886896	0.00013947796678	0.000111834498744	0.000374962883392	0.00349229548794	0.062128636791	0.242158213191	0.308096925952	0.38131843951
m	0.00262136702299	0.000139138315593	0.000116955586248	0.000324452194464	0.00207630348598	0.027645188597	0.16186113773	0.344344008651	0.460871439837
a	0.00282077907433	0.000258714978531	0.000236618622083	0.000696226391488	0.00182177449533	0.0170047967323	0.129785138577	0.379930616217	0.467445373279
i	0.00623391869144	0.00122784281284	0.000532064254028	0.00121259176383	0.00122660584844	0.0104352034441	0.0660288731923	0.499692192072	0.413410731093
</S>	0.00830562084572	0.00203134070642	0.000690086347014	0.00134260613191	0.00108825464922	0.00881320472205	0.0434656380961	0.492884706036	0.441378535546
