 	sono	stato	sempre	poveretti	</S>
ì	0.993046575	0.00664391505	0.000276093365	2.60146575e-05	7.36875495e-06
m	0.851462735	0.138469456917	0.00714404158833	0.0007291285465	0.00219463658482
e	0.734413155	0.245174798972	0.0163049945294	0.0010230554855	0.00308401337827
s	0.547027983	0.435851379657	0.0153171455098	0.000507212775167	0.00129624619942
t	0.282801625667	0.705464283219	0.0107931918366	0.000352846601722	0.000588008349807
a	0.157895322889	0.816192884406	0.0251552772789	0.000377671087241	0.000378816143269
m	0.0581390511297	0.897240928135	0.0431604264263	0.000668581682414	0.000790952747756
m	0.0224109903099	0.748276629378	0.188069712809	0.0080931984608	0.0331494303159
è	0.0358047342033	0.513853529793	0.37975156427	0.0118814384869	0.0587087284386
n	0.0389643926011	0.592314123264	0.325651426423	0.00702361772897	0.0360464322795
a	0.015183645167	0.492371824755	0.458652043808	0.0103366234763	0.0234558665598
p	0.00918450805567	0.183663778585	0.733589914603	0.0270379041588	0.0465238785199
à	0.0540068759186	0.0773920734283	0.740818381534	0.0428839377196	0.0848987095066
n	0.0666774029595	0.0270910268761	0.762949043845	0.0520719409065	0.0912105765022
t	0.0222528753288	0.0094477297867	0.711733241282	0.109108116969	0.147458025501
a	0.0109670652986	0.00326775155023	0.432230908427	0.25411229899	0.2994219585
t	0.00720437900653	0.00120523847008	0.194385527476	0.44694914633	0.350255686167
e	0.0117263714092	0.00046153634336	0.087853902992	0.65268865211	0.247269498722
c	0.0133101217297	0.000209860394453	0.031901511164	0.704556274037	0.250022209574
h	0.00452298639817	8.55909973343e-05	0.0131112631213	0.543999691346	0.438280483191
ù	0.00562355602766	5.40002169614e-05	0.0049109021871	0.449077003782	0.540334561064
d	0.00600086926089	5.26108586538e-05	0.00865581014237	0.568759007927	0.416531723688
d	0.00202924844696	3.39766615513e-05	0.0102229649141	0.645017602642	0.342696237896
h	0.00074480196732	3.55078835171e-05	0.00476712817137	0.533802450881	0.460650139299
i	0.0256714336991	0.00169516359651	0.00286176412379	0.34877617696	0.620995466433
</S>	0.0508952818496	0.00334704679826	0.00220774966189	0.24287225348	0.700677663216
