 	dove	aveva	per	stare	non	aveva	</S>
p	0.972060265	0.0268959245	0.00090769879	0.0001222837698	3.957899e-06	7.337977678e-06	2.5530954e-06
u	0.724228108333	0.2722892095	0.00340703289	5.71204098e-05	8.17112433333e-06	8.208004678e-06	2.12075893333e-06
ì	0.321951332578	0.637569779833	0.04003811163	0.0001418487366	6.45209304444e-05	9.58871675593e-05	0.000138524699578
c	0.132522013993	0.644391869944	0.14576118721	0.0299953240855	0.0101038151735	0.0165155352659	0.0207102535665
h	0.101181937998	0.470277689981	0.30633988907	0.0579272413618	0.0141172930578	0.0221801046686	0.0279758074555
e	0.0673932377393	0.32323540666	0.546152446357	0.0384193548539	0.0071070693526	0.00773239204953	0.00996007794517
n	0.0226286624131	0.24370854222	0.664026898786	0.0549113526846	0.0077585912842	0.00277266993651	0.00419331007506
a	0.00808747193103	0.186438804073	0.731874382929	0.0607833087282	0.0091292942614	0.00121840514217	0.00246837347169
s	0.00316218036601	0.0848034360243	0.794223840976	0.102749810743	0.0109227005871	0.000917933304057	0.0032201458039
t	0.00112990695767	0.0349331667748	0.647669543659	0.256019433581	0.0286019226957	0.00927626786802	0.0223698190346
a	0.00260554766589	0.0162997363583	0.54134761122	0.248079449527	0.111785395232	0.0201124826227	0.0597698130115
s	0.00303648911563	0.0094247650861	0.51599208374	0.259780534842	0.132315986077	0.0172711569742	0.0621789876705
ì	0.00380557939888	0.00390031359537	0.331525536247	0.262664938281	0.276614193026	0.0421834184247	0.0793060058902
e	0.00504906519963	0.00468004079846	0.177917867082	0.192962739427	0.384410561009	0.0710394028082	0.16394030863
n	0.00267323187881	0.00440835240282	0.133579971361	0.416972356476	0.22315306367	0.0583978992694	0.160815131877
ì	0.00414922837187	0.00163855236094	0.056846492637	0.411191359492	0.165597564557	0.168678381423	0.191898429626
c	0.00464052245521	0.00068136669598	0.0247322740623	0.303329650497	0.171831228186	0.265108403808	0.229676556542
h	0.00154722344585	0.000243923609327	0.0140432317474	0.281097674499	0.124648412729	0.270037987936	0.308381565514
e	0.000925169511473	0.00101786546144	0.0049708672758	0.111919742433	0.0641782224097	0.226081525979	0.590906621838
</S>	0.00107652085574	0.00190768678072	0.0028314230879	0.0568430611165	0.0370071784548	0.15214885799	0.748185275919
