 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.501273212	0.4982932335	0.000328500655	9.674632565e-05	6.874716125e-06	1.3475833695e-06	1.0575604875e-07	2.59635755e-08
p	0.411499365333	0.525959327833	0.0568675066517	0.00440951454898	0.00120169657712	5.54358475695e-05	3.62221998875e-06	3.6078794855e-06
e	0.418756608444	0.493354659278	0.0803247242172	0.00587475119633	0.00160619062571	7.35274843098e-05	4.79266872845e-06	4.79758723817e-06
t	0.411456656148	0.533024033093	0.0479819490724	0.00582941474544	0.0016275228419	7.12476098899e-05	3.43007894168e-06	5.76458265572e-06
à	0.368417520149	0.369652581031	0.251219082024	0.00810385604848	0.00251650091397	8.08640719633e-05	3.33666641389e-06	6.26091233524e-06
c	0.140703251483	0.54612049701	0.305571140675	0.00542331968283	0.00202572590466	9.82229826544e-05	3.72120237713e-05	2.06681142284e-05
i	0.0645547587843	0.53461096367	0.381588636892	0.0176860500943	0.00136288533489	0.000121124867551	4.87194822571e-05	2.68846466428e-05
a	0.0219886083514	0.223896609557	0.717196488964	0.0358125976981	0.00098481426163	9.1027112517e-05	1.7895728219e-05	1.19401794476e-05
k	0.00876928335047	0.080161552019	0.747286462988	0.122590814566	0.0372687305705	0.00318408445751	0.000428639609206	0.000310426779816
è	0.00410192640349	0.0285922666063	0.741544320996	0.150012650522	0.0704899385235	0.00428242622584	0.000566705391902	0.000409759969272
c	0.00141482712283	0.0179331413021	0.781562606999	0.105957969174	0.0780851628412	0.00644228381528	0.00481693071947	0.00378706434576
c	0.00167139750928	0.012970799774	0.504735717333	0.262542043058	0.18642405428	0.0190362456051	0.00717146673982	0.00544828114859
i	0.00186069780309	0.00444026045133	0.217507687444	0.544633377686	0.205676059427	0.0200982679684	0.00336984439327	0.00241378547286
a	0.0031208735677	0.00182652108044	0.128492139148	0.747841729229	0.103894146809	0.0123760504228	0.00127739525442	0.00117111902762
a	0.00715791352257	0.00162580313681	0.0614748883827	0.73017561641	0.16027961127	0.0350465371409	0.00140297696147	0.00283664282254
n	0.00613411185252	0.00126580011809	0.0254034737276	0.503482858803	0.38488332709	0.0680464557136	0.00498522772049	0.00579867927418
d	0.002051000823	0.000422444985283	0.0089942974092	0.307664839601	0.527532542363	0.110988551905	0.0206674295735	0.0216788520914
ì	0.00244804346816	0.000351585315194	0.0032716070164	0.1797634912	0.665231137454	0.102094634302	0.0224373411745	0.0244021628638
n	0.00258287796039	0.000329946341965	0.00148448538547	0.173195035067	0.737625152485	0.061554518434	0.0111277657082	0.0121002194546
n	0.00086487682413	0.000112298074478	0.00078470610949	0.178747433689	0.718597720828	0.0759367448113	0.0115245849027	0.0134316608182
u	0.00214682874104	0.000158028378416	0.00045348125083	0.088668815563	0.645826740276	0.22441244027	0.0126039046342	0.0257298059394
n	0.00257709510301	0.000173471151239	0.000344889270277	0.0434796910877	0.584377083425	0.315156143423	0.0206979495447	0.0331937343131
e	0.00257961812367	0.000123407365513	0.000148934408092	0.0183745762626	0.451859959808	0.451572701141	0.0310841248482	0.044256733771
i	0.00448831284122	0.000319203471838	0.000145677807364	0.00889464148753	0.181954099936	0.695277077047	0.0369601736161	0.0719608345903
g	0.00342292780807	0.000320339220213	0.000131717490788	0.00513953126251	0.106277251312	0.655468425682	0.111144403205	0.11809540653
e	0.00332966843036	0.000444834093004	0.000104168195263	0.00360427802084	0.077564151104	0.612709975227	0.166243877735	0.13599903551
n	0.00329068657112	0.000485822811168	8.20537816543e-05	0.00259429705695	0.0666765897013	0.602516998409	0.171107385912	0.153246168503
i	0.00157271515137	0.000373922983889	0.000107501587118	0.00232726283565	0.0593862719004	0.51183243947	0.216707958637	0.207691959501
t	0.00100521274246	0.00033659424603	0.000114320111373	0.00201998588522	0.0259038249668	0.479033979823	0.268340642879	0.223245459834
ò	0.00125217373949	0.00116875970008	0.000163946359458	0.00162364473507	0.0142401246556	0.384400223274	0.361386437626	0.235764659945
r	0.00133887498183	0.00144906670769	0.000192830156486	0.00167404267836	0.0136438355519	0.349362837758	0.398918035875	0.233420433315
i	0.00143278076261	0.00091531941023	0.000389665922162	0.00228724302612	0.012814855684	0.288288979253	0.389591868625	0.304279257772
</S>	0.00217164208131	0.00110070990511	0.000663789811081	0.00340765481306	0.007107760592	0.179591689627	0.409088369313	0.396868343886
