 	sto	e	cucino	</S>
e	0.616843225	0.375745158	0.00576606565	0.00164553435
s	0.517064425	0.474856232667	0.00571121448333	0.00236813135
t	0.572388075	0.404854887556	0.0158999297611	0.00685712068333
è	0.374456096333	0.584392089185	0.0312325559204	0.00991925122778
c	0.233986716778	0.715411173062	0.0263340523068	0.0242680140759
e	0.174264103159	0.692810474354	0.103770765102	0.0291546420253
m	0.0683879942863	0.691822208118	0.197354775034	0.0424350363418
a	0.0318829892521	0.462265034373	0.459977381678	0.0458745844473
r	0.019280750574	0.324250119791	0.518319827226	0.138149292149
è	0.015334092858	0.270873417597	0.542218122409	0.171574354383
o	0.00576407885267	0.0929148307323	0.829041230803	0.072279824461
</S>	0.00344510527634	0.0491017011662	0.895308550401	0.0521446012305
