 	lo	ho	finito	di	fare	</S>
t	0.91591969	0.083818102	0.00024565437	9.2814056e-06	1.1509998e-06	6.07999885e-06
o	0.593272911	0.389884720667	0.0166239312133	0.000104784773867	1.99828867e-05	9.365686095e-05
s	0.266277538	0.705327860222	0.0280024964044	0.000200756994622	3.12362915667e-05	0.00016011343165
p	0.153275204333	0.810289903407	0.0358601038015	0.000307820301541	4.66267115222e-05	0.000220314945217
ì	0.0555303087777	0.615859441136	0.324084528601	0.00351530185385	0.000613527907174	0.000396830538406
c	0.0207623953926	0.264015533712	0.682717019534	0.0131129062846	0.00474500700239	0.0146470620795
c	0.283455198598	0.113378018237	0.547844713178	0.0230843660949	0.0068293352008	0.0254082836932
e	0.368958120029	0.0421572853457	0.539175844393	0.029143026365	0.00484738750027	0.0157183010977
t	0.123342341806	0.0165261326486	0.798226014798	0.0419225987883	0.00520256140009	0.0147803428992
s	0.0661318385687	0.00784174032953	0.621586391599	0.150435479596	0.0483250428	0.105679474966
a	0.0508861821896	0.00436431362318	0.2766365972	0.400125493199	0.0894284962667	0.178558911655
a	0.0314357703965	0.00422911567439	0.108982450733	0.5772796644	0.0939364007556	0.184136610552
t	0.0211001154655	0.0025487029498	0.0424508919777	0.562809831467	0.112656430252	0.258434016851
s	0.0073841519785	0.000861937139733	0.0166489273326	0.429341187156	0.226374346751	0.31938943895
è	0.00423086728283	0.000936114511378	0.00655654661753	0.237559497719	0.335539638917	0.41517733965
k	0.00313435978694	0.000993481800459	0.00713816393918	0.178043734573	0.276862812972	0.53382744655
à	0.00207772448831	0.000629678473486	0.00662065347973	0.149231707858	0.269283644324	0.572156582183
m	0.0017283412611	0.000505592311162	0.00365196442658	0.0597574466193	0.268596204775	0.665760444061
i	0.0072928715187	0.00175578544705	0.00285263930886	0.0298504465398	0.304281131592	0.65396710802
</S>	0.0137150257594	0.00321312472352	0.00214456850443	0.0215605982699	0.400225735796	0.55914091901
