 	un	forno	che	fa	buon	pane	</S>
è	0.9870564	0.0082100495	0.000387742455	3.829080065e-05	0.00428497475	1.653371735e-05	5.9540537e-06
n	0.95470478	0.0346810861667	0.00455862668833	0.000802090429317	0.00467585471667	0.000140838385017	0.000436658109033
a	0.87119434	0.0617573470556	0.00744706606278	0.00111675104977	0.0577053580389	0.000188598647006	0.000590459857344
f	0.554642974667	0.350009547352	0.0180196010209	0.00202069235659	0.0748373005796	9.5735031002e-05	0.000374106216781
ù	0.195543954222	0.720644815784	0.0421217956736	0.00516964898553	0.0361477800932	6.91603376673e-05	0.000302774435594
r	0.0697379396907	0.686593405261	0.0788033138912	0.0122105726618	0.150655292031	0.000468344589889	0.00153104193186
n	0.0241122263469	0.66829961842	0.105743037964	0.0177123442206	0.18066163101	0.000841107873296	0.00262995661062
o	0.0101484271823	0.532242742807	0.329037579321	0.0582663230735	0.06579781667	0.00206532706777	0.00244176017021
k	0.00508702072743	0.236503857602	0.57744472644	0.121446057691	0.0440735715567	0.00392109492259	0.0115237109567
a	0.00305437194248	0.118672507867	0.55860763548	0.237231245897	0.0629325038522	0.0049382988742	0.0145634693522
i	0.0102150465808	0.0432241756223	0.394770138493	0.441360225299	0.0614616759507	0.0278351716247	0.0211335731507
k	0.0118661495269	0.0230378192074	0.235440316164	0.5196316951	0.0398279086502	0.0494141685416	0.12078192005
à	0.00510149560897	0.0157833536025	0.134105693055	0.483352168367	0.183172714883	0.0378391661805	0.14064538535
n	0.00255794786966	0.0058228408675	0.064029388685	0.404371206122	0.375472778294	0.0266563273935	0.12108949045
n	0.000902878702553	0.0023257983245	0.037325546095	0.316635758707	0.289816787765	0.131331442464	0.221661766817
i	0.00928906708018	0.0008458907735	0.0143662990983	0.210422203236	0.108858083455	0.433797854155	0.222420575606
t	0.0120851842707	0.000370787387833	0.00520240007277	0.097211672412	0.0384827788183	0.468030064718	0.378617065202
s	0.00403353197317	0.000155822994444	0.00188798702226	0.053609113804	0.0139598628161	0.345598981573	0.580754655067
o	0.00177011206332	6.0872494648e-05	0.000757145182087	0.0200670269347	0.00485567310203	0.482584047191	0.489905085022
m	0.00112004507777	6.42011828827e-05	0.000418216300696	0.00750497112157	0.00178781861068	0.411559222397	0.577545511674
ì	0.00658725864926	0.000262497830961	0.00104207259023	0.00542797118386	0.0279352930269	0.280304127466	0.678440787225
k	0.00833855037975	0.00036430556032	0.00138383858341	0.00484131896129	0.0399711433423	0.309821742489	0.635279095742
a	0.00954799528992	0.00046241134344	0.0030231927478	0.00911289122043	0.0543200767808	0.25303682083	0.670496598581
l	0.0102079833966	0.000814556771147	0.00453340314927	0.0108465595735	0.0569067623603	0.185955556943	0.730735166194
ò	0.0100640184322	0.00146972729038	0.00674448484976	0.0149435346912	0.25572365422	0.125993960314	0.585060592065
</S>	0.0145880242161	0.00194482114519	0.00950834042488	0.0236175238456	0.48129621211	0.082933227157	0.386111801033
