 	prima	di	andare	alla	scuola	</S>
p	0.909214795	0.087349042	0.0033920787	3.6971656e-05	3.08573041e-06	3.97675385e-06
r	0.868477225	0.128919097333	0.00256712036667	3.29227373333e-05	1.29573311e-06	2.31120665e-06
ì	0.775353291667	0.210377175778	0.0129545929556	0.00119151204378	3.11392073667e-06	0.000120284792017
m	0.480254991889	0.380004535259	0.0881706543185	0.0371898848146	0.00308375723125	0.011296162424
a	0.179170216296	0.56081842842	0.182837914773	0.0577074856049	0.00413296323042	0.0153330084747
n	0.063553638532	0.723831092807	0.171394681591	0.0339138042016	0.00162361256347	0.00568313747823
a	0.021946149344	0.566873877602	0.362667423864	0.0417334547339	0.00084940091449	0.00592964164608
p	0.007828862028	0.291025955867	0.605058424621	0.083990141578	0.0050877590315	0.00700885638203
à	0.00360809682267	0.177278095289	0.591500538207	0.159158280526	0.0087951089105	0.059659905794
i	0.00500962857422	0.0670151220963	0.479070806069	0.303415206842	0.00677875387017	0.138710491931
s	0.00474007465754	0.0245404767554	0.30737432869	0.470612952281	0.0730878802901	0.119644275977
t	0.00160796613365	0.0083134073808	0.161327817897	0.54964576076	0.17164662343	0.107458390659
i	0.00675535615955	0.0030830581126	0.0654774574323	0.564421803587	0.14484439881	0.215417856886
s	0.00845164433485	0.00133839370353	0.0223619383774	0.477344304529	0.27470510727	0.215798532295
k	0.00282324577595	0.000457735859677	0.0077812140158	0.293492336176	0.446395925757	0.249049480765
ò	0.022092339308	0.000311632045726	0.0027043519286	0.139519806159	0.471263998586	0.364107823588
l	0.0285165377173	0.000278202179909	0.0010171697562	0.0650098338197	0.644244532862	0.260933706863
a	0.10083471852	0.0018881484713	0.000713150378733	0.0420798012732	0.587982884287	0.266501311288
</S>	0.18740927926	0.00361377393565	0.000813500409366	0.0275693071366	0.399639202143	0.380954955644
