 	voglio	che	Maria	venga	domani	</S>
i	0.895322475	0.0989939162	0.00556325775	2.86306323e-05	5.818351675e-05	3.346660775e-05
t	0.767414121667	0.227824792067	0.00455124528333	0.0001509589223	2.56742460833e-05	3.317783575e-05
è	0.496902463889	0.450738380689	0.0517948522944	0.000250048490767	0.000260871190028	5.33716719167e-05
l	0.30636457463	0.613688026896	0.0752837074315	0.000405455913589	0.00403281559668	0.000225395580639
o	0.206196351877	0.722677242299	0.0646742578105	0.0010632397712	0.00508350599223	0.000305382583546
i	0.0720294024257	0.543096739433	0.373173887937	0.00901938185707	0.00198967065741	0.000690890384515
M	0.0287551002752	0.304740851811	0.564124315979	0.0943982969524	0.00107344261914	0.00690798469484
a	0.0152954493584	0.251829460604	0.560912505326	0.152397942317	0.00735741407305	0.0122072732316
r	0.0067203257528	0.120002697868	0.566467468442	0.241229904106	0.0132099540243	0.0523696727439
ì	0.00384281735093	0.0468757704893	0.330006808147	0.519942101369	0.0185261656748	0.080806285248
a	0.0470344798503	0.0296318013631	0.130225812049	0.66136173379	0.0405344152249	0.091211699416
n	0.0603239832988	0.0223872956557	0.0551001850163	0.66632725793	0.047520759075	0.148340529805
a	0.0337686621149	0.00779809959657	0.0254022277721	0.538760945977	0.175535153692	0.218734963268
r	0.0249196847516	0.00295385801552	0.0091034223907	0.305635731992	0.227195197897	0.430192127756
t	0.00831605883087	0.00102228843704	0.0031671227449	0.166940435331	0.180456205966	0.640097879252
i	0.092973047144	0.000734733104213	0.0011176453763	0.070112273777	0.351766701989	0.483295619751
à	0.123365349381	0.000674655534738	0.000418230563433	0.0267274501457	0.65212637733	0.196687973017
v	0.0432987089872	0.000271000023579	0.000194540829144	0.00904382068523	0.875867502443	0.0713244521057
v	0.017511251856	0.00481233318653	0.00133351542638	0.00910756897841	0.859281817481	0.107953532035
r	0.009585645752	0.00647208189551	0.00193207550879	0.0115635771261	0.56090701916	0.409539614012
i	0.280919713717	0.0249673691318	0.00456719313626	0.020033816842	0.228884689387	0.440627249671
</S>	0.556039756859	0.0464651865659	0.00777388306813	0.030565828421	0.122548974193	0.236606407335
