 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.4939157328	0.5049165825	0.001163473828	3.6094076e-06	4.613609e-07	8.1752807e-08	2.5863025e-08	1.02010207e-08	2.9201501e-09	1.729171325e-08
t	0.196325116133	0.795972294167	0.007209567376	0.000412809873033	6.64033154667e-05	9.70863241567e-06	3.49681298067e-06	3.792960499e-07	4.55138344333e-08	1.76764981083e-07
e	0.0965242481843	0.873729298056	0.029061611792	0.000576767892344	8.93378133556e-05	1.32610899386e-05	4.70595317689e-06	4.977501369e-07	6.43943554778e-08	2.20672792894e-07
l	0.0487355508681	0.867633432685	0.0751600525973	0.00661722489878	0.00151293308265	0.00025868269578	5.82620745756e-05	1.40875797659e-05	8.03639105826e-07	9.03905353016e-06
ì	0.0329299826227	0.640082567562	0.315293004199	0.00906182859959	0.00207364649422	0.000431029298593	9.54295648585e-05	1.93489214886e-05	1.14232389194e-06	1.20945943534e-05
s	0.0147107908742	0.580731279187	0.397002814733	0.00552817149986	0.00169030996474	0.000246872191531	6.93998616195e-05	8.45518552953e-06	1.18626688731e-06	1.07874562945e-05
i	0.00850566252473	0.567459086396	0.411724651578	0.00945281249995	0.00216864865491	0.000581579255844	8.79583938732e-05	7.08013497651e-06	1.5515863291e-06	1.10107641982e-05
n	0.00439882374158	0.497620822132	0.450804057193	0.0356173245	0.00976335855164	0.00131535155195	0.000388493391291	4.75107156588e-05	3.14317314303e-06	4.11307654994e-05
a	0.00336588644719	0.387039478044	0.538688092398	0.0557331431667	0.0130486671839	0.00150513308398	0.000504654183764	5.97500638863e-05	3.76358924768e-06	5.14337799998e-05
m	0.00463794801573	0.143968422348	0.718327514133	0.107617966056	0.0213029420613	0.00301954956133	0.000854256714588	0.000136173626629	1.06467766159e-05	0.000124584952833
ì	0.00669525200524	0.059500556116	0.782976168044	0.121595785352	0.0242531666871	0.00364572708711	0.0010085649982	0.000162502654543	1.3068069872e-05	0.000149249208611
n	0.00586200746841	0.0983869850387	0.754729402681	0.107282005117	0.0298939538957	0.0024907865957	0.00105135179273	0.000123513677181	1.64239339573e-05	0.000163628117204
i	0.0059918024228	0.109163241746	0.525233200894	0.293421785039	0.0555135756319	0.00814608206523	0.00216063663091	0.000155466152394	2.35414356524e-05	0.000190709232401
p	0.0063801314076	0.0373927993053	0.287868827631	0.537908678346	0.109923111877	0.0150797310217	0.00436463004364	0.000527944164131	4.42916675508e-05	0.000509882397467
à	0.00720351393587	0.0146575150918	0.123766521544	0.683922789449	0.142679073959	0.0205942760072	0.00583866091455	0.000647353848044	6.01322341836e-05	0.000630170974156
n	0.00554347202529	0.0068207225306	0.081538868848	0.677309209816	0.19942200132	0.0196254420024	0.00777256103818	0.000674465709348	0.000148285889728	0.00114497156639
t	0.00256830372176	0.00232202914953	0.060454799116	0.598460336605	0.27099823044	0.0393295336675	0.0198335820127	0.00244981023645	0.000529874996576	0.0030535150888
