 	non	aveva	dove	aveva	per	stare	</S>
e	0.833600925	0.163998458	0.002224187885	0.000155316351	4.27307197e-06	1.33698745715e-05	3.427837127e-06
n	0.533121501667	0.461452816	0.00517238996167	0.000229467670333	6.48840675667e-06	1.36954545905e-05	3.643578609e-06
ì	0.206691759222	0.781501782	0.0112635956539	0.000527618720111	6.61473015222e-06	5.96274013017e-06	2.67402563633e-06
c	0.0812747574073	0.884361547333	0.032866761218	0.00133677867337	6.45066281841e-05	6.15030175767e-05	3.42154042121e-05
h	0.0800507948024	0.851019882444	0.065165632406	0.00318494009112	0.000296843402728	0.000167665159192	0.000114255578071
e	0.0707245680675	0.549062445481	0.339731994135	0.0389144188304	0.00108738943424	0.000265247826397	0.000213932299357
p	0.0384715791558	0.20385454316	0.647655564712	0.105455742943	0.00364811084475	0.000446645822132	0.000467823279786
u	0.0304599057186	0.0816725900533	0.480190434904	0.395738930981	0.0101261340483	0.000490978520711	0.00132102155993
ì	0.0133423215929	0.0309424466844	0.186763056968	0.701132426994	0.0535696800161	0.0042480074069	0.01000209492
c	0.00467154966097	0.0114897271881	0.082640786656	0.666214042331	0.152556173339	0.036671698469	0.04575602764
h	0.00245499943032	0.0040512029227	0.0413104012187	0.477483120777	0.265093964446	0.116637712823	0.0929685575467
e	0.00729374591011	0.0342049708742	0.0178910559929	0.274039860259	0.394193061482	0.120911182941	0.151466119182
n	0.00820962256337	0.0442160644181	0.0063225457743	0.222546056753	0.450137693827	0.10694487298	0.161623149727
a	0.00883741444779	0.016653744366	0.00219616948477	0.182315273918	0.536626771276	0.105039909993	0.148330696576
s	0.00902093368126	0.00734587128867	0.000773737415923	0.0726175196393	0.576204590425	0.169527532331	0.164509788859
t	0.00305606067242	0.00247944637489	0.000261501420474	0.0331329876131	0.474336910142	0.300572277444	0.186160802953
a	0.00290060770414	0.00140384763696	9.7901297658e-05	0.0121402700377	0.335983676714	0.229184683815	0.418289027651
t	0.00282714694888	0.00105490268565	4.36327928193e-05	0.0045690852359	0.201455072238	0.262829615938	0.527220555884
ì	0.135636894797	0.00133323913522	8.31160612064e-05	0.00214135910197	0.125283424079	0.325037671979	0.410484318628
</S>	0.269853337398	0.00212226766761	0.000143137325603	0.00170706740099	0.0795504820395	0.25070931599	0.395914439314
