 	tu	le	hai	cucinati	le	verdure	</S>
e	0.856055325	0.1280893155	0.01096841465	0.0048153416	4.562621875e-05	6.666899055e-06	1.93075851e-05
s	0.770747305	0.201907141833	0.01761084655	0.00945343586667	0.000249559517583	9.22829238833e-06	2.24866580333e-05
ù	0.572584035	0.381290893944	0.0331859581833	0.0125540956222	0.000322254117528	1.00590787561e-05	5.26512690111e-05
t	0.444038931667	0.504645061315	0.0354048093944	0.0144845942074	0.000889420407509	1.9920555212e-05	0.000517238373004
a	0.330879635722	0.561578753772	0.0637699564648	0.0410132467358	0.00182100006917	2.4086151304e-05	0.000913354991001
m	0.118230971407	0.696755647924	0.108920582155	0.0727320022453	0.00267570765639	8.42337223347e-05	0.000600897259334
à	0.0484672268023	0.586785062641	0.249655960718	0.107664860748	0.00486929235213	0.000116225014112	0.00244138971544
r	0.0204679599341	0.430952754214	0.296119568239	0.191969383583	0.0435446071174	0.00234329075804	0.0146024240051
e	0.00919933497803	0.288073919738	0.16886509408	0.344149294528	0.134369679039	0.00314226157601	0.052200431335
t	0.00400125843268	0.102928721579	0.129260824693	0.481182998176	0.208129403013	0.0173812235153	0.0571156137783
s	0.00145664740756	0.034892654783	0.107928434898	0.551375499392	0.231896244338	0.0397573718384	0.0326931485928
e	0.00495315629252	0.0120077170843	0.060012138966	0.404154906464	0.343310088113	0.0314900327128	0.144071950198
t	0.00604256041417	0.00430147792577	0.0231610036553	0.209492915488	0.450256302704	0.125411839004	0.181333906733
a	0.0162057251214	0.00161642733959	0.0097503841651	0.129507924496	0.418977654235	0.160756513001	0.263185365578
l	0.0195970351605	0.00071456602753	0.00359637925503	0.054924290832	0.360932511412	0.266423164334	0.293812025193
à	0.0131546481735	0.00030980606351	0.00133821734501	0.028090772932	0.230318036137	0.298023842745	0.428764651731
c	0.0109850144898	0.000174442055837	0.00050402016167	0.011016798632	0.153291434379	0.351561398882	0.472466887244
h	0.00366560367087	6.2468857279e-05	0.000193184207557	0.005366861634	0.131395359126	0.678997249627	0.180319284748
a	0.0104206679659	0.00058141302976	0.000403739149519	0.00206489008467	0.0673874573753	0.555271923209	0.363869913916
n	0.0126838270436	0.000756620196153	0.000468751792006	0.000908430598723	0.0357057643251	0.52901168107	0.420464886639
a	0.263437003403	0.00573679515162	0.0011981140395	0.000921850653408	0.0146217611084	0.541720629023	0.17236385088
</S>	0.520514236701	0.0110915380758	0.00216086201975	0.0013833988267	0.0092092122542	0.330646917511	0.12499390544
