 	io	voglio	che	Maria	venga	qui	</S>
e	0.97819018	0.0203397625	0.00101734497	0.000444512125	6.8462814e-06	5.55290775e-07	8.5551992e-07
v	0.665962008	0.282500074833	0.0508995177233	0.000574418035	5.15071474e-05	5.136397475e-06	7.37474310667e-06
ò	0.251730793	0.647992031611	0.0991738492411	0.000947883021667	0.0001336342458	1.08189411583e-05	1.10395851356e-05
t	0.154196993333	0.724525330537	0.117782016414	0.00313772054056	0.000212023231933	6.99062830528e-05	7.60245618119e-05
è	0.112612994844	0.628975776846	0.234383918805	0.0205628573802	0.00320161241731	0.000134540254351	0.000128334130604
l	0.041025341148	0.571177258949	0.346771039602	0.0355103867934	0.00423073489577	0.000622916764784	0.000662382080201
o	0.0173046486827	0.43767705965	0.483828813201	0.0542617655978	0.00520805805526	0.000816686134928	0.000902986540067
n	0.00742491544423	0.306255899883	0.6243362144	0.0541536721993	0.00655706245175	0.000572377438309	0.000699837210022
a	0.00408478063141	0.208952219861	0.510097458133	0.2587378644	0.0162861059173	0.00085631209277	0.000985222253341
r	0.0030652194438	0.0834785478537	0.545848462711	0.339848310133	0.0230075253058	0.00187347713092	0.00287845841778
t	0.0016767874146	0.0404249839979	0.51943827757	0.353838125378	0.0656322117686	0.00636308097697	0.0126265674726
i	0.0182934012715	0.0138820091126	0.219156976857	0.578915055126	0.144982597256	0.00939026599232	0.0153796867242
e	0.0304638300905	0.00490322793753	0.076902533919	0.698262475042	0.172436759085	0.00736593199744	0.00966519847473
M	0.0183668327968	0.00353360847918	0.0724358319397	0.679090131681	0.171902913028	0.0237162983325	0.0309543418249
a	0.0211620746989	0.00356952565973	0.0720621283132	0.63189356056	0.198168501009	0.0360272094442	0.037116965075
r	0.020907598303	0.00180742200324	0.0263716157711	0.569671266853	0.26109031367	0.0485249518147	0.0716268361583
ì	0.072161917171	0.00464349228441	0.0106748096904	0.331047975284	0.373917591223	0.116896732605	0.0906574977194
a	0.0935114253903	0.00557911900147	0.00484230807347	0.121793119428	0.456207843741	0.210876864202	0.107189281573
e	0.0414136201301	0.00200554634049	0.00171396625782	0.045053764176	0.368911997914	0.270806438067	0.270094633858
t	0.0197436389557	0.00077641737883	0.000625186303607	0.016470810092	0.195054135971	0.358463109356	0.408866701286
t	0.00659090898223	0.000261459129277	0.000214474606536	0.00578084640733	0.0839778239903	0.437035683119	0.466138790429
ù	0.00252181244541	0.000133835274092	0.000303938246512	0.00392000117911	0.0505331713301	0.378673777706	0.563913463476
</S>	0.00174447177271	0.000136367727046	0.000499415023256	0.00490829308955	0.0519073826651	0.312950813853	0.627853281738
