 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.4999423155	0.4995828065	0.00036061455	5.7945846e-05	4.1037308085e-05	1.3096717635e-05	2.0073826915e-06	1.1051451e-07	1.67269212e-08	1.31150142e-08	6.38018165e-09
p	0.381987648833	0.5247964575	0.0840393583733	0.006073678514	0.000828812461418	0.0015322734643	0.000728482073591	1.00299281267e-05	1.23029217453e-06	1.28823811887e-06	7.01596065983e-07
e	0.377784279611	0.495092361167	0.114874297124	0.00812670376133	0.00109493691881	0.0020390560404	0.000970699335867	1.33384156396e-05	1.63441470061e-06	1.7122369673e-06	9.32547863028e-07
t	0.372328356537	0.548948873722	0.0691434433747	0.00534636927711	0.0016798213046	0.00161566476577	0.000917330956626	1.58409438105e-05	1.62514614264e-06	1.30780988344e-06	1.32125526204e-06
à	0.331755877679	0.428357497907	0.225480804458	0.00983033285904	0.00215556353487	0.00149233207292	0.000906280056875	1.70310619368e-05	1.62937988488e-06	1.17901465615e-06	1.45559729368e-06
c	0.128591301393	0.603630725969	0.253971081819	0.0111956038863	0.00122714406496	0.00082493175864	0.000468536336958	4.36561413123e-05	1.44753494656e-05	2.7196623147e-05	5.36959170423e-06
i	0.060560177431	0.54961233199	0.36637919094	0.0183209668954	0.00355983680832	0.00109859256955	0.000348247777319	5.90962694374e-05	1.89107470452e-05	3.5895794131e-05	6.79546410808e-06
a	0.0207620798437	0.233699506663	0.70490584698	0.0323361489651	0.00679702693611	0.00126568392318	0.00017925230744	3.31693904791e-05	6.7130110384e-06	1.20580360723e-05	2.53603106269e-06
k	0.0078879575479	0.088744254941	0.759391562327	0.0891725129884	0.021227038312	0.0214394675077	0.0116709436658	0.000244067491826	5.07445851461e-05	0.000122235695637	4.92318148409e-05
è	0.00322143588597	0.0327544140337	0.774176367442	0.119690332996	0.0260024857707	0.0279697012359	0.0155861673986	0.000310202332509	6.52317073387e-05	0.000158971963419	6.47148603236e-05
c	0.00111415855699	0.0179368316779	0.683913255814	0.233506932999	0.0193295145902	0.0264503744786	0.0125673173095	0.00257661055607	0.00077277697807	0.00148977211935	0.000342492182151
c	0.00122760161066	0.0102064054826	0.363243040605	0.363925661	0.0863491501967	0.112698866826	0.0538172134365	0.00452523145202	0.00127520429269	0.00219340781978	0.000538250747384
i	0.00141697885689	0.00358210080087	0.236795682202	0.293819447	0.260158233399	0.137970161275	0.0613387463788	0.00294267017067	0.00069548001423	0.000993083059927	0.000287415880961
a	0.00346394493896	0.00180122005029	0.206607150734	0.234578949	0.411679851133	0.110713989425	0.0272647323596	0.00311900237689	0.000297888808077	0.000342840926642	0.00013047349082
f	0.00399565832699	0.00110347334176	0.0940989519113	0.241704566333	0.381198893711	0.184215249808	0.0860507791199	0.00480137555896	0.000618769156026	0.00156480887555	0.00064753954894
o	0.00774753345633	0.000778487772253	0.0357836823038	0.223584052111	0.424248167904	0.196879736603	0.103418662373	0.00412103415299	0.000677695218675	0.00196513296885	0.00079581141398
r	0.00899018483678	0.000669548585418	0.0148531576679	0.183347010704	0.461004299301	0.221564832201	0.103448593458	0.00360344961766	0.000555990739558	0.00119555696662	0.000767337602327
à	0.00476455286359	0.00357699328981	0.00610012305597	0.127894998901	0.4858808331	0.2459707774	0.118958620153	0.00456726520589	0.000555116253186	0.000956293651207	0.000774427784109
e	0.00355815457453	0.00471429170994	0.00270467136199	0.0685754423003	0.5208492177	0.2696784358	0.109604929051	0.0185410812686	0.000879060291062	0.000426700359402	0.00046804270137
n	0.00139120186978	0.00174203889316	0.00100491083066	0.0370257051001	0.3549430459	0.367454815267	0.20407708635	0.0266377064229	0.00254246726369	0.00205217656647	0.00112883852379
d	0.000464732729083	0.00058092311365	0.000384025899553	0.0211552128	0.209394746967	0.347002611756	0.337035862117	0.0451467334743	0.0173140784212	0.0116919755222	0.0098291095746
ì	0.0100749153906	0.00103248994397	0.000231782902518	0.00817137578333	0.208520030656	0.325325483919	0.331974880706	0.0680176244914	0.0211133770404	0.0132057338541	0.0123323317249
n	0.013278568608	0.00118392085459	0.000189816350839	0.00665099767778	0.216219263552	0.38859945464	0.292937770235	0.0542495674971	0.0100055085801	0.0093308619647	0.00735423844163
n	0.00442729726101	0.000395696529539	8.8397019913e-05	0.00589255246993	0.125321501184	0.407532651547	0.387151846745	0.038968578499	0.0106937515267	0.0105940963216	0.00893361014721
o	0.00223093900087	0.000212625491255	5.6893676271e-05	0.00203587310731	0.056497592728	0.299393570516	0.417028465582	0.193810636166	0.0136226435089	0.0065759693072	0.00853478704907
t	0.00150242436396	0.000151890599552	4.67512639237e-05	0.000738326867103	0.0266805559093	0.181470660172	0.505457781861	0.247733271055	0.0153968688363	0.0114396646357	0.00938180668302
t	0.00050596675912	5.1041338864e-05	1.64258057646e-05	0.000256266531368	0.0103153335364	0.130034372057	0.593998417287	0.135799966018	0.0584797309454	0.0332033152119	0.0373391708943
e	0.00022486795384	2.81312328347e-05	2.39004688782e-05	0.000120192911456	0.00542088241213	0.0767955126857	0.414990879096	0.341058258673	0.0819337836485	0.0324705425373	0.0469330412981
p	0.000175000484613	2.22358050449e-05	3.28722162927e-05	9.2103509152e-05	0.00430335620404	0.0410229182286	0.328624343032	0.431872622891	0.0733652678828	0.0606131689791	0.059876134766
ù	0.000710343334871	0.000261526389115	7.72879977642e-05	0.000148730078384	0.00278044726801	0.0222489604095	0.270034293011	0.421743030964	0.127778489294	0.0784152183264	0.0758017182553
r	0.000851975701624	0.000342184073705	0.000108233120921	0.000170560686128	0.00189943398934	0.0134640931365	0.332068763004	0.390500661655	0.126514979765	0.0759196981088	0.0581594460851
u	0.000795192357208	0.000651598335235	0.000235888911974	0.000318078388709	0.00184430626311	0.0106638490455	0.345387926001	0.346502241885	0.131533926588	0.0842791780363	0.0777878320284
m	0.000814687669069	0.000754368901412	0.000260277627991	0.00035536266057	0.00176616802104	0.0091394743485	0.141409095334	0.341098650628	0.177736065529	0.176115228012	0.150550654009
a	0.00175245747302	0.000622665423471	0.000339539466664	0.000420311297857	0.00163013164035	0.0080019824495	0.068781001778	0.221442843543	0.246532765176	0.228380756004	0.222095551336
n	0.00203565095034	0.000577937380724	0.000361604580788	0.000431636559752	0.00115860778678	0.0062875817165	0.0348451445927	0.172457257848	0.294286055059	0.232218758668	0.255339750445
e	0.00103035284278	0.000507906713141	0.000485503552163	0.000559729747051	0.00109414293559	0.0041013926055	0.0219457856642	0.110027867283	0.352146811686	0.231799642889	0.276300880148
c	0.000714058347593	0.000485257112047	0.000527193157388	0.000603160534684	0.0011104075552	0.00352222173517	0.0118924716881	0.069884694761	0.341507430562	0.27330675763	0.296446373383
h	0.000273711030888	0.000164660000682	0.000180514646796	0.000225425925228	0.000456091001733	0.00184647430172	0.0077468586427	0.0413929832537	0.187884385187	0.42362411921	0.336204791128
à	0.00201897402532	0.000704625902561	0.0012357184366	0.00303538356974	0.00399982820724	0.00746236909057	0.00827742562757	0.0442378884179	0.123196550062	0.433616109737	0.372215130376
t	0.00260270243154	0.000884471287687	0.0015866616972	0.00395195388625	0.00525322755575	0.00944107113686	0.0106450533759	0.0590528361393	0.154736643354	0.410066676579	0.341778700125
u	0.00326995253361	0.000750948682729	0.00127344758407	0.00218808812508	0.00275582387192	0.00553222081895	0.0066296387253	0.0396601303798	0.159548232785	0.386183435526	0.392208070042
</S>	0.0052354483668	0.00105885514136	0.00174875019204	0.00239628876254	0.00274151823596	0.00611640190948	0.00424409751265	0.0243897776899	0.127966188892	0.345239847763	0.478862805021
