 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.4958486665	0.5021738465	0.00097534138	0.000948773336	3.2862085665e-05	3.567235e-06	1.486674334e-05	1.0764195685e-06	3.710761523e-07	5.601104075e-07	5.16011407e-08	8.6369321e-09	5.751045025e-09	6.06409265e-09
p	0.3516837065	0.516672100167	0.108561867413	0.016080509136	0.00331292240733	0.00264681451433	0.000690620154007	0.000245619988035	6.72035764856e-05	2.61064296075e-05	1.0093743346e-05	1.37556345877e-06	2.30041913025e-07	8.45664478983e-07
e	0.322227628833	0.495502048056	0.151656310471	0.0212873730253	0.00440924517244	0.00353315426111	0.000916333923036	0.000327148787907	8.94829645355e-05	3.46218549048e-05	1.34411604388e-05	1.83104182667e-06	3.04688077038e-07	1.12511583178e-06
t	0.313285116278	0.567761022685	0.098323533157	0.0149973819884	0.00308748909415	0.0015664596767	0.000622718779379	0.000237499317864	7.28446372188e-05	3.14978610039e-05	1.19573711364e-05	1.19092131597e-06	2.08304688376e-07	1.12754744938e-06
ì	0.287942804083	0.350593514228	0.334874519386	0.0216143703295	0.00301200656472	0.00110110559223	0.000541474843126	0.000208526561388	6.74636706929e-05	3.0482443318e-05	1.14762803905e-05	9.78056374957e-07	1.76898911292e-07	1.12887956323e-06
a	0.0967585277177	0.263343751409	0.615861773129	0.0211668051098	0.00173737238824	0.00080816617741	0.000213695782042	7.2013168396e-05	2.2933043571e-05	1.03413393027e-05	3.87082724183e-06	3.28339266619e-07	6.03239060307e-08	3.7933174851e-07
e	0.0347299609392	0.351254117136	0.59253647771	0.0193136870366	0.00122309451941	0.000755889805803	0.000142647345014	2.92981052987e-05	8.94450071033e-06	4.0626905809e-06	1.50265630061e-06	1.37523810873e-07	2.22946931102e-08	1.43045544503e-07
s	0.0138819014464	0.299967760045	0.387240349237	0.252920849012	0.0237947065631	0.00561897823527	0.0133827264817	0.00189669150843	0.00071647166137	0.000448123640127	0.00010702087222	1.25779617536e-05	3.7807722117e-06	8.04501072917e-06
ò	0.0070293909488	0.146858627682	0.335070193079	0.433319189671	0.0451191941877	0.00995713207842	0.0183233749272	0.00257842594948	0.000968052216457	0.000599665465709	0.000144104047273	1.68037807845e-05	5.10449914723e-06	1.07486813831e-05
z	0.00466345351627	0.097115665894	0.346535371026	0.42364376989	0.0877085813959	0.0148377053595	0.0177161677424	0.00503654559649	0.00162066430149	0.000805276674236	0.000239343745624	3.60465104615e-05	1.11964927924e-05	3.02212749344e-05
u	0.00331013650542	0.0384526154313	0.261770660342	0.453060933297	0.152526083799	0.0575191414532	0.0235005669141	0.00657618713216	0.00197982473383	0.000924098931412	0.000286378055875	4.28597239205e-05	1.32671055741e-05	3.72501463448e-05
n	0.00248493037347	0.0136131739128	0.168358697781	0.476318087766	0.198012837933	0.0834748324844	0.0400244209714	0.0112939809774	0.00369493997794	0.0018802038838	0.000622934992625	9.62259917402e-05	3.40290778347e-05	9.07173481483e-05
e	0.00189339762949	0.00465645459993	0.068513164927	0.413263762589	0.275664702644	0.131591726161	0.0796034369905	0.0161710203258	0.00510457442598	0.00243431586127	0.000834897380875	0.000116824456747	4.13673177116e-05	0.000110390341616
