 	da	da	un	famoso	poeta	</S>
p	0.87806668	0.11978729	0.0015001647	0.000628408548	1.348823175e-05	3.94723885e-06
u	0.661448236667	0.28592936	0.0515843850667	0.000953499881333	6.295168775e-05	2.15349915167e-05
s	0.333688980556	0.585079003333	0.0780392503556	0.00302862276044	9.77968449167e-05	6.63301238389e-05
s	0.124095297185	0.819558017778	0.0504019521185	0.00577070082015	7.96670773056e-05	9.43185079463e-05
è	0.0542958147283	0.743437039259	0.180932490706	0.0205533129401	0.000467455272435	0.000313850819315
n	0.0223201137428	0.584301063086	0.340625416902	0.04635398698	0.00338949212415	0.00300993253977
a	0.0103667326143	0.413288614362	0.422700305634	0.13791402566	0.00844463970805	0.00728568217992
f	0.0117783684048	0.254179934787	0.507766001878	0.198022388553	0.0119692899027	0.01628401206
a	0.0150959858016	0.156929805529	0.461526573959	0.320281542851	0.0195231306342	0.0266429483533
m	0.0102102158672	0.057349799443	0.290447767986	0.525517964284	0.0397782542114	0.0766959827844
ò	0.0104556178891	0.0244491756477	0.134773920662	0.645438004761	0.0645791264038	0.120304140928
s	0.00989636615303	0.0107654276492	0.0637932002207	0.64892893492	0.103162035468	0.163453993643
o	0.00487447324101	0.00420833608973	0.0348998779069	0.46857434164	0.213427365156	0.274015544548
p	0.00302993538034	0.00160264204324	0.0122060868356	0.27508157388	0.283489631719	0.424590081516
o	0.0159745840934	0.00071709383108	0.00436467857853	0.141926443427	0.360042240573	0.476974923839
è	0.0207299078645	0.000409265037027	0.00207681702618	0.053127984609	0.498170933524	0.42548505128
t	0.0074158721233	0.000216978044742	0.00119916888873	0.0272063215363	0.609719244508	0.35424236376
a	0.00486835070957	0.000333475997314	0.000880070709577	0.0154493798454	0.557255574836	0.421213111253
</S>	0.00602784185478	0.000556664448657	0.00109249650479	0.0082146309227	0.442106327418	0.542002005627
