 	voglio	un	forno	che	vende	rustici	</S>
t	0.96022466	0.038530686	0.00118919845	4.6815223e-05	7.5458336e-06	6.10543985e-07	5.3251455e-07
è	0.868284116667	0.130797978667	0.000875647523333	3.3079411e-05	7.99196043333e-06	4.73820585e-07	7.43896816667e-07
l	0.729801985556	0.254650422889	0.00821867268111	0.00543211456833	0.000651274268978	0.000467484991195	0.000778034305172
o	0.462558571185	0.51193946763	0.0155350488937	0.00740979073944	0.000895047706326	0.000623911819398	0.00103814977006
è	0.170270656695	0.80813415921	0.0173775306312	0.00312310759648	0.000513073118775	0.000215890577466	0.000365576644353
n	0.0583907502983	0.80036354307	0.0796315488771	0.0516206133322	0.00408976923959	0.00200414504116	0.00389958840078
a	0.0218565061994	0.650954401023	0.225237032959	0.0838206761107	0.0103484360799	0.00264119166372	0.00514170937359
f	0.00922939896647	0.422889287008	0.493101010986	0.0626520357036	0.0091294720933	0.00104005829457	0.00195871413786
ù	0.00548298588882	0.176674141336	0.716699003662	0.0864368572345	0.0132375567644	0.00054460528819	0.00092481760262
r	0.00323665986294	0.067720373712	0.812009447887	0.101010782412	0.0147739177548	0.00052944976273	0.000719348870873
n	0.00126293542098	0.0234899494373	0.856479542629	0.107932570804	0.00821954058493	0.00109613755424	0.00151932111029
o	0.00565825004033	0.0107472225458	0.589988257543	0.306975740268	0.0769745010283	0.00415081041808	0.0055051874701
k	0.00708565387678	0.00617879423527	0.289523809181	0.563208246756	0.110241402676	0.0109571491394	0.01280487599
a	0.0143436221556	0.00228877978509	0.165077922494	0.600690838919	0.189821393225	0.0128036870465	0.0149736839967
p	0.0167499302852	0.000984857431697	0.071834673598	0.625725502973	0.229311517742	0.0235627663488	0.0318307013322
u	0.0230461873284	0.000578548973899	0.0399627870993	0.536871540991	0.326301542581	0.0319113321163	0.0413280604441
l	0.0251453285211	0.0004787957913	0.0225833459331	0.429271906997	0.38653166086	0.0600554750388	0.0759334968147
ì	0.0183006645854	0.00282220815043	0.017203296711	0.329373876332	0.459225590287	0.0829958396796	0.0900785202716
r	0.0161547878951	0.00379304286681	0.010072753637	0.206665986111	0.513302910096	0.123686131227	0.126324381424
ù	0.0232805389984	0.00188920263894	0.00710530470567	0.155139503704	0.329487693365	0.300733117076	0.182364637141
s	0.0254948096205	0.000991952645313	0.00252540470522	0.0985779062347	0.282166941122	0.408043252359	0.182199745714
t	0.00850339826483	0.000340089069671	0.000906712318407	0.0780034403016	0.202662265374	0.52683838412	0.182745725238
i	0.00738963085861	0.00100017941212	0.000361105156136	0.0273347735239	0.0973518921247	0.62941732804	0.237145095079
k	0.00702673658954	0.00127147897737	0.000420905208712	0.0107462314746	0.0524466337749	0.585704189347	0.342383811693
u	0.0197272214998	0.00184390326579	0.00126279704957	0.0053610946582	0.0215677689916	0.522106929782	0.428130283898
</S>	0.0359233297499	0.0029746316329	0.00194934767478	0.0047686009291	0.0152613594958	0.466918444891	0.472204291949
