 	hai	già	mangiato	</S>
è	0.75156515	0.244279249	0.0036767688	0.00047888169
c	0.562791616667	0.383813239667	0.0252806522667	0.02811452021
h	0.514233622222	0.402726193222	0.0399048684222	0.0431352997367
i	0.365460242741	0.569323464407	0.0423780104741	0.0228382927122
g	0.135277172247	0.673252418136	0.0813081668247	0.110162267371
i	0.0505345844157	0.575099492712	0.224410365608	0.14995555579
à	0.0198480943719	0.380785210904	0.455252355203	0.14411435193
f	0.0079533084173	0.150910649635	0.577360741734	0.263775330643
a	0.0409140011991	0.0559784892117	0.585788113911	0.317319396881
m	0.0533864960664	0.0210888964239	0.486841271304	0.438683305627
è	0.213554027689	0.0103828834946	0.272192646435	0.503870451876
n	0.26558785744	0.00675802068487	0.306766038145	0.420888113959
a	0.166394707357	0.00539390808162	0.304938308382	0.523273084653
</S>	0.199698113678	0.00723930354081	0.157427497691	0.635635092326
