 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.98874933	0.00999557825	0.0009252339335	0.00028345597	3.721589615e-05	5.23963305e-06	3.38926565e-06	3.288964565e-07	1.44765847e-07	7.33362205e-08
a	0.973811763333	0.0255534645833	0.000471517290167	0.000144667653333	1.33587543167e-05	3.19776961667e-06	1.72417763e-06	1.43586859167e-07	6.93343756667e-08	7.23010451667e-08
p	0.694892071111	0.300017770194	0.00454774885339	0.000384921501111	0.000140071724939	1.25389792722e-05	3.58319805667e-06	8.57964942389e-07	5.39910692222e-08	3.70606645056e-07
e	0.317118973704	0.640907790065	0.0404194496178	0.00128539406704	0.00024189435498	2.04841150907e-05	4.40649185222e-06	1.09654246746e-06	4.42713160741e-08	4.49313848352e-07
s	0.157097574568	0.765018906688	0.0694688202059	0.00641581855568	0.00171557646499	0.00021275690603	5.32585427841e-05	1.00948593425e-05	3.29793469691e-07	6.84274514945e-06
a	0.184824941523	0.674781152229	0.118993201735	0.0181394135186	0.00271299298833	0.00044178978201	8.23915725947e-05	1.43380544142e-05	5.95784799897e-07	9.19464869648e-06
m	0.171590979641	0.59435585741	0.203786460578	0.0236674148395	0.00576559982944	0.000618657017337	0.000146280685865	4.82639184381e-05	2.23058565663e-06	1.82740128788e-05
m	0.0594451961137	0.433867140803	0.318706076859	0.17517686728	0.0106211512765	0.00173273902911	0.000346580755288	6.27004724794e-05	8.86749231888e-06	3.26858199596e-05
è	0.0210016671379	0.168077695268	0.550620658953	0.243344664093	0.0141903197588	0.00236288704304	0.000340149601763	2.96617751598e-05	9.34961235963e-06	2.29795920532e-05
n	0.00881378304597	0.359621991756	0.508931069651	0.108406969698	0.0124130280196	0.00153486355768	0.000213841103921	4.32957230533e-05	4.39278223988e-06	1.67861947511e-05
o	0.00505989601532	0.418301769252	0.397450213217	0.153039789899	0.0174187184399	0.00756983736256	0.00100284832131	0.000118568607684	6.55611494663e-06	3.17769595837e-05
o	0.00433374310511	0.153158533217	0.332172408739	0.426625026633	0.0432331961466	0.0349580357875	0.00509055394044	0.000334661822561	1.58182423155e-05	7.80677245279e-05
k	0.00277452409504	0.052550944339	0.33391390058	0.459990208878	0.0972700787155	0.0425410669292	0.00862649214681	0.00176593847419	0.000128571788105	0.000438335064843
l	0.000949006974547	0.017954443263	0.350394780193	0.428037069626	0.149089332905	0.0374044039764	0.0115100320489	0.0030401566914	0.000704119386035	0.000916699588281
è	0.000332977177716	0.00607958497433	0.346937140064	0.400923923209	0.199164774302	0.0333428519921	0.00965899699963	0.00205766690047	0.000784468410345	0.000717636518927
o	0.000896562429239	0.00218815028144	0.319419610021	0.292883607736	0.283662814767	0.081048534664	0.0178045643165	0.00139388853682	0.000311694971782	0.000390568422476
n	0.00106914801741	0.00083102595448	0.12070852734	0.360714279245	0.352610494922	0.118831122888	0.0357231301055	0.00759812474561	0.000652753110594	0.00126139630083
e	0.000889870946803	0.000322641378827	0.0510033646	0.323444846415	0.279098318307	0.263354502296	0.0686737053685	0.0104929927819	0.000923619103531	0.00179612963361
o	0.000895004742268	0.000151715567276	0.017125393965	0.180922052138	0.143123077102	0.527077244099	0.120526235123	0.00784381746063	0.000698508867844	0.0016369747112
k	0.000367077587089	8.35735867587e-05	0.0061176114	0.0849593653793	0.246468743367	0.4702809047	0.145513241708	0.0322862371535	0.00420456972261	0.0097187138704
l	0.000125238605608	4.82561931196e-05	0.00256451590667	0.0445283177931	0.331184271122	0.344664118233	0.176799010569	0.0554557670512	0.0221988779075	0.0224316872901
è	0.00138507746545	0.00013354230524	0.00172178700889	0.021265245931	0.445332287041	0.293208126078	0.15560250019	0.0381976961837	0.0247224735158	0.0184313513634
o	0.00185052156515	0.00016425609558	0.0013160899953	0.00887546894367	0.425163922347	0.298409122026	0.221730563397	0.0239809748946	0.0096929178186	0.00881622582113
n	0.00066356381315	6.06109590267e-05	0.000454301970767	0.00419123531456	0.165951802116	0.345034904009	0.360328104466	0.0878108786315	0.0155777807062	0.0199268283737
e	0.00025777885415	2.84543110089e-05	0.000170362411922	0.00228881943485	0.069561779272	0.28307821467	0.477901308155	0.11905295421	0.0218058232354	0.0258544864579
ò	0.000135156045717	1.5751144903e-05	6.54089518073e-05	0.00087946103495	0.0248584798573	0.212013531557	0.600910192718	0.100747149403	0.0218155304118	0.0385593391526
l	5.92106342057e-05	6.98282123433e-06	4.27083181024e-05	0.000369595976317	0.0109632401524	0.120122369186	0.577700097573	0.179274456468	0.0339377034706	0.0775236863842
i	0.000136918144369	3.54265321114e-05	8.25059973675e-05	0.000452653196772	0.0064713629508	0.0582696297287	0.464447165858	0.267120375489	0.10295756249	0.100026465461
i	0.00077415225479	0.00018690299937	0.000220563372456	0.000675969032257	0.00326660371693	0.0310907012429	0.349724868619	0.281498385163	0.22908562083	0.103476300487
f	0.000879016854263	0.00020955844879	0.000221116571819	0.000464139340752	0.00207549129231	0.0152259444143	0.221605252873	0.315404615054	0.268648896943	0.175266022162
