 	era	molto	stanco	</S>
ì	0.9890619	0.01044389745	0.00035298647	0.0001412176475
o	0.95028362	0.0467018478167	0.00267609352333	0.0003384187275
n	0.875313926667	0.116880742606	0.00660742384111	0.0011979205425
e	0.570625512889	0.390765760869	0.034909497947	0.0036992966475
p	0.20825613663	0.71401157029	0.056445810649	0.0212865382158
o	0.07484058321	0.81455224343	0.0768011702163	0.0338060477386
d	0.0279507046033	0.670821401143	0.143919650072	0.15730828758
d	0.0108794732944	0.352600700381	0.211474586691	0.42504523586
h	0.0038207973548	0.130294313794	0.221255155564	0.644629711953
ì	0.0032187385816	0.070592291598	0.223923178521	0.702265757318
s	0.00300414742053	0.091863843866	0.391155059507	0.513976942439
t	0.00103852175018	0.0756528945553	0.485830003169	0.437478590813
r	0.00247568863339	0.0277186979851	0.539093317723	0.430712280271
à	0.100228775444	0.0120264514617	0.457505282574	0.43023948009
k	0.13070298157	0.00545142518723	0.391961837525	0.471883783363
k	0.0513834309457	0.00411622116241	0.370163657842	0.574336744454
o	0.274096497649	0.00428077638747	0.154037421947	0.567585331485
</S>	0.510792798825	0.00357624669373	0.0828015469735	0.402829415742
