 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.601101105	0.3706207935	0.0254607277	0.0026133392435	0.00018063632675	1.8310614422e-05	4.61009352882e-06	4.769976029e-07
M	0.537218809	0.224744486833	0.231442765367	0.00638087507683	0.00019809045675	1.24592857553e-05	1.82808280882e-06	6.61331536233e-07
à	0.206841873667	0.412353742278	0.368734965122	0.0117035600256	0.000347634315583	1.62303565851e-05	9.90728009607e-07	9.98741445411e-07
r	0.0941205965557	0.556738167426	0.301778355041	0.0425723153419	0.00417705765186	0.000331156317528	0.000230604715797	5.17718535485e-05
i	0.0383666018186	0.388526225809	0.45229794168	0.110733291781	0.00899000955062	0.000697164092509	0.000311559327599	7.72221355162e-05
k	0.0135732426662	0.167748066936	0.61566518056	0.174688350594	0.0247676101835	0.00237763825084	0.00100572198153	0.000174208692839
a	0.00707327148207	0.107259230645	0.627209260187	0.210385943531	0.0430539220612	0.00356908331695	0.00123770033218	0.000211640210946
e	0.0136751026607	0.0756237487817	0.568451220062	0.290167811177	0.0479887046871	0.00352594777232	0.000456669933727	0.000110833370315
n	0.0135971865969	0.0278276249939	0.442368480021	0.419992117059	0.086040018229	0.00785037292411	0.00174802359591	0.000576167376772
è	0.00912476357563	0.042978358498	0.24681647734	0.530077405686	0.156388192743	0.0114978849747	0.00234226503197	0.000774633335591
f	0.00757860675854	0.0473960218527	0.0983829551133	0.629568518562	0.184854124248	0.0256510506582	0.00344067471066	0.00312801532186
a	0.0162465738195	0.0166358628709	0.0432197440378	0.479492484854	0.384821878083	0.0510242535527	0.00428106157022	0.00427809370729
m	0.0198257282732	0.0082108559903	0.0192634716793	0.207218101618	0.660510692694	0.0708204878509	0.00630483865674	0.00784578350243
è	0.0686264687577	0.0131402471301	0.0110309903931	0.0905104366727	0.708842364231	0.0891624572836	0.00886432011891	0.00982269616748
n	0.0840703288146	0.0128619294344	0.00475279705103	0.0553509156909	0.71321492141	0.104210345761	0.0122375389396	0.0133012373892
a	0.0287596948335	0.00435796925913	0.00171535511368	0.0423961674103	0.613613373803	0.27719795392	0.0134521663132	0.0185073467964
m	0.0107232800112	0.00170713162638	0.00123157241456	0.0145641421501	0.410023317934	0.426840417973	0.0537615684377	0.0811485805988
a	0.0072947230704	0.00179337659213	0.00108037455152	0.00520580830603	0.228609841645	0.561647062658	0.0780888681459	0.116279964533
i	0.0086904913568	0.00219850213071	0.00052727428384	0.00176397123101	0.083843070015	0.778830810886	0.0420419739153	0.082103950511
a	0.0105469507856	0.00199386331024	0.000353922147947	0.000626255280003	0.0291447786383	0.814890820295	0.0229787345051	0.11946470817
r	0.00823727370287	0.00136475654888	0.000227843202649	0.000260502408001	0.0108920810461	0.544320001765	0.224717358835	0.209980176057
ù	0.00346930727529	0.000995309295093	0.000293654344216	0.000227167600667	0.0048001692487	0.253523618922	0.418231302945	0.318459448686
s	0.00187852973176	0.000870382377078	0.000283922041739	0.000200556631222	0.00257050811623	0.197173326307	0.403339717648	0.393683056229
t	0.000643363986467	0.000290705316673	0.00010238286418	7.4969632674e-05	0.00138889190674	0.133872705436	0.486351972549	0.377275022076
i	0.00167998729804	0.000980011951158	0.00090373663466	0.000413686115491	0.00121306750358	0.0694503051453	0.474466424183	0.450892787359
k	0.00203520208235	0.00121038760085	0.00119085183489	0.00053618010583	0.00119688246119	0.0413857871151	0.494451288061	0.45799342912
o	0.00337661307712	0.0137737401174	0.0079758832683	0.00271322493594	0.00224823464706	0.024331758105	0.431569444687	0.51401114304
</S>	0.00572087453856	0.0269406720587	0.0153245561341	0.00514299611797	0.00381809382353	0.0266324245525	0.248884325343	0.66753612152
