 	non	avete	mangiato	mai	un	rustico	</S>
e	0.77671137	0.2135551705	0.00966975375	6.02999365e-05	2.00877975e-06	9.727923e-07	3.84115375e-07
n	0.487516806667	0.499349106833	0.0129455905833	0.000178600502167	7.90666205e-06	1.42140393333e-06	5.56244825e-07
è	0.210054462222	0.763878618944	0.0257738465278	0.000278237400722	1.30889406833e-05	1.21398432444e-06	4.65946575e-07
c	0.0841744084073	0.865875196315	0.0477996275093	0.00186557813357	0.000217731381561	3.72521967881e-05	3.01824337583e-05
h	0.0445657951358	0.866763388772	0.0794723491698	0.00814647457786	0.000599355773854	0.000389622362263	6.30667412528e-05
e	0.0240538640786	0.643830312924	0.311698549723	0.0189399821926	0.000946469771285	0.000479991321421	5.08586754176e-05
t	0.00852887215953	0.506387487641	0.445193356574	0.0377073783975	0.00173919249043	0.000347952154474	9.57851268059e-05
e	0.00386595208651	0.386640194547	0.505353978858	0.0991342661325	0.00450747026348	0.000359412058158	0.000138727697602
f	0.00341157312884	0.150260178849	0.639695126286	0.193695892044	0.00988401142116	0.00226161247939	0.000791588091201
a	0.0580836618763	0.079824320283	0.598647455429	0.248437964015	0.0111078268071	0.0029059531098	0.0009928156124
m	0.0755936504254	0.0458977994277	0.445428548476	0.401829754672	0.0221182499357	0.00667986765327	0.0024521200528
è	0.0384848032751	0.0258840051426	0.236800451825	0.655518404891	0.0319473786452	0.00833236288442	0.00303262919093
n	0.025537954025	0.0141392463142	0.183058099608	0.72072192163	0.0376577262151	0.0154721319615	0.00341300460364
a	0.0100315338417	0.00535380230473	0.150347534149	0.66898620721	0.138579475405	0.0210333413205	0.00566819550121
m	0.0053284938139	0.00450717320158	0.051242588263	0.674812552403	0.225214928468	0.0231087051068	0.0157855879671
à	0.0914634075713	0.00626259136719	0.018258125021	0.498612807468	0.320111479489	0.0402094900356	0.0250820726557
i	0.120152533324	0.00451154213906	0.00640964168067	0.208305062156	0.59797903983	0.0367854683452	0.0258566882186
è	0.040686836528	0.00161506499635	0.00214734215689	0.0719395661687	0.773048969943	0.0220521024484	0.0885101090729
n	0.0137137367093	0.000565965835783	0.000732294709297	0.0299252685062	0.719860489981	0.0656741621495	0.169528106358
a	0.0064981973831	0.000230195310261	0.000275179346099	0.0159725553021	0.60929428666	0.134807090716	0.232922532119
n	0.00409407919403	0.00011366935462	0.000111267696033	0.00567074683403	0.436102605553	0.280243433572	0.273664217373
r	0.00136671644288	3.94364395733e-05	3.87843683443e-05	0.00210073226801	0.222901439851	0.409531294524	0.364021595791
ù	0.00283138935949	9.05045680244e-05	8.61503641148e-05	0.00100677192934	0.0957453459503	0.419335871508	0.480903945264
s	0.0033201260249	0.000111925845675	0.000104920345038	0.000679155623113	0.0725143266501	0.461119413836	0.462150095088
t	0.00110943691537	4.2368336125e-05	3.89445460793e-05	0.000302309585704	0.0538557658834	0.519828137945	0.424823015029
i	0.00292031264046	0.000284181433275	0.000164912209426	0.000325490419901	0.0272578876278	0.423143925982	0.545903321676
k	0.00353169129882	0.000373487345758	0.000211552141809	0.000348835955634	0.0161050873759	0.432078765327	0.547350630559
o	0.121629144518	0.00335599948325	0.0015586249426	0.00115499012421	0.0090950566253	0.382944329442	0.480261866853
</S>	0.241478372259	0.00651161974163	0.0030039514713	0.00210875361211	0.00932334031265	0.209499811221	0.528074133427
