 	sta	seduta	nel	giardino	</S>
s	0.95492205	0.0435866555	0.001371082	9.5976367e-05	2.41519705e-05
t	0.940485873333	0.0579723765	0.0014852853	3.92104423333e-05	1.71879224e-05
è	0.657467862444	0.3412122735	0.00124129626667	3.18104127778e-05	4.67603663667e-05
i	0.250016923881	0.746742241167	0.00293194008889	0.000120005880926	0.000188970925456
k	0.12876329636	0.826172010389	0.041128078163	0.00169830757364	0.00223839449515
a	0.0882566092867	0.848363303463	0.0583389140543	0.00221393405788	0.00282721923172
s	0.0332567299289	0.881043521154	0.0795396293514	0.00143789381929	0.00472213701057
i	0.0168316181763	0.691875857051	0.27734349645	0.0059575718731	0.00799138133686
m	0.0149668105921	0.395976745684	0.547421875483	0.0142530266244	0.027381507779
m	0.0123453369107	0.173402780461	0.464717188494	0.0520092522081	0.29752540926
è	0.0084036820169	0.060844044287	0.490891249498	0.0675382720694	0.37232270942
n	0.00706371550563	0.0407476869957	0.782652483166	0.0351490186898	0.134387066473
i	0.00295350511854	0.0343911768652	0.855842727722	0.0435673362299	0.0632452481577
s	0.00132144270951	0.0127044661884	0.771101189241	0.09048508541	0.124387828386
t	0.00046580741217	0.00433927918913	0.467429414747	0.180263195137	0.347502296129
o	0.000906748293057	0.00158627262271	0.175672291582	0.367273808379	0.454560845376
n	0.00106309119102	0.000672854980903	0.0742213368607	0.46781079946	0.456231895125
g	0.00036659237615	0.000232852625101	0.0328482651869	0.42240958982	0.544142688375
h	0.000122320546477	8.0081681767e-05	0.011668449929	0.413169976607	0.574959152792
i	0.00502612985078	0.000100794299189	0.00537880507633	0.556613325536	0.432880904264
a	0.00946080095026	0.000155523703063	0.00309553989211	0.743408455179	0.243879608088
r	0.00598876985009	0.000136584651021	0.0023557135307	0.673194511726	0.318324356029
d	0.0020366155997	0.000184463727007	0.00281704121023	0.430624970575	0.564336898676
ì	0.0586092959829	0.0141248440157	0.0105249919367	0.322086750192	0.594654122892
n	0.0774828488043	0.0187718039952	0.0136021710789	0.467847423397	0.422295707631
o	0.220923909745	0.0119004823217	0.0074465571263	0.463346111132	0.296382885877
</S>	0.403074479873	0.0142603336608	0.00603380606315	0.318437160566	0.258194182938
