 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.70732515	0.290238647	0.001906047	0.00045704609665	6.807580775e-05	4.3500846e-06	4.3632011e-07	1.611517435e-07	6.348271e-08
s	0.659064166667	0.336360109	0.00378687086667	0.000680945409983	9.33516444167e-05	1.25961085333e-05	1.41143364333e-06	3.71377330167e-07	1.78370396667e-07
o	0.533880448889	0.459270263	0.00597578572222	0.000756233703661	0.000100963055472	1.40110700611e-05	1.64027927678e-06	4.38906734589e-07	1.98918646822e-07
t	0.37352095963	0.605496007667	0.0170294901407	0.00345642883489	0.000455347862491	3.58846085704e-05	4.17228408793e-06	1.09393919273e-06	5.87420513541e-07
r	0.585468119877	0.378592190889	0.0286123877136	0.00622504894496	0.0010312595875	6.18409128568e-05	6.39117102931e-06	1.63095466424e-06	1.09533510451e-06
a	0.515476583292	0.442850445296	0.0365967689045	0.00413594651499	0.000888730629167	4.61410536189e-05	3.70742060977e-06	9.12431384747e-07	7.61580056837e-07
ù	0.194191558297	0.714208381765	0.0891744516348	0.00171509974833	0.000565346133056	0.000126986257206	9.81487880326e-06	3.22913195825e-06	5.14200037428e-06
d	0.065067630599	0.529418016588	0.185503163878	0.185143368626	0.021920122701	0.00826637656907	0.00322417097693	0.00113240463099	0.000324707942791
i	0.0241055704997	0.273068861529	0.398396497959	0.253325891542	0.0335143139003	0.011343535523	0.00430432616631	0.00151295666833	0.000428028767264
è	0.0109065398666	0.175418991843	0.670207345986	0.0998275171807	0.0336918126334	0.00751942717433	0.00164749080944	0.00060096161411	0.000179919743755
n	0.00423007594653	0.0699050079477	0.667884315329	0.17451431706	0.0571166205445	0.0195465737248	0.00528056784981	0.00066103497137	0.000861494849585
g	0.00145566100984	0.0283118030759	0.377391240443	0.489972812353	0.0709250815148	0.0225945585749	0.0070949137166	0.00107376969046	0.00118018483653
r	0.00055201936328	0.00951804484863	0.141580550814	0.761598247451	0.0692871571716	0.0121241168583	0.00355740220553	0.00107119121015	0.000711291198843
a	0.00063344217776	0.00345655011288	0.0591482392713	0.614354952484	0.284477552391	0.0340131136194	0.00270668410184	0.000705321516717	0.000504167639614
m	0.00065800684592	0.00138608526663	0.0252063528571	0.531807210828	0.391021740797	0.0452752952065	0.00316547873395	0.000842309938906	0.000637529786538
m	0.00024515567614	0.000476166751543	0.0110502255857	0.454697449276	0.465900946932	0.0609750477355	0.00402466471132	0.000975136812969	0.00165517659551
è	0.0171899545995	0.0230053177842	0.0044626945619	0.231792832092	0.597671605644	0.113338025912	0.00660395950377	0.00342878767099	0.00250678333184
n	0.0228377390902	0.0305221131001	0.00310422952063	0.436237504031	0.394917418548	0.0974900939707	0.00777255283459	0.004728953557	0.00238935621061
o	0.00766818460707	0.010209280162	0.00217797237021	0.436164776144	0.334328742849	0.18272608999	0.0216952846115	0.00268303775233	0.0023466084702
p	0.00263505312102	0.00344168315733	0.000920917473403	0.172707513515	0.411918634283	0.303763406663	0.0610974628705	0.0232363131508	0.0202790291234
u	0.00414995260567	0.00119332500911	0.000466269821801	0.0847323454383	0.286174499761	0.406148902221	0.153010415623	0.0304335412503	0.0336907797078
s	0.00463729253222	0.000431546368037	0.0001821175896	0.0376360277461	0.255624571587	0.43746980074	0.187179850541	0.0326197706168	0.0442190392359
s	0.00155601526974	0.000147012975079	8.03574065333e-05	0.0219928092154	0.245419063862	0.368490366913	0.214057518847	0.0619241702056	0.0863326950786
è	0.000557315961913	7.12244824263e-05	5.41754638444e-05	0.00798799550513	0.105893029954	0.366512038971	0.373068839616	0.0558108594019	0.0900445323595
n	0.000224264138971	4.81093574754e-05	4.80415012815e-05	0.00294194210838	0.0473411876513	0.30907163299	0.495480813205	0.0556889824673	0.0891550181198
a	0.000221559921324	8.74996591585e-05	8.08516804272e-05	0.00132416930946	0.0235559073171	0.19529477933	0.600364554402	0.0582178504891	0.120852812707
p	0.000247266237108	0.000103722363053	9.50234358091e-05	0.000914466286487	0.00945063037237	0.09330474311	0.516861144801	0.172061293163	0.206961690902
o	0.0014020316757	0.000278578874351	0.00021025176427	0.0013602383455	0.00421260662412	0.0406182027033	0.424999544934	0.209243085054	0.317675433634
è	0.00238126395857	0.00159586030478	0.000466731374757	0.00139725681183	0.00274649080804	0.0289812985678	0.545243484978	0.0914027533513	0.325784821211
t	0.00142154212969	0.00180299616926	0.000382608791486	0.00063227261161	0.00177230946768	0.0250846788559	0.579268844993	0.0670812971171	0.32255342707
a	0.00300643108673	0.00410374292409	0.0027305460104	0.0027324191482	0.00408030408756	0.0174536926186	0.453156791664	0.071155744039	0.441580319023
d	0.00358165945224	0.0048722812367	0.00351522336713	0.0034780537694	0.00486514618919	0.0112444126495	0.235277602221	0.230775591346	0.502390023008
i	0.0127145351074	0.00635469500757	0.00663509161938	0.0178907355431	0.0067413995564	0.00628389819317	0.129537442407	0.271586593782	0.542255627669
k	0.0157432690938	0.00684806040252	0.00767538058513	0.022668783601	0.00735290387547	0.00455585113106	0.090860306469	0.293957961261	0.550337499223
ò	0.0148643147559	0.0127335878675	0.00945995957371	0.0160640669537	0.0135772133152	0.0124399532437	0.0718656311563	0.332624937087	0.516370343074
m	0.0145483000586	0.0147067363448	0.0100813503296	0.0138802502612	0.0156642986767	0.0152510673712	0.0914399770521	0.330233395696	0.494194637691
m	0.0049423454662	0.0049495149706	0.00355382148153	0.0049185709304	0.00605424003057	0.00568166204707	0.0640030411507	0.502169748565	0.40372706923
a	0.0200612241287	0.0150723551235	0.0196455930605	0.0406568705435	0.0546302195769	0.0472641519824	0.0673659458502	0.400113914522	0.335189723077
</S>	0.0375305220644	0.0276266290617	0.0372689965303	0.0784801602718	0.105035194788	0.0911934209912	0.0991227229251	0.222513079761	0.301229261538
