 	possono	essere	ancora	svegli	</S>
i	0.913917615	0.085558185	0.000465866414	5.285308643e-05	5.42845205e-06
s	0.848355288333	0.150028611667	0.00156458116067	4.250668943e-05	8.98364905e-06
ò	0.745329259444	0.252665837222	0.00195410513889	4.01285786767e-05	1.06716256833e-05
z	0.727725666481	0.266491579074	0.00492061513163	0.000792603253426	6.95077165611e-05
o	0.56200840216	0.430195193025	0.00664089004388	0.00105965500781	9.58014895204e-05
n	0.238265245387	0.713974711008	0.0459306696813	0.00156862595927	0.000260710757173
e	0.100077522462	0.829149550336	0.0682707528938	0.00212004698642	0.000382139865724
ì	0.0422693303873	0.793059950112	0.148725220631	0.0130883047288	0.00285722512524
n	0.0167152791624	0.629963106704	0.312706106877	0.0269328982429	0.0136826420417
e	0.0082405467208	0.389799195568	0.515840628959	0.0648876027476	0.0212319950139
a	0.0104314231069	0.166661061856	0.67535757632	0.120938057583	0.0266118120046
n	0.00898385508563	0.0780264089187	0.744285558773	0.135924552528	0.0327795553349
k	0.00301711160588	0.0265684136062	0.560453172924	0.160624677509	0.249336568445
ò	0.00147492179596	0.00910412990207	0.303943890975	0.25485437917	0.430622669482
r	0.00100088369199	0.00329402581402	0.427527010325	0.297783393057	0.270394679161
a	0.00116190759066	0.00127029498467	0.385395504775	0.464041111019	0.148131169054
a	0.00374978853022	0.00125529699489	0.131473394258	0.548039823673	0.315481689685
t	0.00383000352741	0.00113698143963	0.062878326086	0.515621294558	0.416533369895
s	0.00128248545514	0.000388680011877	0.040640287862	0.443722448186	0.513966059965
ù	0.00120061408038	0.000571983427959	0.0160843750207	0.355209322729	0.626933686655
n	0.00117506313746	0.000709654912653	0.0122522509069	0.49362913091	0.492233902218
n	0.000398670700987	0.000314754945418	0.0114195908356	0.519597733637	0.468269230739
i	0.00130887617816	0.000530085519673	0.00501562479853	0.318137571879	0.67500782358
t	0.00165271559605	0.000630619028224	0.0110421122528	0.214837651293	0.77183690786
i	0.051343896002	0.00201596609774	0.0132427866843	0.174612009098	0.758785335953
</S>	0.101796908001	0.00367207154887	0.00724432624215	0.094374907549	0.792911767976
