 	vengono	vestiti	dai	genitori	</S>
è	0.99063115	0.0091166425	0.0001689677135	7.63826648e-05	6.88165205e-06
r	0.84343755	0.139887151167	0.00989388766683	0.0039761770148	0.00280526097938
k	0.611231396667	0.363464663722	0.0154427277889	0.00601076263827	0.00385044809313
u	0.388035942222	0.593790501241	0.0138566014963	0.00280922002609	0.00150773383771
t	0.177221216074	0.80901991708	0.0120060916654	0.0010884644687	0.000664350339237
t	0.104503560691	0.88853744236	0.00591529405513	0.000701003536233	0.000342695739746
e	0.075879020897	0.913525567453	0.00947354835171	0.000859854378744	0.000261983796582
n	0.0308904588323	0.949802955818	0.0171962384506	0.00135768882625	0.000752654942194
d	0.0115181358108	0.746064631939	0.13118993415	0.0441373865421	0.0670898980474
i	0.0142093832703	0.595422990646	0.236219414717	0.0644257331807	0.0897225035158
m	0.0157152205234	0.574917623549	0.314676828239	0.0446920810602	0.0499982833386
è	0.0280132599411	0.41789101785	0.476370389413	0.0386451303534	0.0390802131129
n	0.0308798165537	0.402884409283	0.505051609804	0.0383144787845	0.0228696840376
i	0.0182286987579	0.311509438761	0.549235636601	0.0907445572615	0.0302816343459
à	0.0153993659193	0.109654188354	0.631975078867	0.170331499087	0.0726398254486
t	0.0066302041201	0.038130530618	0.687783092956	0.173414741696	0.0940414451495
t	0.0022148506167	0.0132778011187	0.575811974319	0.284715232565	0.123980191716
u	0.00337120396857	0.0045213963589	0.28006886344	0.523993577522	0.188044993905
s	0.00375794182019	0.00165157616963	0.196034063147	0.572278792507	0.226277627968
g	0.00126120879973	0.00062117328321	0.156088149382	0.523303264169	0.318726192656
e	0.000911677695577	0.000226395598403	0.0550464169607	0.623261188056	0.320554304219
n	0.000794550679359	9.49791501343e-05	0.0231810064869	0.707081662685	0.26884780474
i	0.00304308227395	5.68233520448e-05	0.0122290770856	0.737537920895	0.247133134913
t	0.00379705933698	3.75271786816e-05	0.00477577201853	0.802702306965	0.188687358304
ò	0.00615257935799	9.62018688939e-05	0.00238970780618	0.796827535655	0.194533976101
r	0.00697420525266	0.000279611322965	0.00211504356873	0.818021045218	0.172610085367
u	0.0123397942176	0.000503583254322	0.00286310128958	0.673544801739	0.310748691789
</S>	0.0211243001088	0.000610910727161	0.00307101494479	0.484886380869	0.490307345894
