 	il	lenzuolo	vuole	lavato	</S>
o	0.58392275	0.4121098915	0.002866583375	0.00097631338	0.0001244235505
p	0.39631495	0.596842863833	0.00568324245833	0.00097799693	0.0001809011835
l	0.367872183333	0.622809787944	0.00743827348611	0.00102358891333	0.000856109327833
a	0.236660281111	0.691903729315	0.068675282162	0.00159115353778	0.00116950178594
ù	0.0991001995037	0.654190643105	0.213494487387	0.0232409161126	0.00997371067198
n	0.0393377576346	0.582487514368	0.285225722462	0.0556837353709	0.0372652435573
a	0.0183374217449	0.393863794456	0.479483857487	0.0667149251236	0.0415999665191
t	0.00707983258163	0.167585371152	0.724156639162	0.0588498943745	0.0423281975064
è	0.00321360536054	0.0837515060173	0.732219799721	0.128616600792	0.0521984351688
l	0.00139943326351	0.0468249843058	0.64950233324	0.227776233597	0.0744969743896
i	0.00153653443117	0.0346177867153	0.412010757747	0.433894877866	0.11793997813
p	0.00191816157706	0.0119684303684	0.173248595916	0.534358975955	0.278505779377
l	0.00109152657569	0.00420343233613	0.0799469595887	0.506626975318	0.408131093126
i	0.00408690837523	0.00179032294204	0.0285371293129	0.632380641773	0.333204991042
m	0.00511681023841	0.000991998487347	0.0121287779043	0.567335857258	0.414426557014
è	0.0244262988595	0.0199399188691	0.0144272989348	0.383374489086	0.557832005671
n	0.0310969377198	0.026664830423	0.0146735178783	0.467877639695	0.459687038557
o	0.0147130603399	0.0110433963743	0.0096860125261	0.411402432898	0.553155039519
</S>	0.01338825467	0.00809540833715	0.0112981137631	0.220738445949	0.74647973476
