 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
t	0.951207755	0.048395534	0.00021483731	0.000165400326	1.439920785e-05	1.69448625e-06	3.501639625e-07	3.48244395e-08	9.8498865e-09	6.59000145e-09	7.20365485e-09
a	0.652844108333	0.346590094667	0.000488662026667	6.9227096e-05	6.92924986333e-06	7.90938176667e-07	1.530696365e-07	1.89713608333e-08	4.21379121667e-09	2.71475341667e-09	3.59877591667e-09
p	0.435907456111	0.460023328222	0.0880046320422	0.00580465681867	0.0100432949186	0.000181594070419	2.57073085762e-05	6.86989291761e-06	8.34573623122e-07	4.19935175439e-07	1.20100713521e-06
e	0.362245638704	0.493165239407	0.123123973014	0.00778579445289	0.0133906062985	0.000242069271373	3.42566044054e-05	9.15567041154e-06	1.11121773965e-06	5.5899735252e-07	1.60007723284e-06
d	0.188683776235	0.569076159802	0.157595926671	0.0355930956643	0.0476338324252	0.00116017688836	0.000190887786348	3.87807775762e-05	1.06505202452e-05	6.31363627821e-06	1.03809994321e-05
ì	0.101673936478	0.338124753267	0.44837704889	0.0505159172214	0.0594704849084	0.00150355667479	0.000249601000783	4.92886004587e-05	1.38458713571e-05	8.24683521274e-06	1.33212155507e-05
a	0.034992792826	0.322014984422	0.596241082963	0.0257629337405	0.0203026774295	0.000563376660263	9.2897287261e-05	1.73574246329e-05	4.64687963903e-06	2.77929896325e-06	4.4806753169e-06
m	0.0128705893753	0.278284426474	0.497902294321	0.0745276419135	0.132561887503	0.00309655867675	0.000505664410754	0.000128933214758	5.6638201791e-05	3.09486684268e-05	3.44142871656e-05
i	0.0054459196251	0.117829040491	0.601658964774	0.0997052316378	0.170325025801	0.00405516729225	0.000655379897585	0.000166528941586	7.39668195863e-05	4.03428088006e-05	4.44155071219e-05
n	0.00242084521503	0.0622233432637	0.699117601591	0.104362221546	0.1266140019	0.00430837816408	0.000699970126528	0.000149942983862	3.57783708514e-05	2.10937312585e-05	4.68067871073e-05
c	0.00140323314501	0.0214769829712	0.472575089197	0.378850640515	0.117992147633	0.00630487672136	0.00111024830884	0.000185392787954	2.61180942838e-05	1.63992230862e-05	5.88584223691e-05
i	0.00271218664834	0.0079615085404	0.461189705066	0.476783646838	0.0460973461443	0.00430672799045	0.00079516041228	0.000103752201218	1.17949385279e-05	7.21212193907e-06	3.09371072004e-05
à	0.00307521541611	0.00430097178013	0.549859301689	0.412004348946	0.0242033366481	0.00537023974682	0.00102762334676	0.000124561612306	1.25137349426e-05	4.46194879002e-06	1.74396801441e-05
è	0.00168772197204	0.00303112839338	0.331222999896	0.569846569649	0.0694997235494	0.0193780725823	0.00406353844892	0.000925332504102	0.000207024205314	2.36539771633e-05	0.000114268431381
r	0.000818510486347	0.00152900301446	0.128956739965	0.49549375655	0.33240298785	0.0305818805274	0.00640098024964	0.00183902436803	0.00132298010177	0.000275605192388	0.00037855702046
k	0.000414802991116	0.000526451519153	0.044980815355	0.259989195517	0.624596162617	0.0483485548425	0.0135278958499	0.00318476132268	0.00261627230059	0.000978955287463	0.000836184323487
u	0.00734986016371	0.000577663204051	0.016317406385	0.171725485172	0.555491167539	0.198479111614	0.04232234395	0.00392004530756	0.00202044342353	0.000980674215154	0.000815871941162
t	0.0095258832969	0.000581046105744	0.00672497247167	0.152511715057	0.548682602513	0.232155830538	0.0450202365167	0.00289690420252	0.000866762891177	0.000448428444385	0.000585680147054
t	0.00317678288617	0.000193770097028	0.00244654182622	0.129578718352	0.685894900838	0.134139660179	0.0347414860389	0.00562677616751	0.00135823852373	0.000936756168128	0.00190640971568
e	0.00114940082359	6.81855357293e-05	0.00085842995574	0.0799448319173	0.492763383613	0.316936063393	0.0953860873463	0.0082257085225	0.00146415598791	0.00101312373271	0.00219063115856
n	0.000475040671097	2.63947214431e-05	0.000321408349913	0.0378451071058	0.464175764538	0.369284764464	0.113028151115	0.00874860797417	0.00219643267597	0.0014835661209	0.00241470343952
d	0.000160219395026	9.09187848103e-06	0.000139202646638	0.0234473426019	0.506766788179	0.279562398155	0.118110449038	0.0292669609914	0.0159114412253	0.0120716480403	0.0145544284798
i	0.000648232889769	1.2818334627e-05	7.5758145546e-05	0.010260121334	0.26585183406	0.410041399385	0.225223586346	0.0370309676638	0.0191269882918	0.0145247519634	0.0172035527599
m	0.00082630157559	1.47873528757e-05	8.29349218487e-05	0.00477513761133	0.323158969353	0.404614116462	0.215882944449	0.0240059832213	0.00927307231393	0.00706055527113	0.0103052118533
è	0.00722768247086	0.000972994458292	0.000223980377283	0.00290267600378	0.336091738451	0.415745555487	0.197582520483	0.0203133744071	0.00615313373798	0.00467703501704	0.0081093231511
n	0.00934706171119	0.00129200793716	0.000225689920428	0.00162225926793	0.378567211484	0.392768635162	0.182142675161	0.0163453401357	0.00953435021266	0.00291835093235	0.0052364115837
i	0.00322578733463	0.000473755986787	9.0357791476e-05	0.000898103072643	0.389310411361	0.285104008387	0.277783690054	0.0245366537119	0.0113227334042	0.00239674284412	0.00485775419457
à	0.00123324584154	0.000502048752262	4.58555368253e-05	0.000434560530881	0.13021782706	0.239411562796	0.511181533351	0.0792975462373	0.0267884641347	0.00245649814804	0.00843085073152
t	0.000460208003097	0.000470387082087	2.85171202751e-05	0.000281727853627	0.07288098976	0.197925847599	0.429655771117	0.127702115412	0.126928736378	0.016936178716	0.0267294939105
t	0.000154043524782	0.000158284279951	1.57129060917e-05	0.000186681969876	0.0543218413533	0.1689766702	0.310655380372	0.168026455137	0.179188777126	0.0504428279053	0.0678733136368
o	0.000141552516094	0.000119451154572	2.97427396972e-05	0.000292036988625	0.0189819614378	0.124424837733	0.457949596791	0.177137295046	0.105713011709	0.0480248812684	0.0671856562123
n	0.000162927832031	0.000108392042691	3.48194543324e-05	0.000330122198875	0.0073589313326	0.102326807578	0.475386942264	0.174439235015	0.118478394903	0.0510514607228	0.0703219737374
c	8.11978300437e-05	3.87770807303e-05	1.84396418775e-05	0.000179423002292	0.0037609974442	0.0484226400927	0.259152739755	0.193054071672	0.187279811634	0.128336396908	0.179675491246
i	0.000167241799381	3.43978989101e-05	3.68691582925e-05	0.000196741390764	0.0017371780664	0.0202090160642	0.178449995585	0.268633397224	0.196083943878	0.131974988303	0.202476220415
ù	0.000306543219794	0.000577948689637	7.28001444308e-05	0.000290184720255	0.000671164520467	0.0126210438214	0.252103268528	0.344368659075	0.205217414626	0.0650428574343	0.118728119472
r	0.000226139773265	0.000741982245879	0.000105212011477	0.000289485140085	0.00160178225349	0.0126456542738	0.209056411509	0.268883053025	0.275174168209	0.0960086078114	0.135267505824
i	0.00124240041442	0.00207123006463	0.000506324000492	0.00120344718003	0.00194188531783	0.0093851288246	0.103356757503	0.163910297675	0.33438825607	0.156215382604	0.225778878608
c	0.00163271355481	0.00251410007988	0.000597228497631	0.00148258374334	0.00101041030594	0.00435887664153	0.0566196062677	0.100913418225	0.288481322023	0.220440514201	0.321949222869
