 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.97959157	0.0193017595	0.0008949636	0.0001059522	9.3104798e-05	1.1828417515e-05	7.52480425e-07	8.4414877e-08	2.4133918e-08	3.14054745e-08	2.3508833e-08
t	0.911398303333	0.0852943458333	0.0029131767	0.000232946206667	0.000120199604667	3.8246560515e-05	1.98216244167e-06	6.68438249e-07	1.1506635e-07	8.17663668333e-08	4.6907405e-08
t	0.734906834444	0.229533878611	0.0234894492333	0.00635668901889	0.00485662652822	0.000778099503505	6.72065461472e-05	8.58915541633e-06	7.70151576667e-07	6.44391595611e-07	1.27765409167e-06
ù	0.453726908148	0.495959826204	0.0344681524111	0.00838810107296	0.00636224062041	0.000992576060035	8.80795187491e-05	1.07407823288e-05	9.29180472222e-07	7.96942685204e-07	1.72640313722e-06
a	0.195210158716	0.726669025401	0.0716833218037	0.00385123202432	0.00221029536114	0.000336664990878	3.32322729497e-05	4.49659433293e-06	5.33772937407e-07	3.73732481735e-07	7.50351052407e-07
n	0.074653714572	0.769809468467	0.132823153935	0.0122663522748	0.00674588216371	0.00349707667563	0.000141423080983	4.00556124776e-05	9.20816707914e-06	9.62723736058e-06	4.04850201747e-06
k	0.0305017426573	0.617403566156	0.214469691312	0.0839069840916	0.0411675517212	0.0117156088919	0.000587100593661	0.000141869359493	3.8131908693e-05	3.91607091202e-05	2.85645606725e-05
ò	0.0116277799491	0.358570262052	0.460852080437	0.109073261364	0.0474915949737	0.0115167365306	0.000616768611887	0.000139296936531	3.90265365077e-05	3.99481277734e-05	3.32208210242e-05
r	0.00402265956637	0.461429694017	0.463184903479	0.0494769169213	0.0169987087246	0.00457621934353	0.000220141813296	4.99918279437e-05	1.35815365459e-05	1.52759875911e-05	1.19094175414e-05
a	0.00205355567546	0.476187021339	0.42352569116	0.0749502154404	0.0189163555749	0.00400368654784	0.000311317519765	3.07871183812e-05	5.6704352153e-06	8.06595123037e-06	7.65570324713e-06
s	0.00131043857515	0.30796944378	0.527547657053	0.11113307348	0.037457980525	0.0135088063493	0.000774593926588	0.000207565542794	3.59154173384e-05	2.19979415101e-05	3.25647004157e-05
t	0.000467755459717	0.225412567727	0.393717515684	0.159069469493	0.174848192175	0.0427127921164	0.00238643027553	0.000881904314265	0.000171609582446	0.000110664107837	0.000221146561805
è	0.00126491123791	0.0768056360423	0.271680505228	0.330854869831	0.265015980725	0.0496902290388	0.00314849562518	0.000960859349755	0.000185812379982	0.000128084819946	0.000264619120602
o	0.00220951674597	0.0270897175074	0.175986468409	0.440509279944	0.312622486908	0.0335154543463	0.00706342007506	0.000733680828252	9.02004908273e-05	5.63864736487e-05	0.000123394326867
n	0.00142116710666	0.00918708041913	0.101247992803	0.397157603315	0.395584955636	0.0794520044488	0.0124087863584	0.00206354630942	0.000550142118609	0.000593846934216	0.000332887462289
m	0.000476664623487	0.00314525382504	0.0663301012343	0.328890344438	0.437321651879	0.144232494816	0.0125647474528	0.00391939980314	0.0010834003062	0.000967264231405	0.0010686719541
o	0.00408208060443	0.00115835197701	0.0228514535114	0.226227124813	0.613898640626	0.113699753605	0.0123032058176	0.00336677122105	0.000778023208733	0.000532387412802	0.00110222340803
l	0.00529072365014	0.00089495966567	0.0132846889705	0.226901518271	0.605457070209	0.130117276535	0.0122678676059	0.00305111636035	0.000929186176244	0.000886228419934	0.000919358292677
ì	0.00615931699871	0.00127840185522	0.0111708254568	0.282240779424	0.484347303403	0.198073422178	0.010786746202	0.00294012880012	0.000992969348748	0.00115427614998	0.000855813677559
m	0.00644342518424	0.00102885656341	0.0072281394856	0.276230193141	0.405226974468	0.253926927393	0.0314558400673	0.00785997074671	0.00630933700625	0.00268906655999	0.00160127270585
o	0.00373465757941	0.000377489533803	0.00456026528353	0.19626385138	0.426699918156	0.249715645798	0.0917139946891	0.0133305922489	0.00830599832208	0.00314316909333	0.00215439003528
a	0.00305296009314	0.000135489542701	0.00154132119684	0.06835357286	0.457854789385	0.141940850599	0.291570144896	0.0271845607496	0.00444898376069	0.00142587360444	0.00249138817843
n	0.00124834243538	5.2310198667e-05	0.00052940843528	0.0246105065533	0.409231119795	0.094503950533	0.374251778299	0.0564798455832	0.0151807079202	0.0139305532015	0.00998143659281
a	0.000975579616127	3.6849711889e-05	0.000198237248427	0.0099878387711	0.340155986598	0.0929755351777	0.425132382766	0.0774704271944	0.0200463516401	0.0192830056338	0.0137378101976
m	0.000889931938709	3.50238972963e-05	0.000110303390476	0.00486097391037	0.206716148866	0.235485428393	0.416471567589	0.0804337643981	0.0200192972134	0.0183268541113	0.0166507400659
m	0.000310799252803	2.08363488321e-05	0.000108105563492	0.00346379603679	0.139233851955	0.294188232798	0.31908668253	0.127315373466	0.0326770024045	0.0224596880371	0.061135680022
è	0.0395932959242	0.00250222969768	0.00139953882783	0.00266496207893	0.068465855985	0.297679547599	0.335821970843	0.138250639155	0.0282282926682	0.0156647315124	0.0697289420073
