 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.971334625	0.027339321	0.00100912939	0.000256299557	5.564652915e-05	4.00196833e-06	6.99089095e-07	1.124304425e-07	7.091241275e-08	6.33110645e-08	1.4679704e-08	1.210976745e-08
ù	0.907693355	0.090811567	0.00137983959	9.14998779e-05	2.16715528167e-05	1.65978810667e-06	2.91647818667e-07	5.15181548333e-08	2.647616925e-08	2.31394903e-08	5.54661763333e-09	6.63802911667e-09
s	0.801635315	0.187942369	0.00770179809667	0.00192030281353	0.000590237771272	0.000159614553646	3.11975970299e-05	1.06619460339e-05	5.42244460292e-06	8.36963232567e-07	8.04532929178e-07	1.43550284571e-06
o	0.562566108333	0.420368389667	0.0134737530322	0.00253209016218	0.000780425713091	0.000212231621132	4.14959675073e-05	1.41949807521e-05	7.22005945491e-06	1.10805087992e-06	1.07033344724e-06	1.90988592898e-06
t	0.364031406111	0.588830043222	0.0350963280107	0.00985588494506	0.00172033806036	0.000357683203627	8.51635376664e-05	1.39476299915e-05	5.41101040557e-06	1.90726816237e-06	5.98390686597e-07	1.25975075674e-06
r	0.549166432037	0.397437454407	0.0382855247036	0.0125129885817	0.00206258400012	0.000410826110209	0.000101400055122	1.41755053738e-05	4.85715816186e-06	2.22739755412e-06	4.44575601866e-07	1.06527019225e-06
a	0.507635891679	0.467303078136	0.0197134259345	0.00443012067057	0.00073151670004	0.000142384355336	3.5526375064e-05	5.0536411146e-06	1.66957858299e-06	7.9693028314e-07	1.51750577555e-07	3.77734357473e-07
v	0.185364053226	0.557750532712	0.0890391909782	0.1573657181	0.00811056962001	0.00162225592805	0.000622779789145	5.84658999849e-05	3.03746853634e-05	1.97806026928e-05	4.61885136312e-06	1.16487550725e-05
ù	0.0697497760753	0.591468817571	0.116414192993	0.208666502467	0.0105990239733	0.00211878689402	0.000818914323782	7.63496026883e-05	3.99468336981e-05	2.61506083109e-05	6.10819927991e-06	1.54083281532e-05
d	0.0275962387718	0.553001082524	0.204882340331	0.179811930589	0.0239241370911	0.00687330564934	0.00263991403533	0.000383660083589	0.000493069013143	0.00017804429185	0.000131443873252	8.47931005134e-05
i	0.0108277180039	0.273215947508	0.485745426777	0.184769485196	0.031811742697	0.00871960658311	0.00326479731311	0.00049062286553	0.000644458286948	0.000228904312327	0.000173234932012	0.000108040122884
ì	0.00508043656797	0.144050152069	0.750319798926	0.0791822000653	0.0163058435657	0.0033661449477	0.00113277874437	0.000174075967843	0.000216352296416	7.72639253857e-05	5.79405376457e-05	3.70579584747e-05
r	0.00173461851032	0.0501013981897	0.692204766309	0.205270630022	0.0370541958552	0.00896735470257	0.00325930658679	0.000423984197614	0.000521306250339	0.000187794194695	0.000163562121929	0.000111116334292
t	0.000615970142773	0.0173631003299	0.39681282877	0.502470176674	0.0609499346184	0.0143155644009	0.0053493891956	0.000752540499205	0.00067976114678	0.000315086308232	0.00020827877631	0.000167350881431
e	0.00358685026592	0.00702064357663	0.250051182923	0.575801568891	0.140042200873	0.0181941133003	0.00391285353187	0.000715027199735	0.000300603180927	0.000203736548077	7.95818769033e-05	9.16007511437e-05
g	0.00454620059164	0.00320283330121	0.169511007641	0.62184989963	0.172498428291	0.0220232197668	0.00488892131062	0.000698466166578	0.000354625628976	0.000253784318026	7.34061814344e-05	9.92025843812e-05
r	0.00151923075935	0.00107814765807	0.077392881347	0.75263923321	0.129622084097	0.0246699945889	0.00872228777021	0.00231299782219	0.000742407342992	0.000667775439342	0.000182070657145	0.00045092284146
a	0.00130437914558	0.00043970121469	0.0295355743823	0.666077224403	0.251338848032	0.0379308031963	0.0083541428234	0.0030381086074	0.000660378306331	0.000639426823114	0.000173176587848	0.00050822779082
m	0.00123291090039	0.000229670043563	0.0180636559274	0.654025174801	0.277167981344	0.0385029213988	0.00741113217447	0.00187597076913	0.00055397697411	0.000506470151038	0.000134697961416	0.00029542903394
m	0.000414111261463	9.3841627521e-05	0.0128377880291	0.5396399666	0.372240259115	0.0553152191329	0.0109975643915	0.00512984282304	0.00123699803804	0.000884006417013	0.000407174977139	0.00080325763798
è	0.0662433586966	0.0323133582635	0.00494918876303	0.2895606472	0.511344646372	0.0758437030443	0.0103313619972	0.00617605317435	0.00118181226935	0.000769524339004	0.000424573889046	0.000861838434327
n	0.0881863540259	0.0430561939578	0.00847123095434	0.4406074524	0.350981482124	0.0561882573481	0.00789004286573	0.00281693432478	0.00067887514645	0.000436585846335	0.000264941939682	0.000421682076442
o	0.0295096244956	0.0143988403609	0.00929128175145	0.423040257133	0.399043000708	0.105636882116	0.0136624379552	0.00376029337493	0.000752262948817	0.000383550225445	0.000216997497894	0.000304541175481
p	0.00995190701553	0.0048419036793	0.00330564071715	0.205011118711	0.536060583569	0.180168757372	0.0455581576517	0.00781550635831	0.00293363011627	0.00226457258515	0.000726604790631	0.00136160473183
o	0.00637253482884	0.0016427392281	0.00120919828438	0.129904658037	0.45491511119	0.313311372457	0.0671717965506	0.0158453754528	0.00401284953876	0.00293496529505	0.000918046896877	0.00176134239394
d	0.00517887612481	0.0005777667377	0.000498935420127	0.077205822479	0.41336996373	0.370447050819	0.0902986795169	0.0213643944843	0.00784678357959	0.00588065493168	0.00286857136563	0.00446251834798
d	0.00172887431752	0.0002073765934	0.000272906558709	0.0612468415597	0.35107874791	0.28454093694	0.139207219839	0.0569410238281	0.0354545568599	0.0317967803106	0.0173052965219	0.0202194637827
h	0.000576633680923	7.97454426333e-05	0.000136891898236	0.0257117662532	0.262755849303	0.265967905647	0.16717044328	0.0999214846094	0.0600809442866	0.0557264101035	0.0290767025073	0.0327952032609
ù	0.0298006600413	0.00185961392554	0.000375482372745	0.0127383526844	0.220798493101	0.379263668549	0.14614231776	0.0860916168698	0.0423133100955	0.0391523270678	0.0192448787024	0.0222192487536
c	0.0395430713158	0.00246634176851	0.000487857837582	0.00749999466147	0.243317491034	0.43923614285	0.137304539253	0.0548346409566	0.0360281920318	0.0175888533893	0.0105845371008	0.0111083165845
h	0.0131825807658	0.000843572492603	0.000226063372861	0.00526730998716	0.201757696678	0.29072093095	0.205736346418	0.0782535669855	0.0791240406773	0.0777608051298	0.0228447970336	0.0242822815282
r	0.00440295755143	0.000284463131434	8.75237346203e-05	0.00231976476239	0.080314252226	0.23511537365	0.291217528806	0.126304398995	0.0864589278924	0.109680434043	0.0265509123445	0.0372634725094
ò	0.00462750212148	0.00177162746794	0.000429009474873	0.000929054399463	0.0378099980753	0.253935207883	0.318254729602	0.204193136332	0.0658703402975	0.0651369223477	0.0150420185482	0.0320004621698
n	0.00469400750334	0.00226522024391	0.000540206604458	0.000349683551821	0.0277209546918	0.279736109294	0.313486633201	0.199924058777	0.0836272234325	0.0412817967826	0.0180688939494	0.0283052263899
u	0.00251315919729	0.00101441756924	0.000221681114319	0.00016470192394	0.0223461714873	0.233939270765	0.2705570944	0.257193912926	0.119209034477	0.0415903495942	0.0211138049831	0.0301364054633
a	0.00269960043243	0.00145953542308	0.00019699726144	0.00010636641798	0.00777648383243	0.106992864588	0.212867758133	0.391216737642	0.160335924826	0.0589267698647	0.0186483343277	0.0387726241544
m	0.00186234349414	0.00135867486236	0.000158502237147	0.000139849255993	0.00305405051414	0.052865264196	0.157509422711	0.314043989214	0.164489804942	0.131646593288	0.0583125071092	0.114559021385
p	0.00066987635019	0.000464081250353	8.3788601049e-05	0.000144368749998	0.00140885353471	0.0219465700653	0.0759589083703	0.167463099738	0.116461388314	0.207652287763	0.16914220237	0.238604597128
ì	0.0202837354189	0.00149058675835	0.00237135739568	0.00129710317467	0.00422576271824	0.0169911910218	0.0348616649234	0.165512236579	0.097204869438	0.237533712588	0.185870819123	0.232356969043
a	0.0275104292063	0.00213999568612	0.00324679553189	0.00181536281822	0.00532424700608	0.0223122066739	0.0304425896411	0.245855205526	0.121935519813	0.242290080863	0.121512910041	0.175614686348
t	0.00986387201627	0.00102281334344	0.00121970615173	0.000763481308573	0.00205129318236	0.0155023355246	0.0323322778804	0.199183881842	0.170836469938	0.248389923621	0.14674127868	0.172092702116
t	0.00329348106792	0.00034202445568	0.000406972998463	0.000262280427358	0.000690010682687	0.00578753826153	0.0262233742935	0.104071396281	0.187517723313	0.280286151207	0.199772196227	0.191346847372
o	0.00149378453764	0.00053046197836	0.000302735256274	0.000347167724453	0.000453131635796	0.00615845120718	0.0170143100978	0.0783708110937	0.146558361104	0.292759820402	0.230935338742	0.225075612457
p	0.000914959867547	0.000597617033787	0.000268986348025	0.000378558913151	0.000380801537599	0.00644005863573	0.0118203211993	0.0580414180312	0.0960295877013	0.298908036801	0.250059772914	0.276159894152
o	0.00137144341085	0.000651723418929	0.000339775028608	0.00087583777605	0.000348168991533	0.00329690221191	0.00632704739977	0.0281647933437	0.0657047455671	0.230946778934	0.378526390971	0.283446411384
è	0.00190297787028	0.00152574050631	0.000542113742869	0.00115312504202	0.000448737917178	0.00325532817064	0.00548023263326	0.0236013407812	0.0776515408557	0.192057566311	0.456857663657	0.235523627128
t	0.00103957545609	0.0013728625071	0.00036251386639	0.00050322065594	0.000272169264059	0.00260764385688	0.00563296737775	0.0230333899271	0.0981641969519	0.173700670437	0.454658621219	0.238652152376
a	0.0017270846847	0.00284759347403	0.00085832227423	0.000776016843913	0.000364867879686	0.00164851281896	0.00389712629258	0.0133637271424	0.076373178984	0.105944665146	0.53394092374	0.258257960792
d	0.00196931204757	0.00333882709001	0.00102247997224	0.000869524947638	0.000395485792229	0.00130006605632	0.00249193066419	0.00687011354747	0.0364588776613	0.142235271715	0.48946916458	0.313578926931
i	0.00209702390186	0.001919387362	0.000879795138247	0.00169899311555	0.000456705829743	0.00104962530211	0.00171925775473	0.00426809744916	0.0240504988871	0.135599850238	0.53621044486	0.29005028231
k	0.00213096734062	0.00144497022933	0.000832332969949	0.00197398284852	0.000478418346581	0.000962289180703	0.00146659471824	0.00405801481639	0.022082714629	0.137290659746	0.551393778287	0.275885234103
