 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.889086825	0.10986609	0.000966877735	7.4968987e-05	2.6948219e-06	1.165399125e-06	1.31128754e-06
g	0.826864075	0.1532811	0.0190031775783	0.000798509030333	3.4628495e-05	4.161015175e-06	1.43312308467e-05
e	0.616188555	0.35426337	0.0284282688594	0.00105170744844	4.5523955e-05	4.66692491167e-06	1.79327000156e-05
n	0.492426748333	0.485389046667	0.0210367736198	0.00108258892115	4.44334283333e-05	3.50080359056e-06	1.69208617385e-05
i	0.383232691444	0.587083068889	0.0284258548733	0.00119253673372	4.56690633444e-05	3.39852536352e-06	1.67634438462e-05
t	0.148246810815	0.78663685963	0.0585541442911	0.00615549157124	0.000292673598348	2.35001891878e-05	9.05122212154e-05
ò	0.067503264805	0.686382166543	0.23403267343	0.0114756593571	0.000443229072783	4.03874373959e-05	0.000122630261072
r	0.030858379135	0.681981462181	0.27186443181	0.014336493619	0.000706864664261	6.48625217986e-05	0.000187508464357
u	0.0179529025783	0.56982711406	0.371532084603	0.038381505873	0.00190183032142	0.000131275537266	0.000273247368119
e	0.0142651857261	0.25411046302	0.638701271534	0.0886771836243	0.00366321104047	0.000261460625755	0.00032116718604
n	0.012402622892	0.120144590673	0.520566113845	0.296602481208	0.0426206246802	0.00300173926858	0.00466180076201
è	0.005359287114	0.050418262991	0.331424991282	0.536928980403	0.0641766815601	0.00480222658953	0.006889605354
n	0.00274951000633	0.0611548457637	0.252730150427	0.606315950134	0.04182268652	0.00781906169651	0.027407843218
u	0.00112818718044	0.0637489550712	0.135024700142	0.682325693378	0.0689200981733	0.0110141498988	0.037838248406
s	0.000564642191147	0.0218196372737	0.0575392673807	0.755358117793	0.122752886058	0.0113636209663	0.0306018701353
s	0.000199934081516	0.00756914778997	0.0248763233936	0.652479385931	0.225306202019	0.0242151043221	0.0653539567118
c	8.67489973053e-05	0.00259200044206	0.00899057886453	0.395579278644	0.440407720673	0.0480832001074	0.104260512237
e	0.000391718872435	0.000941969225353	0.00344272332151	0.179124696215	0.571412513558	0.0915307533691	0.153155614079
r	0.000495300516812	0.000419765463118	0.0017540668405	0.113244057405	0.546204074519	0.10924625779	0.22863645136
r	0.000186752461004	0.000241213214039	0.0011018117735	0.0789188006017	0.45938018484	0.139943789263	0.32022744712
è	0.00271542904973	0.00081624490768	0.00187530781783	0.0329366790006	0.408411454947	0.238923669754	0.314321225707
t	0.00356499868291	0.00105804746923	0.00212816705928	0.0295867983335	0.457663478316	0.253053399918	0.252945101902
s	0.0011995365973	0.00040887390591	0.000794360377427	0.0247882074112	0.421015322772	0.267231579973	0.284562123967
u	0.000633634735767	0.000188137964803	0.000381845323476	0.00943350910373	0.250526975924	0.432637233324	0.306198681322
m	0.000529127861922	0.000138932868268	0.000351528127825	0.00484105273458	0.107202239308	0.440700054441	0.446237050441
e	0.010966157404	0.000321658902756	0.000354879725942	0.00297666561153	0.0458208561027	0.446319854814	0.493239916814
m	0.0145154164747	0.000375530878585	0.000348413738647	0.00202411777051	0.0234372382009	0.429397098271	0.529902205605
à	0.0188472124982	0.00170399595719	0.00214925768622	0.00475301349017	0.055844781567	0.34405445609	0.572647308535
i	0.0309326414994	0.0068505855524	0.00416586472874	0.00797674683006	0.0780521305223	0.415369568697	0.456652476178
</S>	0.0316643282497	0.0105074842762	0.00436930411437	0.00844599991503	0.0611397802612	0.446775674348	0.437097438089
