 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.660859705	0.3387641555	0.000348712595	2.49276035e-05	1.6294609e-06	3.9060194e-07	4.92115875e-07
p	0.541288715	0.425471695167	0.0208709322517	0.00806197463217	0.00101948539823	0.000851640093447	0.00243557457958
e	0.3930559669	0.552639141722	0.0376504640839	0.0109072351341	0.00136323208524	0.00113573963722	0.00324826187726
r	0.150411042867	0.750707030574	0.0894444013613	0.00726559296803	0.00064781284758	0.000405130871807	0.00111896782315
i	0.0679422641223	0.799926393525	0.125027860454	0.00612016242268	0.00041309163486	0.000161393956969	0.000408793228883
k	0.0262680322074	0.710962504508	0.247583613485	0.0139275915742	0.000808349863953	0.000145372952023	0.000304513570794
o	0.0124588033025	0.690587241503	0.278844957828	0.0167182499914	0.000978211624651	0.000141973825941	0.000270531460398
l	0.0065856646675	0.616241853834	0.348666539276	0.0264005361305	0.00151124041155	0.000200795863914	0.000393351536933
ò	0.00512219008917	0.315936461278	0.628327513092	0.0454724953768	0.00427942290385	0.000355128054638	0.000506773118978
s	0.00318231339639	0.221703047093	0.723915837697	0.0455557237923	0.00478615440128	0.000363237011546	0.000493657362993
o	0.0078308852988	0.157269215031	0.706683612566	0.118360676597	0.00856954623376	0.000358000877182	0.000928031737664
n	0.00874053108627	0.0582959649437	0.650942184189	0.254527462199	0.0216143044113	0.00187605073906	0.00400349297922
a	0.00496039651542	0.0204551804479	0.41213419873	0.4992457474	0.0527545024704	0.00320085621302	0.00724912065974
n	0.00365768179181	0.00723292624597	0.168635288577	0.7105709158	0.0843609694901	0.00764004020434	0.0179021762199
a	0.0032178121506	0.00259005802199	0.0818320603057	0.7247710386	0.148693646497	0.0113032594014	0.0275921560733
r	0.00307539794353	0.00103727056733	0.0311019508819	0.6880042462	0.202306582166	0.0225283878005	0.0519461626911
è	0.00320563777451	0.00089262413911	0.0140962549673	0.479563102067	0.376241827389	0.0509657079335	0.0750348175637
t	0.00322048504984	0.000834155679037	0.0057345263291	0.356474764022	0.448885822463	0.0665943613112	0.118255902521
s	0.00108074932441	0.000296558600479	0.00280337742653	0.285204132674	0.357221037488	0.14935946577	0.204034714174
i	0.00401057529094	0.000242698441626	0.00103178172568	0.104706866558	0.433672212496	0.19302996659	0.263305921391
à	0.00592421666365	0.000318022973875	0.000477526221893	0.0399778614527	0.373092180832	0.196455770197	0.38375440713
t	0.00291555692588	0.000203480019292	0.000211099475298	0.0155675420176	0.205871940277	0.256027270066	0.519203089043
s	0.000974546170627	7.19756122973e-05	8.5366818966e-05	0.0063029237112	0.118985703092	0.436800526689	0.436778959681
e	0.00167963224754	0.000247968541966	0.000210484412189	0.00493805067573	0.0647609650307	0.476118575563	0.45204431656
n	0.00195211798385	0.000312006805989	0.00025639757973	0.00461430647858	0.0431510136769	0.422830308521	0.526883842187
ì	0.00639917976262	0.002732768894	0.00116563466891	0.00362053584619	0.0305562622256	0.434941426174	0.520584197396
t	0.00785065160687	0.00353649094383	0.00146645622004	0.00330529398206	0.0332270124085	0.380297632058	0.570316465799
t	0.00262691281762	0.00118233139751	0.000492850047847	0.00129559005535	0.0253873963362	0.500915710686	0.468099235266
a	0.00463582020187	0.00170793666957	0.00137917479338	0.0156830978131	0.0241152533121	0.430780658895	0.521698091755
</S>	0.00795379660094	0.00282295048479	0.00250918179669	0.0306739649065	0.033793417656	0.245017412447	0.677229295878
