 	mi	si	gonfiò	il	dito	</S>
m	0.49770701575	0.4928321075	0.009222055255	0.0001763910105	3.53444385e-05	2.70734575e-05
u	0.170082059517	0.701472395833	0.090382587085	0.0349924650935	0.00239683260117	0.0006736500135
p	0.061635858939	0.498289531944	0.377996475695	0.0571187983645	0.00356212770039	0.00139722597117
r	0.027224227813	0.454410663981	0.479901141898	0.0349957797882	0.0021786424668	0.00128957689039
ì	0.013197672661	0.423685862994	0.524641217299	0.0356115382627	0.00176921588893	0.00109452936346
s	0.009117144777	0.263066372665	0.516460742433	0.0928189574209	0.0938673970963	0.0246694249878
t	0.0129430289257	0.231297647555	0.391871297478	0.16010950914	0.158688625699	0.0450899049959
i	0.0098000668419	0.136089396685	0.351211515826	0.281501723047	0.169298545233	0.0520987499986
t	0.0045949638473	0.0464739819283	0.201127593942	0.470225597682	0.191661705078	0.0859161449995
o	0.00354613948243	0.0163519686094	0.0880843269807	0.509817699227	0.248716265026	0.133483555
d	0.00453908466081	0.0066987938698	0.0342812516602	0.402633333076	0.367922751675	0.183924745
à	0.00462070518694	0.00320584028993	0.0154511546534	0.446477454359	0.317745242225	0.212499555
t	0.00214844722788	0.00143968356298	0.0065417690178	0.39346299612	0.400240515742	0.196166558333
t	0.00107064624153	0.00049779124966	0.00254723364593	0.19017783004	0.437766901914	0.367939619444
i	0.00197663371384	0.00038355921222	0.000944497729977	0.09599649978	0.499276563971	0.401422274481
l	0.00236599937128	0.00050116417074	0.00255768898466	0.0333354934267	0.53741734799	0.42382232616
o	0.207729073257	0.0112695007236	0.00364264569489	0.0131333430756	0.25885115833	0.505374292053
</S>	0.413615806629	0.0220392603618	0.00266992464745	0.0085997538378	0.145219252665	0.407856021026
