 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.8285673	0.1700342325	0.00131259175	6.5038012e-05	1.90260978e-05	1.585693e-06	2.1719865e-07
s	0.595494233333	0.398591454167	0.00561383835	0.000265503775333	2.87325308e-05	5.81764083333e-06	4.17418766667e-07
ì	0.299555829444	0.693237068056	0.00681978435	0.000347858608444	3.21536854e-05	6.88102753578e-06	4.33290348889e-07
ì	0.104413678715	0.870240539352	0.0233068910167	0.00193708806948	4.71246716e-05	4.10725381033e-05	1.3595165743e-05
s	0.0415120201383	0.894013679784	0.0544783236722	0.00911090255649	0.000349293980533	0.000486217134701	4.95243699143e-05
e	0.0233103513794	0.682846666595	0.272708979224	0.0196407315188	0.000778612793511	0.000657446398234	5.72131449714e-05
s	0.0135239184598	0.382613698865	0.547212826408	0.0504371988396	0.0040158012645	0.00205251025274	0.00014411340999
t	0.00865738805327	0.194495643288	0.608735908803	0.147787379613	0.0323582430882	0.00613202218425	0.00183348373666
a	0.0156716945844	0.0716305244293	0.561740022934	0.290565343204	0.0519395290294	0.00599125974142	0.00246164397889
f	0.0179922345281	0.0296301976098	0.610599580978	0.293323744401	0.0388860983431	0.00821339959381	0.0013547330263
a	0.037631133176	0.0168190613366	0.485026965326	0.4129911448	0.037786298781	0.0088153286446	0.000930064715433
m	0.043866510492	0.0104230307789	0.233219516775	0.6073958816	0.0694446095937	0.0326937709949	0.00295668384514
è	0.116000860931	0.00967387025963	0.133377585425	0.618117710533	0.0778769911979	0.0411426697316	0.00381029013171
n	0.139148908354	0.00908272001988	0.123595971642	0.573375826844	0.0808738137326	0.0701731126439	0.0037496435939
a	0.048949750328	0.00324878935663	0.117742141721	0.437628398948	0.302403104578	0.082653091548	0.00737471676463
m	0.0195868329427	0.00151877013554	0.0400779765137	0.349513362983	0.476460014859	0.0951712511827	0.0176717885882
a	0.0305768676476	0.000976957378513	0.0141366449506	0.236884446661	0.588338594953	0.0989606313942	0.0301258841961
i	0.0349546038825	0.000714072926171	0.00473293514687	0.0843513795537	0.783789944984	0.0374493701314	0.0540077013987
i	0.0252317926275	0.00192808337539	0.00164609962962	0.0294939819846	0.778673828328	0.0226290703771	0.140397147133
l	0.0204734074825	0.0021362018318	0.000611317448207	0.0108878938282	0.493719639443	0.304501161792	0.167670385711
p	0.0068517733265	0.000728687217267	0.000216244012402	0.00394582752273	0.190241055481	0.519754610597	0.278261785237
a	0.0268853203345	0.00158735697242	0.000191801015467	0.00292327448758	0.123329357494	0.381043096866	0.464039781746
s	0.0335587032145	0.00186466865707	0.000178947708689	0.00251288373253	0.100881248498	0.396815482289	0.464188067249
t	0.0111870803016	0.000622605888657	6.06667703963e-05	0.000884415296177	0.047736397666	0.388772280763	0.550736562416
i	0.00445137779427	0.000251757359586	4.49527274321e-05	0.000365585680726	0.0306372000553	0.200549900921	0.763699220805
c	0.00223459011142	0.000130032517195	4.07561214774e-05	0.000195199290242	0.0237173406851	0.22735003764	0.746332020268
c	0.00138939078381	0.000137997063065	2.80905261591e-05	0.000346100460081	0.0159431722284	0.235733756213	0.746421466756
i	0.00178725496127	0.000198534824355	5.28654987197e-05	0.00052869694336	0.0189388184095	0.0995299857377	0.878963835585
ò	0.00163827755376	0.000491347224785	0.000106544409573	0.000977390704453	0.0289405838032	0.137096701913	0.830749161862
t	0.000885134156253	0.000532848882595	9.52752488577e-05	0.000986206246818	0.0245595922344	0.426040500638	0.546900421954
t	0.000318667182084	0.000191415042198	4.15175916192e-05	0.000341828889273	0.00958027971147	0.556880046879	0.432646211985
o	0.00108102288569	0.000272689654399	0.000122974396873	0.000516479658091	0.0275973379038	0.329068618293	0.641340857328
</S>	0.00197493944285	0.000434988827199	0.000212465588436	0.000847500829045	0.0492432739519	0.194548243146	0.752738578664
