 	se	vieni	a	casa	ogni	sabato	</S>
a	0.4846154235	0.50852336	0.00641511971	0.000428836294	5.90092538e-06	2.74602345e-06	8.52439505e-06
n	0.1701894855	0.803908353333	0.0249229192367	0.000930213351333	2.634406096e-05	9.87600808333e-06	1.272212935e-05
è	0.0616605119433	0.751581727778	0.151231865412	0.0347927872838	0.000351800786987	0.000204256583694	0.000176988661783
r	0.0216424540911	0.553470939259	0.343330311804	0.0774727270946	0.00175576261233	0.000633396981231	0.00169439389726
t	0.0173715710304	0.387923223086	0.524385790601	0.0650333356982	0.00234310887078	0.000727133333744	0.00221580784909
i	0.0149655537501	0.205300949929	0.686317483534	0.0885216838994	0.00301754142359	0.000682490251248	0.0011942429097
è	0.00508811369337	0.0698770173863	0.684216874511	0.228618037966	0.00934788360786	0.00143774338375	0.00141427614657
s	0.00179935062646	0.0244993264721	0.585204204837	0.356450649322	0.0183758108693	0.00401221069458	0.00965839371552
s	0.0436733062342	0.015000217324	0.532694014946	0.348837893107	0.0275863379564	0.00920844989819	0.0229997122385
u	0.0589237936114	0.0144379654413	0.366108194982	0.401269457702	0.0981389059855	0.0316544219661	0.0294672320795
k	0.0271023774038	0.0091509076471	0.155993156327	0.561801352567	0.158337088662	0.0471057236554	0.0405094453598
u	0.0262797514679	0.00620697018237	0.0640053024423	0.451194734189	0.220893279554	0.173075135552	0.0583448531199
à	0.0265597548226	0.00512300692746	0.0228165428141	0.20325010973	0.417524453185	0.254373198517	0.0703529043733
i	0.0171852328075	0.00234635446582	0.00841561381137	0.0916210460433	0.588108867728	0.209399172839	0.0829236881244
s	0.00776725743583	0.00086269177594	0.00298484599046	0.0387010314811	0.537635069243	0.266240130946	0.145808976041
à	0.0189314291119	0.000684979022647	0.00108993778949	0.0186769689504	0.340170586414	0.431259710315	0.189186392014
m	0.022268758799	0.000630284100882	0.000537731809163	0.0204042541068	0.258805362138	0.493687016772	0.203666580671
b	0.0111587796947	0.00487559389363	0.000905606269721	0.0211491150856	0.191843933046	0.510764165591	0.259302800224
a	0.00885533543157	0.00706523803121	0.00102716775657	0.0083233631452	0.075100964682	0.54472438853	0.354903563408
</S>	0.00653649751579	0.0047174441156	0.000767556278285	0.0055904146726	0.049410519341	0.512437974265	0.420539641704
