 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.953905585	0.042701362	0.000819554885	0.002534412105	3.6655912e-05	9.66217915e-07	8.91843575e-07	6.2154831e-07
t	0.955634251667	0.04316571	0.000314209361667	0.000868591902333	1.5972731e-05	5.49607935e-07	3.89008371667e-07	3.65043863333e-07
i	0.693672217222	0.291466726	0.0139912807972	0.000834979431444	3.24933626667e-05	5.41923475e-07	1.32147132056e-06	4.94344907778e-07
p	0.382181495741	0.572922508667	0.0256183932657	0.0164671478105	0.00265868776089	0.000113206396435	3.65585944019e-06	3.49188517026e-05
à	0.240952335914	0.717915769556	0.0161773809219	0.0212082658635	0.0035407133503	0.000155155464812	4.00473794673e-06	4.63352140675e-05
s	0.142884659305	0.831710769852	0.011542483474	0.0100307725478	0.00346488341343	0.000182341507604	5.58518441156e-05	0.000128225351523
t	0.241644313102	0.728139683284	0.0128643164913	0.0120594648493	0.00479481547114	0.000231782969201	7.86569187052e-05	0.000186982837174
a	0.222963840867	0.515528924428	0.193131153497	0.0611983599498	0.00670425329038	0.0002539945264	8.05795502351e-05	0.000138914255725
v	0.0843829861223	0.276805366143	0.294755717832	0.246857059983	0.0922624307635	0.00321863698547	0.000272661300078	0.00144518170191
à	0.0401681567074	0.154852906714	0.315707482611	0.344968669994	0.135643650255	0.00578590599516	0.000853572266693	0.00201967560064
l	0.0164296516225	0.110626234905	0.440837314204	0.245223179998	0.139184123418	0.0293860476651	0.0117862920556	0.00652715856688
e	0.0067089568275	0.047647898135	0.448952871401	0.293384129999	0.142889681139	0.0368418484884	0.0153105621185	0.00826403395563
à	0.00366348355917	0.017111523435	0.460768867134	0.395505823333	0.0949287850463	0.0168698060961	0.00687570040617	0.00427598568521
l	0.00144080533819	0.00599873581833	0.474635985711	0.304519787778	0.134921666349	0.047057131032	0.0207962007354	0.0106296684951
a	0.00126978431453	0.00214262292944	0.312664131904	0.272800909259	0.270524858783	0.0934094120107	0.0287289079118	0.0184593324984
e	0.00140887601818	0.00084306161648	0.110583561301	0.24316348142	0.387308336261	0.20269449067	0.0240279396373	0.0299701981661
t	0.000669750383227	0.000302381337803	0.0389356304337	0.147111068807	0.464062798754	0.263356293557	0.0326342252124	0.052927814722
è	0.000953609858242	0.000229101634911	0.0147697646446	0.0938277019357	0.387460139585	0.322387317852	0.0975956670708	0.0827766782407
l	0.00104747742115	0.000210113420304	0.0163661333815	0.0458342439786	0.268220909862	0.404112989284	0.165204692357	0.0990034080802
i	0.00045062287545	0.000158005692101	0.0165377071405	0.0273205069929	0.186751151954	0.428689389761	0.160234140786	0.179858438027
t	0.00026438409515	0.000137775865367	0.00572738710683	0.0108814906643	0.0822569959847	0.43987300992	0.155588446929	0.305270482676
à	0.000304788418383	0.000213426403122	0.00208316140561	0.00468836205477	0.0434046496949	0.34366834664	0.291091165643	0.314546084225
l	0.000306116464128	0.000240627565374	0.0012270163252	0.00205999550492	0.017051537265	0.28898718888	0.409684228548	0.280443281408
a	0.000738490396043	0.00152841210612	0.0012002793084	0.00360971048831	0.0110002835883	0.22156976796	0.343076246183	0.417276800469
</S>	0.00132128009802	0.00292919225306	0.0010630071542	0.00604847324416	0.0107042340441	0.13928612648	0.284533093091	0.554114580234
