 	ho	messo	uno	specchio	sul	muro	</S>
è	0.94228482	0.052290045	0.00390090415	0.001511631125	9.59735235e-06	2.2151807e-06	8.10253425e-07
v	0.68841619	0.297574225	0.0106302816167	0.00293909520833	0.000220866348117	0.000129285948667	9.0059526325e-05
a	0.351690313333	0.557073338333	0.0405715032056	0.0489055554028	0.00139566844937	0.000212946539556	0.000150650538775
l	0.165434648211	0.619825479444	0.144084724402	0.0686996094676	0.00174274786979	0.000123387641519	8.93872762583e-05
a	0.057773040637	0.510921703148	0.183868162801	0.242748267489	0.00456674454326	7.38099155063e-05	4.82842840861e-05
è	0.021759199679	0.286979077716	0.247553952267	0.433515132496	0.00907168984775	0.000653438528502	0.000467561913362
n	0.00775257542633	0.365032712572	0.323140614089	0.292966510165	0.00810620918258	0.00182008304283	0.00118137197112
a	0.00441642767544	0.354589850857	0.285118291363	0.332033592722	0.0193086589609	0.00261757654761	0.00191562859037
n	0.00354752949181	0.127580671286	0.447002163788	0.381297960907	0.034054578987	0.0035870000492	0.00293006189679
j	0.0135774670973	0.0549311904287	0.553284597929	0.317206400302	0.0439947956623	0.00844606234973	0.0085594554656
a	0.0281794050324	0.0234314207162	0.327012610976	0.485935883434	0.0857469278874	0.0266572901166	0.0230364471552
l	0.0218723809108	0.0081623465454	0.175636145325	0.535128781145	0.169890542629	0.0510407280389	0.0382690357184
ì	0.0133436558703	0.0030101586268	0.122759385315	0.316132678282	0.462358220876	0.048124372013	0.0342715402395
s	0.00995766856677	0.00117489808727	0.0416685909783	0.112603739994	0.629662560292	0.121043996671	0.0838885857465
t	0.00356980544536	0.000559463976123	0.0146383507661	0.0441441402847	0.432962233431	0.270357455557	0.233768548582
o	0.00171488186155	0.000200977125741	0.0049315441487	0.0148567598116	0.230249592477	0.306474941852	0.441571289527
t	0.00111906559052	8.5971629247e-05	0.0018879981229	0.00506055296053	0.138408485492	0.360309497284	0.493128423176
ì	0.00691297576684	6.20713404157e-05	0.000876805620967	0.00179222667351	0.087332950164	0.496269349095	0.406753621059
c	0.00882498271211	5.24489844719e-05	0.000391535390322	0.000708323037837	0.0699650750547	0.543433216365	0.37662442702
h	0.0029673756572	2.65490031573e-05	0.000267550300107	0.000322124132612	0.0655183373516	0.485755572122	0.445142509007
o	0.00165862121573	0.000136944025052	0.00107534731337	0.000369120110871	0.0264092841839	0.317975050707	0.652375636336
</S>	0.00180081865786	0.000251447997526	0.00189286905668	0.000547207555435	0.013974766192	0.199995565353	0.781537318168
