 	le	canzone	si	scrivono	alla	notte	</S>
a	0.555354672	0.44392130975	0.000619788915	0.00010081128	1.6527093e-06	4.87752005e-07	1.210511535e-06
t	0.466736738667	0.526462986583	0.00648124683833	0.000310527793333	5.24038586667e-06	9.10670135e-07	2.328764745e-06
r	0.720502812889	0.270814056194	0.00831557658611	0.000358908480444	5.86716694889e-06	7.92780372333e-07	2.05587319267e-06
a	0.573617393963	0.421775766065	0.0044322663687	0.000169863572815	3.6278369763e-06	3.20386191444e-07	7.9792478189e-07
ù	0.200881468304	0.742612522022	0.0489435143229	0.00722792602094	8.13003453254e-05	3.64555175371e-05	0.000216799424967
d	0.0695723625513	0.598230350674	0.229943884774	0.0925332666736	0.00589483179511	0.00129483132051	0.00253048520832
i	0.0259731481504	0.364614190225	0.474470461591	0.122138618891	0.00801649356504	0.0016843621045	0.00310273306944
a	0.0096945322168	0.222642032408	0.694859833864	0.067479244297	0.00364025035501	0.000579265089167	0.00110483172315
g	0.00496328867227	0.082759719936	0.817223424621	0.089650706099	0.003829853785	0.000489916729722	0.00108302577438
r	0.00277522671076	0.029499870322	0.672038984874	0.2667635787	0.0156388117283	0.00278496661991	0.0104984867581
à	0.00106826461692	0.0103492602507	0.354453751625	0.587170659567	0.0290473905761	0.00406502020664	0.0138456372527
f	0.000412390796807	0.0040802854169	0.212740563875	0.718735253189	0.038075912192	0.00784496866888	0.0181106727509
u	0.0028138250301	0.0022827449723	0.158208337092	0.671129851063	0.126056058064	0.011015629223	0.0284935645836
t	0.00361614373337	0.0014174563921	0.0664866714973	0.700459217021	0.178465086021	0.0137433634077	0.0358119998612
t	0.00121590949846	0.000479089005167	0.0334714742291	0.531574714007	0.21866792534	0.0731097694692	0.14148106462
e	0.000699925213487	0.000181997119856	0.011325919323	0.224313096336	0.443746498447	0.0993093778231	0.220423168207
t	0.000533964162829	8.5661149952e-05	0.00406105166767	0.111712288779	0.566119012816	0.103925057274	0.213562952736
s	0.00019000358801	3.1717114944e-05	0.00154915607606	0.0676729960263	0.442714817605	0.207714125758	0.280127160912
e	0.000123807434737	3.45219549413e-05	0.00060173794552	0.0241065784754	0.339946072535	0.236681325253	0.398505943637
n	0.000107253200912	3.67894635471e-05	0.000299994607173	0.0092880463918	0.287792160845	0.266528511751	0.435947234546
ì	0.00124139284297	0.000352868849749	0.000160992971058	0.00364489878393	0.183336078948	0.400442190584	0.410821564849
t	0.00161606438299	0.00046106756625	0.000130969193686	0.00281114538131	0.164066308316	0.379522473528	0.45139197495
t	0.000542114583263	0.000158158621667	7.8177787762e-05	0.00237283856444	0.145909867105	0.447242744509	0.40369611165
a	0.000605412581354	0.000546620057139	0.000489446702454	0.00196696695881	0.068409140035	0.455610221503	0.472372213883
</S>	0.000938944840677	0.00101390212857	0.000938403351227	0.00273932347941	0.0548717400175	0.312479505752	0.627018206942
