 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.98379562	0.015207256	0.000831382875	0.000150706285	1.37605785e-05	1.222990425e-06	6.4800355e-08	2.76634375e-08	1.54907215e-08
à	0.969583106667	0.029848863	0.00048623868	7.24632029667e-05	8.41820006667e-06	9.27617241667e-07	3.54513046667e-08	1.04300471e-08	8.2534588e-09
o	0.660055902222	0.326215424333	0.013586514365	0.000119775138956	1.88318212556e-05	3.29720611389e-06	1.37612481222e-07	4.90590009667e-08	1.35633793567e-07
c	0.276266940741	0.633367824778	0.0570318837883	0.0252614285863	0.00674131650609	0.00129653600537	2.32117970204e-05	3.15520996032e-06	7.72424128786e-06
e	0.12546801378	0.770142388259	0.0600517117294	0.0335977728088	0.00897041214336	0.00172468913411	3.07831163138e-05	4.14541712754e-06	1.01221395091e-05
r	0.0526348647933	0.87012600942	0.0501813593765	0.0212403435496	0.00476182535579	0.00102550154369	1.68281987449e-05	2.12240531661e-06	1.12071715828e-05
k	0.0283865699311	0.605368576473	0.294210336459	0.0621091905165	0.00855325878526	0.0012635901479	6.1466663915e-05	1.56751885722e-05	3.13957798609e-05
è	0.0117462682437	0.477241688824	0.41561494882	0.0849614855055	0.00939848716175	0.0009161406693	7.10880918717e-05	1.94943627641e-05	3.0437801107e-05
o	0.00463752931457	0.683787652941	0.255816589607	0.0505942251685	0.00476135615392	0.000359394944433	2.60476470239e-05	6.63300872803e-06	1.05573401723e-05
n	0.00189265470486	0.62044593098	0.237211909869	0.115271013056	0.0208412705846	0.00415152838281	0.000124147094841	2.71043308093e-05	3.44060467074e-05
t	0.00106759590162	0.327117339327	0.401857869956	0.220750887685	0.0417833428615	0.0070146229276	0.00024851528828	5.81243702698e-05	0.000101653176902
a	0.00234155900054	0.135362632776	0.591178856652	0.230117899228	0.0363749816205	0.0042983996092	0.000185703998427	4.42744676233e-05	9.56410842007e-05
è	0.00287733463351	0.0651205409253	0.706031902217	0.194523526409	0.0278891445402	0.0033744678364	0.000113498925142	1.95426584078e-05	5.00442213002e-05
n	0.00141634642317	0.0252243891418	0.654154384072	0.249305282136	0.0567469881801	0.0117206340788	0.000677329921714	0.000370455027803	0.0003842317151
a	0.000876011619723	0.0102934160473	0.481682981357	0.406546197379	0.08395614106	0.0147802951929	0.000879861910571	0.000488036367934	0.0004970848467
m	0.000804806789908	0.0046588802491	0.333739597119	0.541173365793	0.10306950202	0.0154967075643	0.000539540306857	0.000198701901311	0.000318908710567
à	0.00552529177997	0.00949882081637	0.175722174706	0.663090835264	0.12813046734	0.0172119893548	0.000446921482286	0.000106424994437	0.000267093188856
k	0.00698888966856	0.0104546523211	0.0818459455687	0.678943011755	0.181732432447	0.0347587412849	0.00280135444076	0.00148731350548	0.000987695694952
i	0.00526202429809	0.00377114517937	0.0440560345229	0.533643323918	0.340825897482	0.064373582095	0.00465041164692	0.00198845578183	0.00142914679832
n	0.0046867230065	0.00153199320279	0.0168208458076	0.446044121306	0.436185132494	0.087488944365	0.00433511364897	0.00120569317394	0.00170145613277
a	0.00219927067597	0.00053092137893	0.0066266319892	0.312276556435	0.542158627498	0.124343770122	0.00815220531632	0.00112529665798	0.00258677417759
k	0.00137176872832	0.00023481774931	0.00248079922973	0.179723668145	0.574500112499	0.210653000041	0.0171449307721	0.00494142285266	0.00894953512586
a	0.00986003247911	0.00065856984777	0.00109019288658	0.132362578048	0.5741074575	0.24163201668	0.0222639825907	0.00653407541755	0.011491131042
k	0.0126903072254	0.00078928869259	0.000552266392193	0.078391028016	0.552463119167	0.296088978893	0.0308277815302	0.0106265772725	0.0175706476807
u	0.0156431291408	0.00114683360753	0.000361379994064	0.0561048993387	0.438984683056	0.399107222964	0.0513451055101	0.0131130604242	0.0241937015602
n	0.0166273468156	0.00123730339148	0.000190088463688	0.0226066589129	0.415767837685	0.429695994321	0.06423143017	0.0147430998081	0.0349002681867
s	0.00554649952303	0.000413860589927	7.31690662293e-05	0.010020090561	0.299564849228	0.40408637144	0.12828012339	0.0481218052694	0.103893216062
u	0.00224553869018	0.000189624927109	8.14136580764e-05	0.00386266691033	0.155504872409	0.358274683813	0.271172687797	0.0629378654231	0.145730613687
m	0.00115425430673	0.000118958362703	9.53991693588e-05	0.00227494677011	0.092493371803	0.430081761271	0.283990779266	0.059642027141	0.130148456229
è	0.00887338614558	0.0011276946479	0.000529812279786	0.0019201078567	0.055517071601	0.449243470424	0.285287556422	0.070288739047	0.127212158743
i	0.0119381003485	0.0015122079093	0.000811527546595	0.00118883646557	0.023830268367	0.278286751808	0.433857182141	0.076060446349	0.172514719581
o	0.0058125747495	0.000673476456433	0.000851614735532	0.00062028485519	0.008788826909	0.115352708936	0.490661894047	0.11946011545	0.25777853986
l	0.00328570991983	0.000346198842644	0.000715254909344	0.000352968913397	0.00338505738967	0.0597039946453	0.378699364682	0.212598738483	0.340912723287
ì	0.00317481930994	0.000725726144715	0.000740318500615	0.000347673146132	0.00193703839656	0.0387708152151	0.267933071561	0.288132199494	0.398238341096
b	0.00312310937818	0.000864050076572	0.000778018763538	0.000392125328711	0.00165741459885	0.0738806837384	0.24091735052	0.322770606498	0.355616630365
e	0.00412647740093	0.000903035420524	0.00199064565118	0.000925047322904	0.00188834986628	0.0839910611795	0.191533650173	0.312262568833	0.402379150122
n	0.00448332721698	0.000904189475675	0.00236362826683	0.0010480478001	0.00154793322876	0.0304240256598	0.156203676724	0.336343449611	0.466681716707
z	0.00151889938778	0.000306509610225	0.00078952731121	0.0003515044249	0.00053710799592	0.0116585097533	0.132445118908	0.409441623204	0.442951202236
ì	0.00193074369471	0.000614646519575	0.00155781127624	0.0010289123407	0.00241340331164	0.00685702221777	0.0904022609693	0.370722091068	0.524473120745
n	0.00208373250157	0.000721197505858	0.00181473398075	0.00125675688423	0.00306025611055	0.00671915817259	0.0852594499898	0.363439747023	0.535644940248
a	0.00497157877052	0.00179170443462	0.00591844868225	0.00374344006541	0.00221336551018	0.00472804319086	0.0798008456633	0.362293435674	0.534539080083
</S>	0.00887744588526	0.00321682671731	0.0109267968411	0.0068544105327	0.00285306145509	0.00327167579543	0.0701972438316	0.304759687837	0.589042790042
