 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.947992965	0.050230446	0.00172454375	4.6619428e-05	4.3357814e-06	7.28178907e-07	2.74273475e-07
t	0.924239455	0.073854822	0.00187692888333	2.41594624e-05	4.09153746667e-06	2.82544282e-07	1.86295981667e-07
e	0.621071554333	0.374163460667	0.00471980629444	4.24807898667e-05	2.33287543556e-06	1.73956515667e-07	1.37114373889e-07
k	0.260048580778	0.703252433556	0.0356430657648	0.000886530539956	0.000149076402425	4.97235901856e-06	1.53360225046e-05
a	0.132986240259	0.822003841185	0.0436004026883	0.00118439161332	0.000198329238875	6.51592986819e-06	2.03710031565e-05
m	0.0523280880863	0.836107063728	0.108689641663	0.00243481630444	0.000375902884358	1.10746931514e-05	5.35012293738e-05
m	0.0247775710621	0.639473941243	0.300333270554	0.0345929151015	0.000557208128119	4.55906397171e-05	0.000219541196458
è	0.0127143823874	0.466262933748	0.460223190185	0.0598273160338	0.000684616209373	5.1483571239e-05	0.000236120962153
n	0.0169054511291	0.408210254583	0.534832130062	0.0384713490113	0.00140810123646	4.15256450797e-05	0.000131208840718
i	0.0148792985697	0.272306252194	0.687845343354	0.0230527186704	0.00177072557882	4.14234230266e-05	0.000104214846906
s	0.0050385318899	0.0998984710647	0.835330961118	0.0505227342235	0.00804218502627	0.000215513172342	0.000951558368969
t	0.00176735301663	0.0350827308982	0.764442143706	0.168162836408	0.0245536040088	0.00114969749078	0.00484160365632
o	0.00181323298554	0.0129947550094	0.569472857902	0.378161758803	0.0305173130029	0.00138600860359	0.00565407621877
g	0.00192013951851	0.0058211057698	0.569131762634	0.386100399601	0.0307251093343	0.0016736583412	0.00462780460626
i	0.0146581592628	0.0029274016566	0.462959634878	0.486520766534	0.0270562887781	0.00179521333707	0.00408251333542
a	0.0190562471743	0.00163917826887	0.166944393959	0.780280832178	0.0275260125927	0.00115400863569	0.00339935157847
r	0.0066815548561	0.00074268320629	0.0932408829863	0.762036264059	0.101081948198	0.0096786264119	0.0265380733928
d	0.00226795589773	0.000352300213763	0.0690894806621	0.632554031353	0.185803196066	0.0400903284706	0.0698427477976
ì	0.00402873286694	0.00170405891625	0.0282339318874	0.664760997118	0.197661988689	0.0419302000235	0.0616801169992
n	0.00462018379165	0.00219284471208	0.111882869296	0.630870785706	0.191068712896	0.0203968505412	0.0389677300664
o	0.00578897776655	0.000872061444027	0.136037329079	0.494610018569	0.302295810965	0.0176777388471	0.0427180316888
s	0.00617828752718	0.000385061978009	0.045763288873	0.488729009523	0.372563126988	0.0216819166157	0.0646993088963
t	0.00206539743563	0.000129858021723	0.0155811163687	0.402845383174	0.302748782329	0.0793484638719	0.197281009632
o	0.00103009150011	6.90009996277e-05	0.0052325299739	0.206826970391	0.37829314411	0.113097176291	0.295451103211
c	0.000979583256703	5.95379458759e-05	0.0018673708913	0.0917662179637	0.40888933137	0.104700627097	0.391737347737
ì	0.0056114088089	0.000201919967959	0.0007664594471	0.0377859701546	0.258882827123	0.198690972366	0.498060462579
p	0.006860641576	0.00024651419132	0.000426040439033	0.0188827390515	0.268562125708	0.287035817455	0.417986147526
o	0.00348994139837	0.000527983599107	0.000370757813011	0.0113888046838	0.244793044903	0.337207615818	0.402221875842
</S>	0.00354903704918	0.000920581999554	0.000350143306505	0.0090218348419	0.136337751951	0.382778482909	0.467042187921
